year,issue_label,item_type,title,url
2008,1/2008 vol. 144,UNKNOWN,Wydawca,"https://www.psychoterapiaptp.pl/Wydawca,3602.html"
2008,1/2008 vol. 144,UNKNOWN,Recenzenci,"https://www.psychoterapiaptp.pl/Recenzenci,3605.html"
2008,1/2008 vol. 144,UNKNOWN,Prenumerata,"https://www.psychoterapiaptp.pl/Prenumerata,3609.html"
2008,1/2008 vol. 144,UNKNOWN,Indeksowanie,"https://www.psychoterapiaptp.pl/Indeksowanie,3610.html"
2008,1/2008 vol. 144,UNKNOWN,Dla Autorów,"https://www.psychoterapiaptp.pl/Dla-Autorow,1783.html"
2008,1/2008 vol. 144,UNKNOWN,Aktualności,"https://www.psychoterapiaptp.pl/Aktualnosci,3859.html"
2008,1/2008 vol. 144,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Terapia-rodzin-w-zaburzeniach-osobowosci-watpliwosci-i-mozliwosci-5-16,153715,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Zaburzenia-osobowosci-jak-je-rozumiec-i-jak-leczyc-Perspektywa-psychodynamiczna-17,153716,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Wiek-pacjentow-a-skutecznosc-psychoterapii-i-mozliwosc-zmiany-cech-osobowosci-27,153717,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Odzyskiwanie-utraconych-czesci-siebie-w-procesie-terapii-psychoanalitycznej-43-54,153718,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Oko-ktore-slyszy-55-59,153719,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/O-zwiazkach-neuroscience-i-psychoanalizy-61-66,153720,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Grupa-jako-srodowisko-lecznicze-Od-zachowan-pomocowych-do-socjoterapii-67-77,153721,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Postawy-lekarzy-i-pielegniarek-wobec-cierpienia-79-89,153722,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,PSYCHOSOMATYKA JĄKANIA. DLACZEGO OSOBY JĄKAJĄCE SIĘ MÓWIĄ PŁYNNIE,"https://www.psychoterapiaptp.pl/PSYCHOSOMATYKA-JAKANIA-DLACZEGO-OSOBY-JAKAJACE-SIE-MOWIA-PLYNNIE,153723,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,MIŁOŚĆ. O SZTUCE OKAZYWANIA UCZUĆ,"https://www.psychoterapiaptp.pl/MILOSC-O-SZTUCE-OKAZYWANIA-UCZUC,153724,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,RADOŚĆ Życia. O SZTUCE MIŁOŚCI i AKCEPTACJI,"https://www.psychoterapiaptp.pl/RADOSC-Zycia-O-SZTUCE-MILOSCI-i-AKCEPTACJI,153725,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,"Mentalizacja. Cz. 1: Wprowadzenie do zagadnienia, wymiary mentalizacji","https://www.psychoterapiaptp.pl/Mentalizacja-Cz-1-Wprowadzenie-do-zagadnienia-wymiary-mentalizacji,153884,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html"
2008,1/2008 vol. 144,UNKNOWN,Czy korzysta tylko pacjent? Potencjalny wpływ pracy z osobami z traumą — na terapeutę,"https://www.psychoterapiaptp.pl/Czy-korzysta-tylko-pacjent-Potencjalny-wplyw-pracy-z-osobami-z-trauma-na-terapeute,200100,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,O czasopiśmie,"https://www.psychoterapiaptp.pl/O-czasopismie,1782.html"
2009,1/2009 vol. 148,UNKNOWN,Rada programowa,"https://www.psychoterapiaptp.pl/Rada-programowa,1785.html"
2009,1/2009 vol. 148,UNKNOWN,Redakcja,"https://www.psychoterapiaptp.pl/Redakcja,1784.html"
2009,1/2009 vol. 148,UNKNOWN,Kodeks etyczny,"https://www.psychoterapiaptp.pl/Kodeks-etyczny,3600.html"
2009,1/2009 vol. 148,UNKNOWN,Wydawca,"https://www.psychoterapiaptp.pl/Wydawca,3602.html"
2009,1/2009 vol. 148,UNKNOWN,Recenzenci,"https://www.psychoterapiaptp.pl/Recenzenci,3605.html"
2009,1/2009 vol. 148,UNKNOWN,Prenumerata,"https://www.psychoterapiaptp.pl/Prenumerata,3609.html"
2009,1/2009 vol. 148,UNKNOWN,Indeksowanie,"https://www.psychoterapiaptp.pl/Indeksowanie,3610.html"
2009,1/2009 vol. 148,UNKNOWN,Dla Autorów,"https://www.psychoterapiaptp.pl/Dla-Autorow,1783.html"
2009,1/2009 vol. 148,UNKNOWN,Aktualności,"https://www.psychoterapiaptp.pl/Aktualnosci,3859.html"
2009,1/2009 vol. 148,UNKNOWN,Z cyklu: Sylwetki psychoterapeutów. Psychoterapia to jest moja partia polityczna Rozmowa z Panią Profesor Marią Orwid     5-22,"https://www.psychoterapiaptp.pl/Z-cyklu-Sylwetki-psychoterapeutow-Psychoterapia-to-jest-moja-partia-polityczna-Rozmowa,153747,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Spostrzezenia-na-temat-zaleznosci-pomiedzy-psychoterapia-a-postepami-w-neurobiologii,153748,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Spojrzenie-na-depresje-z-perspektywy-psychoterapii-35-42,153749,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Korektywne-przezywanie-wartosci-opis-zjawiska-i-przeglad-badan-dotyczacych-zmian,153750,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Dialog-w-milczeniu-rozumienie-i-terapia-pacjentki-mutystycznej-57-63,153751,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Wykorzystanie-genogramu-we-wspolczesnych-nurtach-terapii-rodzin-65-76,153752,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Godne-zycie-a-zaburzenia-odzywiania-sie-77-88,153753,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Milosc-wczoraj-i-dzis-89-94,153754,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Wspomnienie pośmiertne - Prof. dr hab. n. med.   Maria Orwid  95-97,"https://www.psychoterapiaptp.pl/Wspomnienie-posmiertne-Prof-dr-hab-n-med-Maria-Orwid-95-97,153755,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,"Mentalizacja. Cz. 1: Wprowadzenie do zagadnienia, wymiary mentalizacji","https://www.psychoterapiaptp.pl/Mentalizacja-Cz-1-Wprowadzenie-do-zagadnienia-wymiary-mentalizacji,153884,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html"
2009,1/2009 vol. 148,UNKNOWN,Czy korzysta tylko pacjent? Potencjalny wpływ pracy z osobami z traumą — na terapeutę,"https://www.psychoterapiaptp.pl/Czy-korzysta-tylko-pacjent-Potencjalny-wplyw-pracy-z-osobami-z-trauma-na-terapeute,200100,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,O czasopiśmie,"https://www.psychoterapiaptp.pl/O-czasopismie,1782.html"
2010,1/2010 vol. 152,UNKNOWN,Rada programowa,"https://www.psychoterapiaptp.pl/Rada-programowa,1785.html"
2010,1/2010 vol. 152,UNKNOWN,Redakcja,"https://www.psychoterapiaptp.pl/Redakcja,1784.html"
2010,1/2010 vol. 152,UNKNOWN,Kodeks etyczny,"https://www.psychoterapiaptp.pl/Kodeks-etyczny,3600.html"
2010,1/2010 vol. 152,UNKNOWN,Wydawca,"https://www.psychoterapiaptp.pl/Wydawca,3602.html"
2010,1/2010 vol. 152,UNKNOWN,Recenzenci,"https://www.psychoterapiaptp.pl/Recenzenci,3605.html"
2010,1/2010 vol. 152,UNKNOWN,Prenumerata,"https://www.psychoterapiaptp.pl/Prenumerata,3609.html"
2010,1/2010 vol. 152,UNKNOWN,Indeksowanie,"https://www.psychoterapiaptp.pl/Indeksowanie,3610.html"
2010,1/2010 vol. 152,UNKNOWN,Dla Autorów,"https://www.psychoterapiaptp.pl/Dla-Autorow,1783.html"
2010,1/2010 vol. 152,UNKNOWN,Aktualności,"https://www.psychoterapiaptp.pl/Aktualnosci,3859.html"
2010,1/2010 vol. 152,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Psychodynamiczne-rozumienie-macierzynstwa-implikacje-dla-pracy-klinicznej-5-19,153780,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Nie-tylko-fobia-Diagnoza-psychodynamiczna-pacjentow-mlodziezowych-unikajacych-szkoly,153781,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Psychoterapia-grupowa-ocalalych-z-Holocaustu-doswiadczenia-wlasne-25-35,153782,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Terapia-pacjentek-z-rozpoznaniem-jadlowstretu-psychicznego-leczonych-w-Klinice-Psychiatrii,153783,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Techniki-i-metody-poznawczo-behawioralne-w-Terapii-Schematu-Zaburzen-Osobowosci-53,153784,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Zaburzenia-odzywiania-sie-w-portalach-internetowych-opis-i-analiza-zjawiska-67-80,153785,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,PSYCHOTERAPIA BEZ TAJEMNIC. PODSTAWOWA WIEDZA I PRAKTYCZNE WSKAZÓWKI.,"https://www.psychoterapiaptp.pl/PSYCHOTERAPIA-BEZ-TAJEMNIC-PODSTAWOWA-WIEDZA-I-PRAKTYCZNE-WSKAZOWKI-,153786,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,"STRATA, OSIEROCENIE I ŻAŁOBA. (PORADNIK DLA POMAGAJĄCYCH I DLA OSÓB W ŻAŁOBIE)","https://www.psychoterapiaptp.pl/STRATA-OSIEROCENIE-I-ZALOBA-PORADNIK-DLA-POMAGAJACYCH-I-DLA-OSOB-W-ZALOBIE-,153787,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,"Mentalizacja. Cz. 1: Wprowadzenie do zagadnienia, wymiary mentalizacji","https://www.psychoterapiaptp.pl/Mentalizacja-Cz-1-Wprowadzenie-do-zagadnienia-wymiary-mentalizacji,153884,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html"
2010,1/2010 vol. 152,UNKNOWN,Czy korzysta tylko pacjent? Potencjalny wpływ pracy z osobami z traumą — na terapeutę,"https://www.psychoterapiaptp.pl/Czy-korzysta-tylko-pacjent-Potencjalny-wplyw-pracy-z-osobami-z-trauma-na-terapeute,200100,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,O czasopiśmie,"https://www.psychoterapiaptp.pl/O-czasopismie,1782.html"
2011,1/2011 vol. 156,UNKNOWN,Rada programowa,"https://www.psychoterapiaptp.pl/Rada-programowa,1785.html"
2011,1/2011 vol. 156,UNKNOWN,Redakcja,"https://www.psychoterapiaptp.pl/Redakcja,1784.html"
2011,1/2011 vol. 156,UNKNOWN,Kodeks etyczny,"https://www.psychoterapiaptp.pl/Kodeks-etyczny,3600.html"
2011,1/2011 vol. 156,UNKNOWN,Wydawca,"https://www.psychoterapiaptp.pl/Wydawca,3602.html"
2011,1/2011 vol. 156,UNKNOWN,Recenzenci,"https://www.psychoterapiaptp.pl/Recenzenci,3605.html"
2011,1/2011 vol. 156,UNKNOWN,Prenumerata,"https://www.psychoterapiaptp.pl/Prenumerata,3609.html"
2011,1/2011 vol. 156,UNKNOWN,Indeksowanie,"https://www.psychoterapiaptp.pl/Indeksowanie,3610.html"
2011,1/2011 vol. 156,UNKNOWN,Dla Autorów,"https://www.psychoterapiaptp.pl/Dla-Autorow,1783.html"
2011,1/2011 vol. 156,UNKNOWN,Aktualności,"https://www.psychoterapiaptp.pl/Aktualnosci,3859.html"
2011,1/2011 vol. 156,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Transformacja-rodziny-przejawy-i-implikacje-dla-psychoterapii,153810,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Z-historii-psychoanalitycznych-rozwazan-nad-obrazem-Boga,153811,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Rola-kozla-ofiarnego-w-analitycznej-terapii-grupowej,153812,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Rozgrzewka-i-wybor-protagonisty-w-psychodramie,153813,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Metody-oceny-istotnosci-klinicznej-zmiany-w-empirycznej-weryfikacji-skutecznosci,153814,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,List do redakcji,"https://www.psychoterapiaptp.pl/List-do-redakcji,153815,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,FREUD A PSEUDONAUKA,"https://www.psychoterapiaptp.pl/FREUD-A-PSEUDONAUKA,153816,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,"Psychiczny azyl. Patologiczna organizacja osobowości u pacjentów psychotycznych, nerwicowych i b","https://www.psychoterapiaptp.pl/Psychiczny-azyl-Patologiczna-organizacja-osobowosci-u-pacjentow-psychotycznych-nerwicowych,153817,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,"Mentalizacja. Cz. 1: Wprowadzenie do zagadnienia, wymiary mentalizacji","https://www.psychoterapiaptp.pl/Mentalizacja-Cz-1-Wprowadzenie-do-zagadnienia-wymiary-mentalizacji,153884,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html"
2011,1/2011 vol. 156,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html"
