term,term_norm,semantic_family,semantic_action,semantic_confidence,mapping_rule,matched_pattern,n_family_matches,all_family_matches,review_flag,manual_override_family,manual_note,candidate_sources,candidate_journals,candidate_periods,max_keyness_score,max_pct_point_lift,max_doc_count,max_doc_pct
early childhood,early childhood,attachment_development_infant,mapped_initial,medium,child_adolescent_terms,\bchild\b|\bchildren\b|\bchildhood\b|\badolescent(s|ce)?\b|\badolescence\b,1,attachment_development_infant,optional_review_medium_confidence,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1920-1945 | 1970-1989 | 1990-2009,6.750112,2.1528,143.0,3.207
early ego,early ego,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,2,ego_self_narcissism | attachment_development_infant,manual_review_multiple_family_matches,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,4.567695,1.8382,22.0,2.0446
early object,early object,object_relations,mapped_initial,high,object_relations_terms,\bobject(s)?\b|\bobject[- ]relations\b|\binternal object(s)?\b|\bexternal object(s)?\b,2,object_relations | attachment_development_infant,manual_review_multiple_family_matches,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1970-1989,3.276812,1.21,20.0,1.5301
early psychic,early psychic,attachment_development_infant,mapped_initial,medium,development_terms,\bdevelopment(al)?\b|\bdevelopmentally\b|\bearly\b|\bearly life\b,1,attachment_development_infant,optional_review_medium_confidence,,,key_bigrams_by_journal_period,japa,1946-1969,2.964861,1.3494,8.0,1.487
early stages,early stages,attachment_development_infant,mapped_initial,medium,development_terms,\bdevelopment(al)?\b|\bdevelopmentally\b|\bearly\b|\bearly life\b,1,attachment_development_infant,optional_review_medium_confidence,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945 | 1946-1969,3.06527,1.1766,23.0,1.6035
earthlink net,earthlink net,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,1990-2009,6.533828,2.3566,41.0,2.8037
eating disorder,eating disorder,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.777322,1.4273,6.0,1.5038
eating disorders,eating disorders,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,psychoanalytic_psychology | psychoanalytic_psychotherapy,1990-2009,3.639749,1.6565,49.0,2.005
edith jacobson,edith jacobson,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,4.333303,1.8071,10.0,1.8587
editor,editor,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,japa | psychoanalytic_dialogues,1990-2009 | 2010-2025,90.793998,17.1043,298.0,19.2713
editor dialogues,editor dialogues,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,42.638169,8.9134,140.0,9.3001
editor japa,editor japa,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,japa,2010-2025,5.0751,1.8741,19.0,1.9178
editor studies,editor studies,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_dialogues,2010-2025,7.919531,2.4029,34.0,2.4928
editorial,editorial,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues,2010-2025,39.99079,8.6285,145.0,9.7795
editorial board,editorial board,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,2010-2025,18.584165,4.6589,100.0,5.0815
editorial boards,editorial boards,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,2010-2025,12.754619,3.4815,46.0,3.6433
education,education,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,2010-2025,13.485909,3.5027,129.0,6.3014
education affiliated,education affiliated,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,2.838804,1.2329,9.0,1.2329
educational trust,educational trust,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.909641,1.4953,6.0,1.5038
edward glover,edward glover,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,13.215999,3.9248,46.0,4.0816
effective,effective,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009 | 2010-2025,12.812877,3.8876,45.0,6.0185
effectiveness,effectiveness,empirical_research_measurement,mapped_initial,high,outcome_research_terms,\boutcome(s)?\b|\befficacy\b|\beffectiveness\b|\brandomi[sz]ed\b,1,empirical_research_measurement,,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,14.645111,4.5498,36.0,5.5556
effects,effects,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,21.75222,11.1784,6.0,15.3846
effort,effort,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal,japa,,7.193065,1.5105,116.0,3.9672
efforts,efforts,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,2010-2025,9.674115,2.6225,120.0,5.3425
ego,ego,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,1,ego_self_narcissism,,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989,153.770808,24.1598,1530.0,35.1301
ego function,ego function,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,1,ego_self_narcissism,,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,3.325742,1.3804,22.0,1.6729
ego functions,ego functions,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,1,ego_self_narcissism,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1946-1969 | 1970-1989,9.241492,2.995,104.0,3.7175
ego ideal,ego ideal,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,1,ego_self_narcissism,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1946-1969 | 1970-1989,6.418616,2.315,70.0,2.7881
ego psychology,ego psychology,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,2,ego_self_narcissism | history_theory_schools,manual_review_multiple_family_matches,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1946-1969 | 1970-1989,10.634215,3.3461,131.0,4.2751
ego superego,ego superego,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,1,ego_self_narcissism,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa | psychoanalytic_psychology,1946-1969 | 1970-1989,7.082273,2.2912,112.0,3.0837
either,either,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa,1946-1969,33.520802,6.8234,174.0,11.2033
electronic,electronic,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1990-2009,7.93414,2.6946,18.0,2.8939
electronic sent,electronic sent,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,1990-2009,8.520885,2.8939,18.0,2.8939
ella sharpe,ella sharpe,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,3.328344,1.388,10.0,1.4577
elliot jurist,elliot jurist,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,3.241224,1.4076,12.0,1.4423
emde robert,emde robert,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,2.373656,0.9899,10.0,1.0256
emergence,emergence,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1970-1989,7.257756,3.4902,7.0,5.6911
emmanuel ghent,emmanuel ghent,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,5.109154,2.0561,11.0,2.0561
emotional,emotional,trauma_dissociation_affect_regulation,mapped_initial,medium,affect_emotion_terms,\baffect(s|ive)?\b|\bemotion(s|al)?\b|\bfeeling(s)?\b,1,trauma_dissociation_affect_regulation,optional_review_medium_confidence,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa | psychoanalytic_psychotherapy,1990-2009 | 2010-2025,16.187581,4.1379,1007.0,12.2807
emphasis,emphasis,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_dialogues | psychoanalytic_psychotherapy,1970-1989 | 1990-2009,12.41265,5.7863,41.0,10.2564
empirical investigation,empirical investigation,empirical_research_measurement,mapped_initial,medium,empirical_terms,\bempirical\b|\bresearch\b|\bstudy\b|\bdata\b|\bevidence\b,1,empirical_research_measurement,optional_review_medium_confidence,,,key_bigrams_by_journal,psychoanalytic_psychology,,2.310468,0.8755,13.0,0.9496
empirically,empirically,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,2010-2025,11.676326,3.5427,26.0,4.1667
enactment,enactment,transference_countertransference,mapped_initial,high,enactment_terms,\benactment(s)?\b|\breenactment(s)?\b,1,transference_countertransference,,,,key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues,1990-2009,11.143189,3.3441,101.0,5.0467
enactments,enactments,transference_countertransference,mapped_initial,high,enactment_terms,\benactment(s)?\b|\breenactment(s)?\b,1,transference_countertransference,,,,key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues,1990-2009,12.134361,3.6817,92.0,4.8598
encourage enter,encourage enter,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
end fax,end fax,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,2.45938,1.0256,10.0,1.0256
engagement,engagement,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,japa,2010-2025,13.137746,2.7831,143.0,4.3836
england,england,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1990-2009,8.764438,2.4458,35.0,3.5897
english language,english language,language_narrative_symbolization,mapped_initial,high,language_terms,\blanguage\b|\blinguistic\b|\bspeech\b|\bword(s)?\b|\bverbal\b,1,language_narrative_symbolization,,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969,4.414186,1.4499,37.0,1.6598
ensure meets,ensure meets,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
enter anyone,enter anyone,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
enter competitions,enter competitions,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
enter existing,enter existing,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
entre,entre,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,2010-2025,16.799851,4.2314,52.0,4.2588
entries meet,entries meet,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
entries submitted,entries submitted,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
entries via,entries via,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
entry fee,entry fee,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
ernest,ernest,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945,37.056863,8.7823,67.0,9.7668
ernest jones,ernest jones,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945 | 1946-1969,38.49057,9.1221,141.0,9.7668
ernst kris,ernst kris,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,4.610443,1.8554,24.0,2.0446
erreich anne,erreich anne,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,3.722647,1.4981,11.0,1.5068
essay,essay,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa | psychoanalytic_dialogues,1990-2009 | 2010-2025,20.43178,5.0145,116.0,8.4112
essay merit,essay merit,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1946-1969,3.047439,1.1253,14.0,1.1618
essay prize,essay prize,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | psychoanalytic_psychotherapy,1946-1969 | 1990-2009,4.553091,1.4955,38.0,1.6598
essay shall,essay shall,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1946-1969,3.248958,1.1718,15.0,1.2448
essay submitted,essay submitted,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.199624,1.2276,5.0,1.2531
essays considered,essays considered,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.230083,1.2446,5.0,1.2531
essays judged,essays judged,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.230083,1.2446,5.0,1.2531
essential,essential,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,7.62694,4.7389,4.0,10.2564
essential criteria,essential criteria,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
est,est,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,2010-2025,24.790311,5.778,72.0,5.8968
estates harold,estates harold,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989,5.213464,1.9252,20.0,2.0558
este,este,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,2010-2025,19.220091,4.7137,58.0,4.7502
este art,este art,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,2010-2025,9.498479,2.6936,34.0,2.7027
europe,europe,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,9.623367,6.9418,3.0,7.6923
evans marcus,evans marcus,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.876561,1.4783,9.0,1.5038
even though,even though,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1946-1969,3.42661,1.3359,116.0,2.2305
ever,ever,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,2010-2025,9.72265,2.6926,36.0,4.9315
every,every,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945 | 1946-1969,54.32089,11.579,394.0,15.7434
evidence,evidence,empirical_research_measurement,mapped_initial,medium,empirical_terms,\bempirical\b|\bresearch\b|\bstudy\b|\bdata\b|\bevidence\b,1,empirical_research_measurement,optional_review_medium_confidence,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,18.934594,5.0342,64.0,9.7222
evidence base,evidence base,empirical_research_measurement,mapped_initial,medium,empirical_terms,\bempirical\b|\bresearch\b|\bstudy\b|\bdata\b|\bevidence\b,1,empirical_research_measurement,optional_review_medium_confidence,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,5.448489,2.2722,11.0,2.3148
evidence-based,evidence-based,empirical_research_measurement,mapped_initial,medium,empirical_terms,\bempirical\b|\bresearch\b|\bstudy\b|\bdata\b|\bevidence\b,1,empirical_research_measurement,optional_review_medium_confidence,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,25.945575,7.3576,37.0,7.6389
evidence-based empirical,evidence-based empirical,empirical_research_measurement,mapped_initial,medium,empirical_terms,\bempirical\b|\bresearch\b|\bstudy\b|\bdata\b|\bevidence\b,1,empirical_research_measurement,optional_review_medium_confidence,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
evidence-based study,evidence-based study,empirical_research_measurement,mapped_initial,medium,empirical_terms,\bempirical\b|\bresearch\b|\bstudy\b|\bdata\b|\bevidence\b,1,empirical_research_measurement,optional_review_medium_confidence,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
evidence-based study-prize,evidence-based study-prize,empirical_research_measurement,mapped_initial,medium,empirical_terms,\bempirical\b|\bresearch\b|\bstudy\b|\bdata\b|\bevidence\b,1,empirical_research_measurement,optional_review_medium_confidence,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
examples illustrate,examples illustrate,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_period,,1990-2009,2.019228,0.5635,35.0,0.8913
existing acp,existing acp,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
expect publish,expect publish,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.230083,1.2446,5.0,1.2531
exploration,exploration,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,11.140958,3.3434,27.0,6.25
explore,explore,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues | psychoanalytic_psychology | psychoanalytic_psychotherapy,1990-2009 | 2010-2025,23.43204,6.0059,272.0,9.7222
external,external,object_relations,mapped_initial,low,broad_internal_external_review,\binternal\b|\bexternal\b,1,object_relations,manual_review_low_confidence,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | psychoanalytic_psychotherapy,1946-1969 | 1970-1989 | 1990-2009,40.19174,7.9291,726.0,13.112
external environment,external environment,winnicottian_environment_holding,mapped_initial,medium,maternal_environment_overlap,\bmother\b|\bmaternal\b|\bmothering\b|\benvironment\b|\bcaregiver(s)?\b,2,winnicottian_environment_holding | object_relations,manual_review_multiple_family_matches,,,key_bigrams_by_journal_period,ijpa,1946-1969,3.270739,1.1544,16.0,1.3278
external objects,external objects,object_relations,mapped_initial,high,object_relations_terms,\bobject(s)?\b|\bobject[- ]relations\b|\binternal object(s)?\b|\bexternal object(s)?\b,1,object_relations,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1970-1989,3.613843,1.3345,16.0,1.5301
external reality,external reality,object_relations,mapped_initial,low,broad_internal_external_review,\binternal\b|\bexternal\b,1,object_relations,manual_review_low_confidence,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period,ijpa | psychoanalytic_psychotherapy,1990-2009,3.471536,0.837,119.0,1.7544
external world,external world,object_relations,mapped_initial,low,broad_internal_external_review,\binternal\b|\bexternal\b,1,object_relations,manual_review_low_confidence,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969 | 1970-1989,9.246253,2.5065,119.0,3.2365
eye,eye,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009,8.49082,3.0624,15.0,3.7594
faced,faced,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,9.074566,6.5459,3.0,7.6923
fact,fact,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1920-1945 | 1946-1969 | 1970-1989,79.856136,15.6585,1093.0,23.7609
failure,failure,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1970-1989,5.962531,2.8674,7.0,5.6911
fall,fall,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,1946-1969 | 1970-1989,13.802406,4.0194,94.0,5.5762
fall meeting,fall meeting,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969 | 1970-1989,9.419406,3.0041,48.0,3.2305
family,family,attachment_development_infant,mapped_initial,medium,family_maternal_overlap,\bmother\b|\bmaternal\b|\bparent(s|al)?\b|\bfamily\b,1,attachment_development_infant,optional_review_medium_confidence,,,key_terms_by_journal_period,psychoanalytic_dialogues | psychoanalytic_psychotherapy,1990-2009 | 2010-2025,22.044993,4.8522,93.0,8.9166
family romance,family romance,attachment_development_infant,mapped_initial,medium,family_maternal_overlap,\bmother\b|\bmaternal\b|\bparent(s|al)?\b|\bfamily\b,1,attachment_development_infant,optional_review_medium_confidence,,,key_bigrams_by_journal_period,japa,1946-1969,2.455187,1.1807,7.0,1.3011
fantasies,fantasies,dream_fantasy_unconscious,mapped_initial,high,fantasy_phantasy_terms,\bfantasy\b|\bfantasies\b|\bphantasy\b|\bphantasies\b,1,dream_fantasy_unconscious,,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989 | 1990-2009,24.527744,5.4508,570.0,9.7268
fantasy,fantasy,dream_fantasy_unconscious,mapped_initial,high,fantasy_phantasy_terms,\bfantasy\b|\bfantasies\b|\bphantasy\b|\bphantasies\b,1,dream_fantasy_unconscious,,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1970-1989 | 1990-2009,15.824912,3.6541,586.0,8.1967
far,far,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1920-1945 | 1946-1969,73.209808,14.9247,456.0,19.5335
father,father,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945,39.404826,8.757,573.0,12.9738
father mother,father mother,winnicottian_environment_holding,mapped_initial,medium,maternal_environment_overlap,\bmother\b|\bmaternal\b|\bmothering\b|\benvironment\b|\bcaregiver(s)?\b,2,winnicottian_environment_holding | attachment_development_infant,manual_review_multiple_family_matches,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,4.062205,1.5837,12.0,1.7493
favorite,favorite,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology,2010-2025,30.959873,7.8742,50.0,8.0128
favorite apa,favorite apa,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,2010-2025,31.505013,8.0128,50.0,8.0128
fax,fax,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,japa,1990-2009,140.614839,25.467,257.0,25.5385
fax compuserve,fax compuserve,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,2.125463,0.9231,9.0,0.9231
fears,fears,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,8.377132,6.0428,3.0,7.6923
fee entitles,fee entitles,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
fee trainees,fee trainees,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
feelings,feelings,trauma_dissociation_affect_regulation,mapped_initial,medium,affect_emotion_terms,\baffect(s|ive)?\b|\bemotion(s|al)?\b|\bfeeling(s)?\b,1,trauma_dissociation_affect_regulation,optional_review_medium_confidence,,,global_core_terms_after_audit | key_terms_by_journal_period,ijpa | psychoanalytic_psychotherapy,1970-1989 | 1990-2009,18.870815,4.9289,792.0,11.2782
felt,felt,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,1946-1969,32.121737,6.5992,129.0,10.7054
female,female,body_sexuality_gender,mapped_initial,high,gender_terms,\bgender\b|\bfemininity\b|\bmasculinity\b|\bfemale\b|\bmale\b|\bqueer\b|\btransgender\b,1,body_sexuality_gender,,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period,japa,1990-2009,9.077814,2.2172,488.0,6.0513
