timestamp_utc,journal_id,pep_code_candidate,probe_year,endpoint,params_json,status_code,n_records,raw_path,error
2026-05-27T21:21:40.184584+00:00,ijpa,IJP,2012,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""PEPCode:(\""IJP\"") AND year:(\""2012\"")"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",428,0,data\raw_pep_metadata\probe\ijpa_IJP_2012.json,
2026-05-27T21:26:02.836285+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""PEPCode:(\""IJP\"") AND year:(\""2020\"")"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",428,0,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-27T21:31:11.963317+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""PEPCode:(\""IJP\"") AND year:(\""2020\"")"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",400,0,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-27T21:33:28.884948+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""PEPCode:(\""IJP\"") AND year:(\""2020\"")"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",400,0,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-27T21:34:45.302099+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.*"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",200,10,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-27T21:36:16.455005+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:2020"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",200,10,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-27T21:40:52.048025+00:00,ijpa,IJP,1920,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1920"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",200,10,data\raw_pep_metadata\probe\ijpa_IJP_1920.json,
2026-05-27T21:42:07.378199+00:00,ijpa,IJP,1920,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1920"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1920.json,
2026-05-27T21:42:22.273647+00:00,ijpa,IJP,1950,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1950"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1950.json,
2026-05-27T21:42:29.845537+00:00,ijpa,IJP,1970,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""PEPCode:(\""IJP\"") AND year:(\""1970\"")"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",428,0,data\raw_pep_metadata\probe\ijpa_IJP_1970.json,
2026-05-27T21:42:35.636219+00:00,ijpa,IJP,1990,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""PEPCode:(\""IJP\"") AND year:(\""1990\"")"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",428,0,data\raw_pep_metadata\probe\ijpa_IJP_1990.json,
2026-05-27T21:43:02.794398+00:00,ijpa,IJP,1970,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1970"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1970.json,
2026-05-27T21:43:11.488736+00:00,ijpa,IJP,1990,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1990"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1990.json,
2026-05-27T21:43:21.324468+00:00,ijpa,IJP,2005,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:2005"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_2005.json,
2026-05-27T21:43:32.491346+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:2020"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-27T21:52:11.979552+00:00,ijpa,IJP,1920,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1920"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1920.json,
2026-05-27T21:52:19.797561+00:00,ijpa,IJP,1950,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1950"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1950.json,
2026-05-27T21:52:26.845996+00:00,ijpa,IJP,1970,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1970"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1970.json,
2026-05-27T21:52:34.314409+00:00,ijpa,IJP,1990,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1990"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1990.json,
2026-05-27T21:52:41.064684+00:00,ijpa,IJP,2005,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:2005"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_2005.json,
2026-05-27T21:52:46.407083+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:2020"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-27T21:56:46.143660+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.101.0013A"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",200,1,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-27T22:10:17.324623+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.101.0013A"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",428,0,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-27T22:12:35.876610+00:00,ijpa,IJP,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.101.0013A"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",428,0,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
2026-05-28T00:14:34,ijpa,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.101.0013A"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",200,1,data\raw_pep_metadata\probe\ijpa_IJP_2020_art_id_IJP.101.0013A.json,
2026-05-28T00:17:33,ijpa,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.101.0013A"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",200,1,data\raw_pep_metadata\probe\ijpa_IJP_2020_art_id_IJP.101.0013A.json,
2026-05-28T00:18:03,ijpa,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.101.0013A"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",200,1,data\raw_pep_metadata\probe\ijpa_IJP_2020_art_id_IJP.101.0013A.json,
2026-05-28T00:21:50,ijpa,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.101.0013A"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""10"", ""offset"": ""0"", ""synonyms"": ""false""}",200,1,data\raw_pep_metadata\probe\ijpa_IJP_2020_art_id_IJP.101.0013A.json,
2026-05-28T00:25:50,ijpa,1920,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1920"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1920.json,
2026-05-28T00:26:04,ijpa,1950,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1950"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1950.json,
2026-05-28T00:26:13,ijpa,1970,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1970"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1970.json,
2026-05-28T00:26:21,ijpa,1990,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:1990"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_1990.json,
2026-05-28T00:26:29,ijpa,2005,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:2005"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_2005.json,
2026-05-28T00:26:36,ijpa,2020,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:IJP.* AND year:2020"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""20"", ""offset"": ""0"", ""synonyms"": ""false""}",200,20,data\raw_pep_metadata\probe\ijpa_IJP_2020.json,
