article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_url,keyword_norm,normalization_actions,keyword_norm_id
153102,"https://www.archivespp.pl/Obessive-compulsive-disorder-psychopathology-and-therapy,153102,0,2.html",2005,7,1,Obessive-compulsive disorder - psychopathology and therapy,1,obsessive-compulsive disorder,https://www.archivespp.pl/Keyword-obsessive-compulsive+disorder/3369,obsessive-compulsive disorder,unchanged,app_kw_1060
153102,"https://www.archivespp.pl/Obessive-compulsive-disorder-psychopathology-and-therapy,153102,0,2.html",2005,7,1,Obessive-compulsive disorder - psychopathology and therapy,2,psychotherapy outcome,https://www.archivespp.pl/Keyword-psychotherapy+outcome/213183,psychotherapy outcome,unchanged,app_kw_1317
153103,"https://www.archivespp.pl/Systems-consultation-opportunities-and-limitations,153103,0,2.html",2005,7,1,Systems consultation: opportunities and limitations,1,systemic family consultation,https://www.archivespp.pl/Keyword-systemic+family+consultation/438009,systemic family consultation,unchanged,app_kw_1571
153103,"https://www.archivespp.pl/Systems-consultation-opportunities-and-limitations,153103,0,2.html",2005,7,1,Systems consultation: opportunities and limitations,2,psychosis,https://www.archivespp.pl/Keyword-psychosis/1699,psychosis,unchanged,app_kw_1297
153103,"https://www.archivespp.pl/Systems-consultation-opportunities-and-limitations,153103,0,2.html",2005,7,1,Systems consultation: opportunities and limitations,3,diagnosis,https://www.archivespp.pl/Keyword-diagnosis/360,diagnosis,unchanged,app_kw_0463
153103,"https://www.archivespp.pl/Systems-consultation-opportunities-and-limitations,153103,0,2.html",2005,7,1,Systems consultation: opportunities and limitations,4,psychotherapeutic pro-,https://www.archivespp.pl/Keyword-psychotherapeutic+pro-/438010,psychotherapeutic pro-,unchanged,app_kw_1309
153104,"https://www.archivespp.pl/Disorganised-attachment-and-borderline-personality-disorder-a-clinical-perspective,153104,0,2.html",2005,7,1,Disorganised attachment and borderline personality disorder: a clinical perspective,1,disorganised attachment,https://www.archivespp.pl/Keyword-disorganised+attachment/438011,disorganised attachment,unchanged,app_kw_0481
153104,"https://www.archivespp.pl/Disorganised-attachment-and-borderline-personality-disorder-a-clinical-perspective,153104,0,2.html",2005,7,1,Disorganised attachment and borderline personality disorder: a clinical perspective,2,borderline personality disorder,https://www.archivespp.pl/Keyword-borderline+personality+disorder/1061,borderline personality disorder,unchanged,app_kw_0194
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,1,AIDS,https://www.archivespp.pl/Keyword-AIDS/2333,aids,lowercase,app_kw_0048
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,2,emotional reaction,https://www.archivespp.pl/Keyword-emotional+reaction/211882,emotional reaction,unchanged,app_kw_0579
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,3,HIV,https://www.archivespp.pl/Keyword-HIV/1608,hiv,lowercase,app_kw_0753
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,1,Russia,https://www.archivespp.pl/Keyword-Russia/63915,russia,lowercase,app_kw_1386
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,2,psychotherapy,https://www.archivespp.pl/Keyword-psychotherapy/309264,psychotherapy,unchanged,app_kw_1314
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,3,culture,https://www.archivespp.pl/Keyword-culture/12314,culture,unchanged,app_kw_0408
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,4,suffering,https://www.archivespp.pl/Keyword-suffering/59075,suffering,unchanged,app_kw_1551
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,1,social functioning,https://www.archivespp.pl/Keyword-social+functioning/2951,social functioning,unchanged,app_kw_1488
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,2,schizophrenia,https://www.archivespp.pl/Keyword-schizophrenia/387,schizophrenia,unchanged,app_kw_1395
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,3,first-episode,https://www.archivespp.pl/Keyword-first-episode/438012,first-episode,unchanged,app_kw_0657
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,4,1-year follow-up,https://www.archivespp.pl/Keyword-1-year+follow-up/438013,1-year follow-up,unchanged,app_kw_0001
153108,"https://www.archivespp.pl/Coping-with-stress-in-subjects-who-have-experienced-a-traumatic-situation,153108,0,2.html",2005,7,2,Coping with stress in subjects who have experienced a traumatic situation,1,coping styles,https://www.archivespp.pl/Keyword-coping+styles/36236,coping styles,unchanged,app_kw_0372
153108,"https://www.archivespp.pl/Coping-with-stress-in-subjects-who-have-experienced-a-traumatic-situation,153108,0,2.html",2005,7,2,Coping with stress in subjects who have experienced a traumatic situation,2,experience of trauma,https://www.archivespp.pl/Keyword-experience+of+trauma/438014,experience of trauma,unchanged,app_kw_0613
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,1,PTSD,https://www.archivespp.pl/Keyword-PTSD/4808,ptsd,lowercase,app_kw_1326
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,2,flood,https://www.archivespp.pl/Keyword-flood/3414,flood,unchanged,app_kw_0665
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,3,CIDI,https://www.archivespp.pl/Keyword-CIDI/13441,cidi,lowercase,app_kw_0272
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,1,symptom dynamics,https://www.archivespp.pl/Keyword-symptom+dynamics/438015,symptom dynamics,unchanged,app_kw_1565
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,2,neurotic disorders,https://www.archivespp.pl/Keyword-neurotic+disorders/1261,neurotic disorders,unchanged,app_kw_1021
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,3,psychotherapy research,https://www.archivespp.pl/Keyword-psychotherapy+research/267490,psychotherapy research,unchanged,app_kw_1320
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,1,sparteine oxidation,https://www.archivespp.pl/Keyword-sparteine+oxidation/438016,sparteine oxidation,unchanged,app_kw_1510
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,2,CYP2D,https://www.archivespp.pl/Keyword-CYP2D/438017,cyp2d,lowercase,app_kw_0413
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,3,alcohol dependence,https://www.archivespp.pl/Keyword-alcohol+dependence/680,alcohol dependence,unchanged,app_kw_0053
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,4,alcohol withdrawal syndrome,https://www.archivespp.pl/Keyword-alcohol+withdrawal+syndrome/356330,alcohol withdrawal syndrome,unchanged,app_kw_0057
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,1,death instinct,https://www.archivespp.pl/Keyword-death+instinct/438018,death instinct,unchanged,app_kw_0422
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,2,human destructiveness,https://www.archivespp.pl/Keyword-human+destructiveness/438019,human destructiveness,unchanged,app_kw_0765
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,3,early childhood trauma,https://www.archivespp.pl/Keyword-early+childhood+trauma/438020,early childhood trauma,unchanged,app_kw_0514
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,4,neuroscience,https://www.archivespp.pl/Keyword-neuroscience/1471,neuroscience,unchanged,app_kw_1017
153113,"https://www.archivespp.pl/The-influence-of-Antoni-Kepinski-s-ideas-on-Jozef-Tischner-s-philosophy-and-its-psychiatric,153113,0,2.html",2005,7,2,The influence of Antoni Kepinski's ideas on Jozef Tischner's philosophy and its psychiatric implications,1,experience of values,https://www.archivespp.pl/Keyword-experience+of+values/438021,experience of values,unchanged,app_kw_0614
153113,"https://www.archivespp.pl/The-influence-of-Antoni-Kepinski-s-ideas-on-Jozef-Tischner-s-philosophy-and-its-psychiatric,153113,0,2.html",2005,7,2,The influence of Antoni Kepinski's ideas on Jozef Tischner's philosophy and its psychiatric implications,2,psychotherapeutic factors,https://www.archivespp.pl/Keyword-psychotherapeutic+factors/438022,psychotherapeutic factors,unchanged,app_kw_1308
153114,"https://www.archivespp.pl/An-associations-study-of-the-Dopamine-Transporter-DAT-gene-and-catechol-O-methyltransferase,153114,0,2.html",2005,7,3,An associations study of the Dopamine Transporter (DAT) gene and catechol-O-methyltransferase (COMT) gene in anorexia nervosa in the Polish population,1,DAT and COMT polymorphism,https://www.archivespp.pl/Keyword-DAT+and+COMT+polymorphism/438024,dat and comt polymorphism,lowercase,app_kw_0417
153114,"https://www.archivespp.pl/An-associations-study-of-the-Dopamine-Transporter-DAT-gene-and-catechol-O-methyltransferase,153114,0,2.html",2005,7,3,An associations study of the Dopamine Transporter (DAT) gene and catechol-O-methyltransferase (COMT) gene in anorexia nervosa in the Polish population,2,genetics,https://www.archivespp.pl/Keyword-genetics/321,genetics,unchanged,app_kw_0701
153114,"https://www.archivespp.pl/An-associations-study-of-the-Dopamine-Transporter-DAT-gene-and-catechol-O-methyltransferase,153114,0,2.html",2005,7,3,An associations study of the Dopamine Transporter (DAT) gene and catechol-O-methyltransferase (COMT) gene in anorexia nervosa in the Polish population,3,anorexia nervosa,https://www.archivespp.pl/Keyword-anorexia+nervosa/785,anorexia nervosa,unchanged,app_kw_0079
153115,"https://www.archivespp.pl/Depressive-symptoms-and-preclinical-Alzheimer-s-disease,153115,0,2.html",2005,7,3,Depressive symptoms and preclinical Alzheimer's disease,1,Alzheimer's disease,https://www.archivespp.pl/Keyword-Alzheimer%27s+disease/336,alzheimer's disease,lowercase,app_kw_0066
153115,"https://www.archivespp.pl/Depressive-symptoms-and-preclinical-Alzheimer-s-disease,153115,0,2.html",2005,7,3,Depressive symptoms and preclinical Alzheimer's disease,2,depression,https://www.archivespp.pl/Keyword-depression/494,depression,unchanged,app_kw_0445
153115,"https://www.archivespp.pl/Depressive-symptoms-and-preclinical-Alzheimer-s-disease,153115,0,2.html",2005,7,3,Depressive symptoms and preclinical Alzheimer's disease,3,preclinical stage,https://www.archivespp.pl/Keyword-preclinical+stage/438029,preclinical stage,unchanged,app_kw_1197
153116,"https://www.archivespp.pl/Social-disability-and-social-functioning-measurement-in-Polish-psychiatric-research,153116,0,2.html",2005,7,3,Social disability and social functioning measurement in Polish psychiatric research,1,social functioning,https://www.archivespp.pl/Keyword-social+functioning/2951,social functioning,unchanged,app_kw_1488
153116,"https://www.archivespp.pl/Social-disability-and-social-functioning-measurement-in-Polish-psychiatric-research,153116,0,2.html",2005,7,3,Social disability and social functioning measurement in Polish psychiatric research,2,social disability,https://www.archivespp.pl/Keyword-social+disability/438030,social disability,unchanged,app_kw_1484
153116,"https://www.archivespp.pl/Social-disability-and-social-functioning-measurement-in-Polish-psychiatric-research,153116,0,2.html",2005,7,3,Social disability and social functioning measurement in Polish psychiatric research,3,psychometric scales,https://www.archivespp.pl/Keyword-psychometric+scales/44376,psychometric scales,unchanged,app_kw_1290
153117,"https://www.archivespp.pl/The-influence-of-the-new-social-help-facilities-on-the-reduction-of-hospitalisations,153117,0,2.html",2005,7,3,The influence of the new social help facilities on the reduction of hospitalisations of chronically mentally ill patients,1,chronic mentally ill persons,https://www.archivespp.pl/Keyword-chronic+mentally+ill+persons/438031,chronic mentally ill persons,unchanged,app_kw_0265
153117,"https://www.archivespp.pl/The-influence-of-the-new-social-help-facilities-on-the-reduction-of-hospitalisations,153117,0,2.html",2005,7,3,The influence of the new social help facilities on the reduction of hospitalisations of chronically mentally ill patients,2,hospitalisations,https://www.archivespp.pl/Keyword-hospitalisations/438032,hospitalisations,unchanged,app_kw_0760
153117,"https://www.archivespp.pl/The-influence-of-the-new-social-help-facilities-on-the-reduction-of-hospitalisations,153117,0,2.html",2005,7,3,The influence of the new social help facilities on the reduction of hospitalisations of chronically mentally ill patients,3,community social support,https://www.archivespp.pl/Keyword-community+social+support/438033,community social support,unchanged,app_kw_0336
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,1,bipolar disorder,https://www.archivespp.pl/Keyword-bipolar+disorder/301,bipolar disorder,unchanged,app_kw_0170
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,2,psychotherapy,https://www.archivespp.pl/Keyword-psychotherapy/309264,psychotherapy,unchanged,app_kw_1314
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,3,cognitive-behavioral therapy,https://www.archivespp.pl/Keyword-cognitive-behavioral+therapy/23173,cognitive-behavioral therapy,unchanged,app_kw_0326
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,4,compliance,https://www.archivespp.pl/Keyword-compliance/238,compliance,unchanged,app_kw_0346
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,5,comorbidity,https://www.archivespp.pl/Keyword-comorbidity/2232,comorbidity,unchanged,app_kw_0338
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),1,post-traumatic stress disorder,https://www.archivespp.pl/Keyword-post-traumatic+stress+disorder/23536,post-traumatic stress disorder,unchanged,app_kw_1189
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),2,deportation,https://www.archivespp.pl/Keyword-deportation/137269,deportation,unchanged,app_kw_0441
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),3,traumatic experience,https://www.archivespp.pl/Keyword-traumatic+experience/399815,traumatic experience,unchanged,app_kw_1626
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),4,depression,https://www.archivespp.pl/Keyword-depression/494,depression,unchanged,app_kw_0445
153120,"https://www.archivespp.pl/Folie-a-trois-a-sick-family-case-study-Coincidence-of-psychiatric-disorders-in-a,153120,0,2.html",2005,7,3,Folie a trois - a sick family: case study. Coincidence of psychiatric disorders in a single family.,1,shared psychosis,https://www.archivespp.pl/Keyword-shared+psychosis/438034,shared psychosis,unchanged,app_kw_1462
153120,"https://www.archivespp.pl/Folie-a-trois-a-sick-family-case-study-Coincidence-of-psychiatric-disorders-in-a,153120,0,2.html",2005,7,3,Folie a trois - a sick family: case study. Coincidence of psychiatric disorders in a single family.,2,case study,https://www.archivespp.pl/Keyword-case+study/8039,case study,unchanged,app_kw_0231
153121,"https://www.archivespp.pl/Psychotherapy-research-and-the-idol-mind,153121,0,2.html",2005,7,4,Psychotherapy research and the idol mind,1,psychotherapy,https://www.archivespp.pl/Keyword-psychotherapy/309264,psychotherapy,unchanged,app_kw_1314
153121,"https://www.archivespp.pl/Psychotherapy-research-and-the-idol-mind,153121,0,2.html",2005,7,4,Psychotherapy research and the idol mind,2,research,https://www.archivespp.pl/Keyword-research/912,research,unchanged,app_kw_1366
153121,"https://www.archivespp.pl/Psychotherapy-research-and-the-idol-mind,153121,0,2.html",2005,7,4,Psychotherapy research and the idol mind,3,knowledge,https://www.archivespp.pl/Keyword-knowledge/516,knowledge,unchanged,app_kw_0867
153121,"https://www.archivespp.pl/Psychotherapy-research-and-the-idol-mind,153121,0,2.html",2005,7,4,Psychotherapy research and the idol mind,4,philosophy,https://www.archivespp.pl/Keyword-philosophy/112387,philosophy,unchanged,app_kw_1161
153122,"https://www.archivespp.pl/Clinical-and-neuropsychological-correlates-of-proton-magnetic-resonance-spectroscopy,153122,0,2.html",2005,7,4,Clinical and neuropsychological correlates of proton magnetic resonance spectroscopy detected metabolites in brains of first-episode and chronic schizophrenic patients,1,Schizophrenia,https://www.archivespp.pl/Keyword-Schizophrenia/315456,schizophrenia,lowercase,app_kw_1395
153122,"https://www.archivespp.pl/Clinical-and-neuropsychological-correlates-of-proton-magnetic-resonance-spectroscopy,153122,0,2.html",2005,7,4,Clinical and neuropsychological correlates of proton magnetic resonance spectroscopy detected metabolites in brains of first-episode and chronic schizophrenic patients,2,proton magnetic resonance spectroscopy,https://www.archivespp.pl/Keyword-proton+magnetic+resonance+spectroscopy/33278,proton magnetic resonance spectroscopy,unchanged,app_kw_1233
153122,"https://www.archivespp.pl/Clinical-and-neuropsychological-correlates-of-proton-magnetic-resonance-spectroscopy,153122,0,2.html",2005,7,4,Clinical and neuropsychological correlates of proton magnetic resonance spectroscopy detected metabolites in brains of first-episode and chronic schizophrenic patients,3,cognitive functions,https://www.archivespp.pl/Keyword-cognitive+functions/821,cognitive functions,unchanged,app_kw_0314
153123,"https://www.archivespp.pl/REM-sleep-behaviour-disorder,153123,0,2.html",2005,7,4,REM sleep behaviour disorder,1,REM sleep behaviour disorder,https://www.archivespp.pl/Keyword-REM+sleep+behaviour+disorder/438035,rem sleep behaviour disorder,lowercase,app_kw_1363
153123,"https://www.archivespp.pl/REM-sleep-behaviour-disorder,153123,0,2.html",2005,7,4,REM sleep behaviour disorder,2,parasomnia,https://www.archivespp.pl/Keyword-parasomnia/129039,parasomnia,unchanged,app_kw_1101
153123,"https://www.archivespp.pl/REM-sleep-behaviour-disorder,153123,0,2.html",2005,7,4,REM sleep behaviour disorder,3,Parkinson's disease,https://www.archivespp.pl/Keyword-Parkinson%27s+disease/37049,parkinson's disease,lowercase,app_kw_1109
153123,"https://www.archivespp.pl/REM-sleep-behaviour-disorder,153123,0,2.html",2005,7,4,REM sleep behaviour disorder,4,sleep apnea,https://www.archivespp.pl/Keyword-sleep+apnea/5123,sleep apnea,unchanged,app_kw_1472
153124,"https://www.archivespp.pl/Cognitive-appraisal-and-strategies-of-coping-applied-in-an-exam-situation,153124,0,2.html",2005,7,4,Cognitive appraisal and strategies of coping applied in an exam situation,1,exam stress,https://www.archivespp.pl/Keyword-exam+stress/116056,exam stress,unchanged,app_kw_0607
153124,"https://www.archivespp.pl/Cognitive-appraisal-and-strategies-of-coping-applied-in-an-exam-situation,153124,0,2.html",2005,7,4,Cognitive appraisal and strategies of coping applied in an exam situation,2,coping with stress,https://www.archivespp.pl/Keyword-coping+with+stress/31792,coping with stress,unchanged,app_kw_0373
153124,"https://www.archivespp.pl/Cognitive-appraisal-and-strategies-of-coping-applied-in-an-exam-situation,153124,0,2.html",2005,7,4,Cognitive appraisal and strategies of coping applied in an exam situation,3,cognitive appraisal,https://www.archivespp.pl/Keyword-cognitive+appraisal/39094,cognitive appraisal,unchanged,app_kw_0299
153125,"https://www.archivespp.pl/Relationship-between-the-deterioration-of-cognitive-functions-in-old-age-and-adverse,153125,0,2.html",2005,7,4,Relationship between the deterioration of cognitive functions in old age and adverse life events in childhood,1,childhood,https://www.archivespp.pl/Keyword-childhood/310028,childhood,unchanged,app_kw_0252
153125,"https://www.archivespp.pl/Relationship-between-the-deterioration-of-cognitive-functions-in-old-age-and-adverse,153125,0,2.html",2005,7,4,Relationship between the deterioration of cognitive functions in old age and adverse life events in childhood,2,adverse events,https://www.archivespp.pl/Keyword-adverse+events/35949,adverse events,unchanged,app_kw_0035
153125,"https://www.archivespp.pl/Relationship-between-the-deterioration-of-cognitive-functions-in-old-age-and-adverse,153125,0,2.html",2005,7,4,Relationship between the deterioration of cognitive functions in old age and adverse life events in childhood,3,cognitive functions,https://www.archivespp.pl/Keyword-cognitive+functions/821,cognitive functions,unchanged,app_kw_0314
153126,"https://www.archivespp.pl/The-context-of-referring-to-treatment-and-the-course-of-family-consultation-vs-readiness,153126,0,2.html",2005,7,4,The context of referring to treatment and the course of family consultation vs. readiness to start family therapy,1,context and motivation to the treatment,https://www.archivespp.pl/Keyword-context+and+motivation+to+the+treatment/438036,context and motivation to the treatment,unchanged,app_kw_0362
153126,"https://www.archivespp.pl/The-context-of-referring-to-treatment-and-the-course-of-family-consultation-vs-readiness,153126,0,2.html",2005,7,4,The context of referring to treatment and the course of family consultation vs. readiness to start family therapy,2,family therapy,https://www.archivespp.pl/Keyword-family+therapy/9172,family therapy,unchanged,app_kw_0642
153126,"https://www.archivespp.pl/The-context-of-referring-to-treatment-and-the-course-of-family-consultation-vs-readiness,153126,0,2.html",2005,7,4,The context of referring to treatment and the course of family consultation vs. readiness to start family therapy,3,family consultation,https://www.archivespp.pl/Keyword-family+consultation/438037,family consultation,unchanged,app_kw_0636
153127,"https://www.archivespp.pl/Psychotherapy-integration-end-the-emergence-of-instinctual-territoriality,153127,0,2.html",2006,8,1,Psychotherapy integration end the emergence of instinctual territoriality,1,Psychotherapy integration,https://www.archivespp.pl/Keyword-Psychotherapy+integration/438038,psychotherapy integration,lowercase,app_kw_1316
153127,"https://www.archivespp.pl/Psychotherapy-integration-end-the-emergence-of-instinctual-territoriality,153127,0,2.html",2006,8,1,Psychotherapy integration end the emergence of instinctual territoriality,2,eclecticism,https://www.archivespp.pl/Keyword-eclecticism/438039,eclecticism,unchanged,app_kw_0533
