article_id,article_url,year,analysis_period_order,analysis_period,title,n_keyword_records,n_unique_concepts,concepts
153132,"https://www.archivespp.pl/The-association-between-nterpersonal-relationships-and-health-in-a-representative,153132,0,2.html",2006,1,2005-2009,The association between nterpersonal relationships and health in a representative population sample,5,5,fizyczny zdrowie | funkcjonowanie społeczne i wsparcie społeczne | interwencje terapeutyczne i rehabilitacja | introjekt | schizofrenia i zaburzenia psychotyczne
153133,"https://www.archivespp.pl/The-role-of-broad-and-narrow-definitions-of-capacity-in-treating-anorexic-patients,153133,0,2.html",2006,1,2005-2009,The role of broad and narrow definitions of capacity in treating anorexic patients,3,3,incompetence / incapacity | zaburzenia odżywiania i obraz ciała | zaburzenie obsesyjno-kompulsyjne i pokrewne
153134,"https://www.archivespp.pl/Characteristics-of-pain-experienced-in-major-depression,153134,0,2.html",2006,1,2005-2009,Characteristics of pain experienced in major depression,2,2,choroby somatyczne i współchorobowość medyczna | schizofrenia i zaburzenia psychotyczne
153135,"https://www.archivespp.pl/Depressive-disorders-in-patients-suffering-from-anorexia-nervosa,153135,0,2.html",2006,1,2005-2009,Depressive disorders in patients suffering from anorexia nervosa,3,3,schizofrenia i zaburzenia psychotyczne | zaburzenia odżywiania i obraz ciała | zaburzenia osobowości i cechy osobowości
153136,"https://www.archivespp.pl/Reliability-assessment-of-the-Polish-version-of-the-Groningen-Social-Disabilities,153136,0,2.html",2006,1,2005-2009,Reliability assessment of the Polish version of the Groningen Social Disabilities Schedule II (GSDSII),4,4,"depresja i zaburzenia depresyjne | funkcjonowanie społeczne i wsparcie społeczne | gsdsii | ocena kliniczna, psychometria i narzędzia pomiarowe"
153137,"https://www.archivespp.pl/Working-memory-dysfunction-in-patients-suffering-from-schizophrenia-and-their-first,153137,0,2.html",2006,1,2005-2009,Working memory dysfunction in patients suffering from schizophrenia and their first-degree relatives,21,14,"bentus | etyka, prawo i polityka zdrowotna | historia, pamięć i trauma zbiorowa | i agree | i do not agree | indeks słów kluczowych | instytucje, redakcja i komunikacja naukowa | rodzina, rodzeństwo i bliscy | schizofrenia i zaburzenia psychotyczne | send by email | topics index | website accessibility | więcej | zaburzenia neurorozwojowe i autyzm"
153138,"https://www.archivespp.pl/Searching-for-genes-responsible-for-human-behaviour,153138,0,2.html",2006,1,2005-2009,Searching for genes responsible for human behaviour,4,4,cechy instynktowe | epidemiologia i rozpowszechnienie | metodologia badań i projekt badawczy | schizofrenia i zaburzenia psychotyczne
153139,"https://www.archivespp.pl/Assessment-of-changes-in-the-severity-of-depressive-and-anxiety-symptoms-using-a,153139,0,2.html",2006,1,2005-2009,Assessment of changes in the severity of depressive and anxiety symptoms using a tripartite model of anxiety and depression,2,2,schizofrenia i zaburzenia psychotyczne | zaburzenia osobowości i cechy osobowości
153140,"https://www.archivespp.pl/Pretherapy-symptom-level-changes,153140,0,2.html",2006,1,2005-2009,Pretherapy symptom level changes,5,5,"neurobiologia, genetyka i biomarkery | objawy i nasilenie objawów | pretherapy waiting | waiting list | zaburzenia osobowości i cechy osobowości"
153141,"https://www.archivespp.pl/The-process-of-pair-bonding-formation-selected-sexual-factors,153141,0,2.html",2006,1,2005-2009,The process of pair bonding formation - selected sexual factors,5,3,funkcjonowanie społeczne i wsparcie społeczne | pornografia | zaburzenia używania substancji i uzależnienia
153142,"https://www.archivespp.pl/The-effectiveness-of-attenuation-of-disadvantageous-pair-bonding-from-the-past-a,153142,0,2.html",2006,1,2005-2009,The effectiveness of attenuation of disadvantageous pair bonding from the past: a pilot study,6,6,"choroby somatyczne i współchorobowość medyczna | funkcjonowanie społeczne i wsparcie społeczne | visual imaginery | wyniki leczenia, skuteczność i rokowanie | zaburzenia osobowości i cechy osobowości | zaburzenia używania substancji i uzależnienia"
153143,"https://www.archivespp.pl/Ethical-challenges-in-forcible-feeding-among-patients-with-anorexia-nervosa-and-prisoners,153143,0,2.html",2006,1,2005-2009,Ethical challenges in forcible feeding among patients with anorexia nervosa and prisoners,4,4,"forcible feeding | hunger strike | samoocena, tożsamość i obraz siebie | zaburzenia odżywiania i obraz ciała"
153144,"https://www.archivespp.pl/Incest-yesterday-and-today-from-conflict-to-ambiguity,153144,0,2.html",2006,1,2005-2009,Incest yesterday and today: from conflict to ambiguity,4,4,incest | konflikt | psychoanaliza i podejście psychodynamiczne | taboo
153145,"https://www.archivespp.pl/The-Warsaw-Ghetto-Uprising-myth-and-reality,153145,0,2.html",2006,1,2005-2009,The Warsaw Ghetto Uprising: myth and reality,5,4,"bierność | historia, pamięć i trauma zbiorowa | Żydzi | żydowski ruch oporu"
153147,"https://www.archivespp.pl/Social-functioning-determinants-in-chosen-mental-disorders,153147,0,2.html",2006,1,2005-2009,Social functioning determinants in chosen mental disorders,5,5,"emocje, afekt i regulacja emocji | funkcjonowanie społeczne i wsparcie społeczne | lęk i zaburzenia lękowe | niepełnosprawność | schizofrenia i zaburzenia psychotyczne"
153148,"https://www.archivespp.pl/Pro-and-antioxidant-processes-in-schizophrenics-with-tardive-dyskinesia,153148,0,2.html",2006,1,2005-2009,Pro- and antioxidant processes in schizophrenics with tardive dyskinesia,3,3,"działania niepożądane i bezpieczeństwo leczenia | schizofrenia i zaburzenia psychotyczne | trauma, PTSD i zaburzenia stresowe"
153150,"https://www.archivespp.pl/Its-majesty-The-Self,153150,0,2.html",2007,1,2005-2009,Its majesty - The Self,4,3,"filozofia, fenomenologia i antropologia | samoocena, tożsamość i obraz siebie | zaburzenia osobowości i cechy osobowości"
153151,"https://www.archivespp.pl/Features-of-bipolarity-among-unipolars,153151,0,2.html",2007,1,2005-2009,Features of bipolarity among unipolars,3,3,depresja i zaburzenia depresyjne | klasyfikacje diagnostyczne i systemy nozologiczne | schizofrenia i zaburzenia psychotyczne
153152,"https://www.archivespp.pl/Risk-behaviours-as-a-dimension-of-mental-health-assessment-in-adolescents,153152,0,2.html",2007,1,2005-2009,Risk behaviours as a dimension of mental health assessment in adolescents,3,3,"interwencje terapeutyczne i rehabilitacja | ryzyko, czynniki ochronne i predyktory | zaburzenia osobowości i cechy osobowości"
153153,"https://www.archivespp.pl/Depressiveness-in-adolescents-from-different-environments-city-and-village-during,153153,0,2.html",2007,1,2005-2009,"Depressiveness in adolescents from different environments: city and village, during their education in junior secondary school (gymnasium; a three-year school for pupils aged 13-15)",2,2,schizofrenia i zaburzenia psychotyczne | zaburzenia osobowości i cechy osobowości
153154,"https://www.archivespp.pl/Plasma-A-beta-peptides-and-apolipoprotein-E-in-sporadic-Alzheimer-s-disease-and-mild,153154,0,2.html",2007,1,2005-2009,Plasma A beta peptides and apolipoprotein E in sporadic Alzheimer's disease and mild cognitive impairment,5,5,"apoliprotein e | neurobiologia, genetyka i biomarkery | osocze | starzenie się i osoby starsze | zaburzenia neurorozwojowe i autyzm"
153155,"https://www.archivespp.pl/Relation-of-manganese-superoxide-dismutase-gene-polymorphism-with-tardive-dyskinesias,153155,0,2.html",2007,1,2005-2009,Relation of manganese superoxide dismutase gene polymorphism with tardive dyskinesias symptoms in the Polish population,4,4,"działania niepożądane i bezpieczeństwo leczenia | manganese superoxide dismutase | neurobiologia, genetyka i biomarkery | schizofrenia i zaburzenia psychotyczne"
153156,"https://www.archivespp.pl/Psychotic-disorders-as-a-complication-of-interferon-alpha-treatment-of-hepatitis,153156,0,2.html",2007,1,2005-2009,Psychotic disorders as a complication of interferon-alpha treatment of hepatitis C,5,5,"interferon beta | interwencje terapeutyczne i rehabilitacja | mechanizmy | ryzyko, czynniki ochronne i predyktory | schizofrenia i zaburzenia psychotyczne"
153157,"https://www.archivespp.pl/General-psychological-distress-and-personality-traits-in-physically-ill-patients,153157,0,2.html",2007,1,2005-2009,General psychological distress and personality traits in physically ill patients,3,3,"choroby somatyczne i współchorobowość medyczna | schizofrenia i zaburzenia psychotyczne | trauma, PTSD i zaburzenia stresowe"
153158,"https://www.archivespp.pl/Treatment-program-for-dual-diagnosis-substance-abusers,153158,0,2.html",2007,1,2005-2009,Treatment program for dual-diagnosis substance abusers,5,5,depresja i zaburzenia depresyjne | egocentric | patologiczny | schizofrenia i zaburzenia psychotyczne | socjopatia
153161,"https://www.archivespp.pl/Association-of-functional-genes-polymorphisms-of-key-enzymes-in-the-metabolism-of,153161,0,2.html",2007,1,2005-2009,Association of functional genes polymorphisms of key enzymes in the metabolism of biogenic amines with paranoid schizophrenia susceptibility and the influence of these polymorphisms on PANSS results in antipsychotic treatment,3,2,"neurobiologia, genetyka i biomarkery | schizofrenia i zaburzenia psychotyczne"
153163,"https://www.archivespp.pl/Potentially-reversible-dementias-in-a-memory-clinic-population,153163,0,2.html",2007,1,2005-2009,Potentially reversible dementias in a memory clinic population,4,4,epidemiologia i rozpowszechnienie | interwencje terapeutyczne i rehabilitacja | reversibility | starzenie się i osoby starsze
153164,"https://www.archivespp.pl/Hypnosis-and-analgesic-suggestions-in-fMRI,153164,0,2.html",2007,1,2005-2009,Hypnosis and analgesic suggestions in fMRI,3,2,"hipnoza i techniki sugestii | neurobiologia, genetyka i biomarkery"
153165,"https://www.archivespp.pl/The-role-of-psychoeducation-in-the-complex-treatment-of-bipolar-disorder,153165,0,2.html",2007,1,2005-2009,The role of psychoeducation in the complex treatment of bipolar disorder,3,3,"depresja i zaburzenia depresyjne | terapia rodzinna, systemowa i grupowa | zaburzenia osobowości i cechy osobowości"
153166,"https://www.archivespp.pl/A-prospective-study-on-the-dynamics-of-depression-in-late-adolescence,153166,0,2.html",2007,1,2005-2009,A prospective study on the dynamics of depression in late adolescence,2,2,interwencje terapeutyczne i rehabilitacja | schizofrenia i zaburzenia psychotyczne
153167,"https://www.archivespp.pl/Some-aspects-of-sexual-identity-of-girls-suffering-from-anorexia-nervosa,153167,0,2.html",2007,1,2005-2009,Some aspects of sexual identity of girls suffering from anorexia nervosa,3,3,"samoocena, tożsamość i obraz siebie | zaburzenia odżywiania i obraz ciała | zaburzenia używania substancji i uzależnienia"
153168,"https://www.archivespp.pl/Depressive-symptoms-in-patients-with-coronary-artery-disease-after-percutaneous-coronary,153168,0,2.html",2007,1,2005-2009,Depressive symptoms in patients with coronary artery disease after percutaneous coronary interventions (PCIs),3,2,choroby somatyczne i współchorobowość medyczna | schizofrenia i zaburzenia psychotyczne
153169,"https://www.archivespp.pl/Relationship-between-depressive-symptoms-and-quality-of-life-in-patients-with-coronary,153169,0,2.html",2007,1,2005-2009,Relationship between depressive symptoms and quality of life in patients with coronary artery disease before and after percutaneus coronary interventions,4,3,choroby somatyczne i współchorobowość medyczna | jakość życia i dobrostan | schizofrenia i zaburzenia psychotyczne
153171,"https://www.archivespp.pl/Schizophrenic-disorders-do-cognitive-dysfunctions-relate-to-course-characteristics,153171,0,2.html",2007,1,2005-2009,Schizophrenic disorders - do cognitive dysfunctions relate to course characteristics and the psychopathological picture?,4,4,course | psychiatria i zdrowie psychiczne | schizofrenia i zaburzenia psychotyczne | zaburzenia neurorozwojowe i autyzm
153172,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-A-prospective-follow-up-study,153172,0,2.html",2007,1,2005-2009,Social functioning in first-episode schizophrenia. A prospective follow-up study,4,4,funkcjonowanie społeczne i wsparcie społeczne | metodologia badań i projekt badawczy | pierwszy epizod i stany wysokiego ryzyka | schizofrenia i zaburzenia psychotyczne
153173,"https://www.archivespp.pl/The-defensive-role-of-self-image-in-the-course-of-schizophrenia,153173,0,2.html",2007,1,2005-2009,The defensive role of self - image in the course of schizophrenia,2,2,"samoocena, tożsamość i obraz siebie | schizofrenia i zaburzenia psychotyczne"
153174,"https://www.archivespp.pl/Picture-of-posttraumatic-stress-disorder-among-flood-victims-correlated-to-scale,153174,0,2.html",2007,1,2005-2009,Picture of posttraumatic stress disorder among flood victims correlated to scale of sustained loss,5,5,"obraz | ocena kliniczna, psychometria i narzędzia pomiarowe | powódź | strata materialna | trauma, PTSD i zaburzenia stresowe"
153175,"https://www.archivespp.pl/The-structure-of-values-system-after-experience-of-trauma-in-childhood-or-adulthood,153175,0,2.html",2007,1,2005-2009,The structure of values system after experience of trauma in childhood or adulthood,4,4,"historia, pamięć i trauma zbiorowa | samoocena, tożsamość i obraz siebie | trauma, PTSD i zaburzenia stresowe | zaburzenia osobowości i cechy osobowości"
153176,"https://www.archivespp.pl/Anorexia-nervosa-among-French-adolescent-females-in-relation-to-self-esteem-coping,153176,0,2.html",2007,1,2005-2009,"Anorexia nervosa among French adolescent females in relation to self-esteem, coping strategies, anger expression and anger control",5,4,"emocje, afekt i regulacja emocji | samoocena, tożsamość i obraz siebie | stres i radzenie sobie | zaburzenia odżywiania i obraz ciała"
153177,"https://www.archivespp.pl/Anorexia-nervosa-and-oligonucleotide-microarray-technique-pilot-study,153177,0,2.html",2007,1,2005-2009,Anorexia nervosa and oligonucleotide microarray technique - pilot study,2,2,mikromacierz oligonukleotydowa | zaburzenia odżywiania i obraz ciała
153178,"https://www.archivespp.pl/Problems-occurring-in-the-psychotherapy-of-adolescent-patients-with-symptoms-of-pathological,153178,0,2.html",2007,1,2005-2009,Problems occurring in the psychotherapy of adolescent patients with symptoms of pathological personality development,3,1,zaburzenia osobowości i cechy osobowości
153179,"https://www.archivespp.pl/Differential-response-of-neurotic-symptoms,153179,0,2.html",2007,1,2005-2009,Differential response of neurotic symptoms,5,5,"neurobiologia, genetyka i biomarkery | objawy i nasilenie objawów | organizacja opieki psychiatrycznej | wyniki leczenia, skuteczność i rokowanie | zaburzenia osobowości i cechy osobowości"
153181,"https://www.archivespp.pl/Cognitive-psychotherapy-and-integrative-psychotherapy,153181,0,2.html",2008,1,2005-2009,Cognitive psychotherapy and integrative psychotherapy,5,4,behaviorism | funkcjonowanie poznawcze i neuropsychologia | funkcjonowanie społeczne i wsparcie społeczne | zaburzenia osobowości i cechy osobowości
153182,"https://www.archivespp.pl/The-role-of-patient-generated-metaphors-on-in-session-therapeutic-processes,153182,0,2.html",2008,1,2005-2009,The role of patient-generated metaphors on in-session therapeutic processes,4,4,"depresja i zaburzenia depresyjne | filozofia, fenomenologia i antropologia | metodologia badań i projekt badawczy | zaburzenia osobowości i cechy osobowości"
153183,"https://www.archivespp.pl/Prospective-study-on-dynamics-of-depression-in-mid-adolescence,153183,0,2.html",2008,1,2005-2009,Prospective study on dynamics of depression in mid-adolescence,2,2,schizofrenia i zaburzenia psychotyczne | zaburzenia osobowości i cechy osobowości
153184,"https://www.archivespp.pl/Psychopathology-and-creativity,153184,0,2.html",2008,1,2005-2009,Psychopathology and creativity,3,3,depresja i zaburzenia depresyjne | psychologia kliniczna i koncepcje psychologiczne | schizofrenia i zaburzenia psychotyczne
153185,"https://www.archivespp.pl/Dimensions-of-locus-of-control-and-the-role-of-anger-expression-anger-control-in,153185,0,2.html",2008,1,2005-2009,Dimensions of locus of control and the role of anger expression & anger control in women diagnosed with eating disorders: a pilot study,4,3,"control | emocje, afekt i regulacja emocji | zaburzenia odżywiania i obraz ciała"
153186,"https://www.archivespp.pl/Perspective-of-the-use-of-electronic-communication-in-the-psychotherapy-of-eating,153186,0,2.html",2008,1,2005-2009,Perspective of the use of electronic communication in the psychotherapy of eating disorders,3,3,funkcjonowanie społeczne i wsparcie społeczne | zaburzenia odżywiania i obraz ciała | zaburzenia osobowości i cechy osobowości
153187,"https://www.archivespp.pl/Psychological-phenomena-in-the-first-two-weeks-of-pharmacotherapy-of-schizophrenic,153187,0,2.html",2008,1,2005-2009,Psychological phenomena in the first two weeks of pharmacotherapy of schizophrenic patients in the framework of Shitij Kapur's theory of psychosis as a state of aberrant salience - a preliminary report,3,2,salience | schizofrenia i zaburzenia psychotyczne
153188,"https://www.archivespp.pl/The-influence-of-vascular-factors-on-the-psycho-pathological-picture-in-Alzheimer,153188,0,2.html",2008,1,2005-2009,The influence of vascular factors on the psycho-pathological picture in Alzheimer's Disease,3,3,"objawy i nasilenie objawów | ryzyko, czynniki ochronne i predyktory | starzenie się i osoby starsze"
153189,"https://www.archivespp.pl/Depressive-symptoms-and-cognitive-dysfunction-in-patients-with-hepatitis-C-treated,153189,0,2.html",2008,1,2005-2009,Depressive symptoms and cognitive dysfunction in patients with hepatitis C treated with interferon-alpha and ribavirine,4,4,hepatitis c | interferon | schizofrenia i zaburzenia psychotyczne | zaburzenia neurorozwojowe i autyzm
153191,"https://www.archivespp.pl/Disorders-of-extreme-stress-not-otherwise-specified-DESNOS-a-case-study,153191,0,2.html",2008,1,2005-2009,Disorders of extreme stress not otherwise specified (DESNOS) - a case study,5,4,"agresja, przemoc i zachowania antyspołeczne | desnos | terapia | trauma, PTSD i zaburzenia stresowe"
153192,"https://www.archivespp.pl/Social-support-of-chronically-mentally-ill-patients,153192,0,2.html",2008,1,2005-2009,Social support of chronically mentally ill patients,2,2,funkcjonowanie społeczne i wsparcie społeczne | schizofrenia i zaburzenia psychotyczne
153193,"https://www.archivespp.pl/Correlations-between-parameters-of-the-social-network-and-treatment-outcomes-of-people,153193,0,2.html",2008,1,2005-2009,Correlations between parameters of the social network and treatment outcomes of people suffering from schizophrenia seven years after the first hospitalization,3,3,funkcjonowanie społeczne i wsparcie społeczne | interwencje terapeutyczne i rehabilitacja | schizofrenia i zaburzenia psychotyczne
153194,"https://www.archivespp.pl/The-social-network-and-the-quality-of-life-of-people-suffering-from-schizophrenia,153194,0,2.html",2008,1,2005-2009,The social network and the quality of life of people suffering from schizophrenia seven years after the first hospitalisation,4,4,funkcjonowanie społeczne i wsparcie społeczne | jakość życia i dobrostan | metodologia badań i projekt badawczy | schizofrenia i zaburzenia psychotyczne
153195,"https://www.archivespp.pl/Gender-role-conflict-and-depression-in-males-the-possible-role-of-the-athletic-ideal,153195,0,2.html",2008,1,2005-2009,Gender role conflict and depression in males - the possible role of the athletic ideal,5,5,"athletic ideal | kulturystyka nierywalizacyjna | samoocena, tożsamość i obraz siebie | schizofrenia i zaburzenia psychotyczne | zaburzenia używania substancji i uzależnienia"
