keyword_semantic_id,keyword_final_en,keyword_final_polish,n_keyword_records,n_articles,n_raw_variants,n_norm_variants,first_year,last_year,review_flag
app_sem_0523,education,edukacja,3,3,1,1,2017,2023,ok
app_sem_0534,electroconvulsive therapy,terapia elektrowstrząsowa,3,3,1,1,2016,2025,ok
app_sem_0540,emotion recognition,rozpoznawanie emocji,3,3,1,1,2017,2023,ok
app_sem_0541,emotion regulation,regulacja emocji,3,3,1,1,2017,2022,ok
app_sem_0567,epidemiology of mental disorders in adolescence,epidemiologia zaburzeń psychicznych w adolescencji,3,3,1,1,2007,2010,ok
app_sem_0597,facial expression,ekspresja mimiczna,3,3,1,1,2022,2024,ok
app_sem_0635,flexibility,elastyczność,3,3,1,1,2012,2022,ok
app_sem_0672,genetics,genetyka,3,3,1,1,2005,2021,ok
app_sem_0683,group psychotherapy,psychoterapia grupowa,3,3,1,1,2006,2011,ok
app_sem_0684,group therapy,terapia grupowa,3,3,1,1,2016,2024,ok
app_sem_0690,guilt,poczucie winy,3,3,1,1,2009,2018,ok
app_sem_0727,homosexuality,homoseksualność,3,3,1,1,2016,2020,ok
app_sem_0769,india,Indie,3,3,1,1,2016,2020,ok
app_sem_0807,interpersonal functioning,funkcjonowanie interpersonalne,3,3,3,1,2010,2018,ok
app_sem_0863,major depressive disorder,duże zaburzenie depresyjne,3,3,1,1,2015,2022,ok
app_sem_0931,mindfulness,uważność,3,3,2,1,2012,2025,ok
app_sem_0952,motivation,motywacja,3,3,2,1,2008,2023,ok
app_sem_0983,neuroscience,neuronauka,3,3,1,1,2005,2013,ok
app_sem_1069,parenting style,styl rodzicielski,3,3,1,1,2013,2021,semantic_merge_audit
app_sem_1111,personality traits,cechy osobowości,3,3,1,1,2006,2024,ok
app_sem_1222,psychodynamic therapy,terapia psychodynamiczna,3,3,1,1,2018,2019,ok
app_sem_1255,psychophysiology,psychofizjologia,3,3,1,1,2017,2024,ok
app_sem_1261,psychosomatic disorder,zaburzenie psychosomatyczne,3,3,2,2,2014,2021,ok|semantic_merge_audit
app_sem_1275,psychotherapy research,badania nad psychoterapią,3,3,1,1,2005,2007,ok
app_sem_1291,questionnaire,kwestionariusz,3,3,1,1,2016,2025,ok
app_sem_1294,recovery,zdrowienie,3,3,1,1,2012,2025,ok
app_sem_1295,recovery from psychiatric disability,zdrowienie z niepełnosprawności psychiatrycznej,3,3,2,1,2014,2021,ok
app_sem_1300,rehabilitation,rehabilitacja,3,3,1,1,2010,2025,ok
app_sem_1319,research,badania,3,3,1,1,2005,2017,ok
app_sem_1322,resilience,rezyliencja,3,3,1,1,2014,2021,ok
app_sem_1372,self-image,ja-obraz,3,3,1,1,2008,2013,ok
app_sem_1386,sense of coherence,poczucie koherencji,3,3,1,1,2019,2021,ok
app_sem_1429,social anxiety,lęk społeczny,3,3,1,1,2019,2025,ok
app_sem_1502,suicide attempt,próba samobójcza,3,3,2,2,2012,2020,ok|semantic_merge_audit
app_sem_1511,symptom dynamics,dynamika objawów,3,3,1,1,2005,2007,ok
app_sem_1546,theory of mind,teoria umysłu,3,3,1,1,2015,2023,ok
app_sem_1557,therapist technique,technika terapeuty,3,3,1,1,2017,2018,ok
app_sem_1559,therapy,terapia,3,3,1,1,2008,2011,ok
app_sem_1633,working memory,pamięć robocza,3,3,1,1,2009,2025,ok
app_sem_0006,abuse,nadużycie,2,2,1,1,2012,2017,ok
app_sem_0011,adaptation,adaptacja,2,2,1,1,2013,2016,ok
app_sem_0016,adhd,ADHD,2,2,1,1,2013,2015,ok
app_sem_0017,adherence,adherencja,2,2,1,1,2009,2015,ok
app_sem_0020,adolescent,adolescent,2,2,1,1,2013,2016,ok
app_sem_0032,adulthood,dorosłość,2,2,1,1,2016,2024,ok
app_sem_0033,adults,dorośli,2,2,1,1,2014,2023,ok
app_sem_0035,adverse events,zdarzenia niepożądane,2,2,1,1,2005,2009,ok
app_sem_0040,affective disorder,zaburzenie afektywne,2,2,2,2,2006,2016,ok|semantic_merge_audit
app_sem_0049,alcohol abuse,nadużywanie alkoholu,2,2,1,1,2017,2019,ok
app_sem_0050,alcohol addiction,alkohol uzależnienie,2,2,1,1,2023,2024,ok
app_sem_0070,anger control,kontrola złości,2,2,1,1,2007,2008,ok
app_sem_0071,anger expression,ekspresja złości,2,2,1,1,2007,2008,ok
app_sem_0076,anorexia,anoreksja,2,2,1,1,2010,2014,ok
app_sem_0117,attachment theory,teoria przywiązania,2,2,1,1,2009,2013,ok
app_sem_0131,autism,autyzm,2,2,1,1,2022,2023,ok
app_sem_0133,autism spectrum disorder,zaburzenie ze spektrum autyzmu,2,2,2,1,2019,2022,semantic_merge_audit
app_sem_0143,autonomy,autonomia,2,2,1,1,2010,2016,ok
app_sem_0144,balint group,grupa Balinta,2,2,2,2,2011,2022,ok|semantic_merge_audit
app_sem_0161,biopsychosocial,biopsychospołeczny,2,2,1,1,2017,2017,ok
app_sem_0162,bipolar affective disorder,dwubiegunowy afektywny zaburzenie,2,2,1,1,2006,2010,ok
app_sem_0175,body composition,skład ciała,2,2,1,1,2014,2014,ok
app_sem_0176,body dissatisfaction,niezadowolenie z ciała,2,2,1,1,2016,2017,ok
app_sem_0182,body mass index,wskaźnik masy ciała,2,2,1,1,2023,2025,ok
app_sem_0195,brca1,BRCA1,2,2,1,1,2019,2020,ok
app_sem_0213,cannabis,konopie indyjskie,2,2,1,1,2017,2024,ok
app_sem_0219,cardiomyopathy,kardiomiopatia,2,2,1,1,2013,2013,ok
app_sem_0228,ccrt,CCRT,2,2,1,1,2010,2013,ok
app_sem_0248,childlessness,bezdzietność,2,2,1,1,2015,2020,ok
app_sem_0260,chronic schizophrenia,przewlekły schizofrenia,2,2,1,1,2012,2024,ok
app_sem_0264,cidi,CIDI,2,2,1,1,2005,2007,ok
app_sem_0266,classification,klasyfikacja,2,2,1,1,2014,2019,ok
app_sem_0274,clinical management,postępowanie kliniczne,2,2,1,1,2018,2021,ok
app_sem_0289,cognitive,poznawczy,2,2,1,1,2013,2019,ok
app_sem_0294,cognitive control,kontrola poznawcza,2,2,1,1,2018,2024,ok
app_sem_0296,cognitive dysfunction,poznawczy dysfunkcja,2,2,1,1,2007,2008,semantic_merge_audit
app_sem_0299,cognitive errors,błędy poznawcze,2,2,1,1,2012,2018,ok
app_sem_0330,complex post-traumatic states,complex post-traumatyczny states,2,2,2,2,2013,2016,semantic_merge_audit|translation_review
app_sem_0336,computer-assisted image processing,komputerowo wspomagane przetwarzanie obrazu,2,2,1,1,2023,2025,ok
app_sem_0341,conflict,konflikt,2,2,1,1,2006,2016,ok
app_sem_0359,coping with stress,radzenie sobie ze stresem,2,2,1,1,2005,2019,ok
app_sem_0362,coronary angioplasty,angioplastyka wieńcowa,2,2,1,1,2007,2007,ok
app_sem_0363,coronary artery disease,choroba wieńcowa,2,2,1,1,2007,2007,ok
app_sem_0374,counseling,poradnictwo,2,2,1,1,2015,2020,ok
app_sem_0375,counter-transference,przeciwprzeniesienie,2,2,1,1,2013,2014,ok
app_sem_0381,covid-19 pandemic,pandemia COVID-19,2,2,1,1,2023,2024,ok
app_sem_0382,cprs,CPRS,2,2,1,1,2012,2018,ok
app_sem_0394,culture,kultura,2,2,1,1,2005,2017,ok
app_sem_0395,curriculum,program nauczania,2,2,1,1,2015,2017,ok
app_sem_0404,davanloo,Davanloo,2,2,1,1,2015,2015,ok
app_sem_0415,deficit,deficyt,2,2,1,1,2010,2013,ok
app_sem_0416,deficit schizophrenia,schizofrenia deficytowa,2,2,1,1,2024,2025,ok
app_sem_0420,delusion,urojenie,2,2,1,1,2014,2015,semantic_merge_audit
app_sem_0426,deportation,deportacja,2,2,1,1,2005,2007,ok
app_sem_0433,depressive symptom,objaw depresyjny,2,2,1,1,2010,2024,semantic_merge_audit
app_sem_0455,differential diagnosis,diagnoza różnicowa,2,2,1,1,2016,2018,ok
app_sem_0472,dopamine,dopamina,2,2,1,1,2012,2021,ok
app_sem_0474,dramatology,dramatologia,2,2,1,1,2011,2015,ok
app_sem_0481,drug addiction,uzależnienie od narkotyków,2,2,1,1,2009,2017,ok
app_sem_0491,dysfunctional attitude,dysfunkcjonalna postawa,2,2,2,2,2012,2023,ok|semantic_merge_audit
app_sem_0499,early maladaptive schemas,wczesne nieadaptacyjne schematy,2,2,1,1,2013,2024,ok
app_sem_0504,eat-26,EAT-26,2,2,2,1,2016,2023,ok
app_sem_0522,editors,redaktorzy,2,2,1,1,2016,2017,ok
app_sem_0531,egosyntonicity,egosyntoniczność,2,2,1,1,2009,2010,ok
app_sem_0533,elderly,osoby starsze,2,2,1,1,2017,2020,ok
app_sem_0549,emotional instability,niestabilność emocjonalna,2,2,1,1,2018,2025,ok
app_sem_0557,emotions,emocje,2,2,1,1,2015,2019,ok
app_sem_0564,epidemic,epidemia,2,2,1,1,2022,2022,ok
app_sem_0568,epilepsy,padaczka,2,2,2,1,2019,2022,ok
app_sem_0596,facial emotion,emocja mimiczna,2,2,2,1,2023,2024,ok
app_sem_0616,fear,strach,2,2,1,1,2021,2022,ok
app_sem_0621,fibromyalgia syndrome,zespół fibromialgii,2,2,1,1,2022,2023,ok
app_sem_0627,first-degree relatives,krewni pierwszego stopnia,2,2,1,1,2006,2006,ok
app_sem_0628,first-episode,pierwszy epizod,2,2,1,1,2005,2007,ok
app_sem_0630,first-episode schizophrenia,pierwszy epizod schizofrenii,2,2,2,2,2012,2023,ok|semantic_merge_audit
app_sem_0636,flood,powódź,2,2,1,1,2005,2007,ok
app_sem_0645,formulation,formułowanie przypadku,2,2,1,1,2017,2017,ok
app_sem_0650,from,FROM,2,2,1,1,2016,2017,ok
app_sem_0652,functional disorder,zaburzenie funkcjonalne,2,2,1,1,2011,2015,semantic_merge_audit
app_sem_0691,gut microbiota,mikrobiota jelitowa,2,2,1,1,2020,2023,ok
app_sem_0692,gut-brain axis,oś jelitowo-mózgowa,2,2,1,1,2016,2020,ok
app_sem_0700,health anxiety,zdrowie lęk,2,2,1,1,2016,2022,ok
app_sem_0702,health behavior,zachowanie zdrowotne,2,2,2,2,2019,2020,ok|semantic_merge_audit
app_sem_0707,health related quality of life,jakość życia związana ze zdrowiem,2,2,2,2,2023,2025,ok|semantic_merge_audit
app_sem_0712,heart rate,częstość akcji serca,2,2,1,1,2024,2024,ok
app_sem_0721,history of psychiatry,historia psychiatrii,2,2,1,1,2015,2015,ok
app_sem_0730,hospitalization,hospitalizacja,2,2,1,1,2021,2023,ok
app_sem_0736,humor style,styl humoru,2,2,2,2,2017,2023,semantic_merge_audit
app_sem_0739,hypertension,nadciśnienie,2,2,1,1,2014,2019,ok
app_sem_0744,hypnosis,hipnoza,2,2,1,1,2007,2014,ok
app_sem_0751,icd-11,ICD-11,2,2,1,1,2017,2019,ok
app_sem_0754,identity,tożsamość,2,2,1,1,2007,2009,ok
app_sem_0765,impulsivity,impulsywność,2,2,1,1,2024,2025,ok
app_sem_0788,instagram,Instagram,2,2,1,1,2020,2021,ok
app_sem_0795,integrative model,model integracyjny,2,2,1,1,2015,2019,ok
app_sem_0798,intensive,intensywny,2,2,1,1,2015,2015,ok
app_sem_0829,job satisfaction,satysfakcja z pracy,2,2,1,1,2023,2025,ok
app_sem_0836,kon-2006 neurotic personality questionnaire,kwestionariusz osobowości nerwicowej KON-2006,2,2,1,1,2010,2011,ok
app_sem_0843,learning,uczenie się,2,2,1,1,2015,2025,ok
app_sem_0856,long-term psychotherapy,psychoterapia długoterminowa,2,2,1,1,2008,2022,ok
app_sem_0887,medical course,kierunek medyczny,2,2,1,1,2015,2018,ok
app_sem_0891,medical personnel,personel medyczny,2,2,1,1,2019,2023,ok
app_sem_0895,medical students,studenci medycyny,2,2,1,1,2020,2021,ok
app_sem_0898,medication adherence,adherencja farmakoterapeutyczna,2,2,1,1,2021,2023,ok
app_sem_0903,men,mężczyźni,2,2,1,1,2018,2018,ok
app_sem_0911,mentalization,mentalizacja,2,2,1,1,2019,2021,ok
app_sem_0916,metaphor,metafora,2,2,1,1,2008,2011,ok
app_sem_0921,methylphenidate,metylofenidat,2,2,1,1,2015,2020,ok
app_sem_0932,minority stress,stres mniejszościowy,2,2,1,1,2017,2023,ok
app_sem_0963,myocardial infarction,zawał mięśnia sercowego,2,2,2,2,2017,2019,ok|semantic_merge_audit
app_sem_0966,nature connectedness,więź z naturą,2,2,1,1,2024,2024,ok
app_sem_0970,neurobiology,neurobiologia,2,2,1,1,2014,2022,ok
app_sem_0971,neurocognitive function,funkcje neuropoznawcze,2,2,1,1,2016,2019,ok
app_sem_0982,neuropsychological tests,testy neuropsychologiczne,2,2,1,1,2016,2022,ok
app_sem_0989,neurotic symptom,nerwicowy objaw,2,2,1,1,2015,2018,semantic_merge_audit
app_sem_0990,neuroticism,neurotyczność,2,2,1,1,2008,2012,ok
app_sem_1035,online,online,2,2,2,1,2015,2022,ok
app_sem_1051,oxidative stress,stres oksydacyjny,2,2,1,1,2006,2024,ok
app_sem_1062,paranoid schizophrenia,schizofrenia paranoidalna,2,2,1,1,2015,2015,ok
app_sem_1070,parents,rodzice,2,2,1,1,2013,2016,ok
app_sem_1105,personality assessment,ocena osobowości,2,2,1,1,2015,2022,ok
app_sem_1114,pharmaceutical treatment of mental illness,farmakologiczne leczenie choroby psychicznej,2,2,1,1,2018,2020,ok
app_sem_1118,phenomenology,fenomenologia,2,2,1,1,2013,2015,ok
app_sem_1122,philosophy,filozofia,2,2,1,1,2005,2011,ok
app_sem_1126,physical activity,aktywność fizyczna,2,2,1,1,2011,2019,ok
app_sem_1135,police officers,funkcjonariusze policji,2,2,1,1,2018,2025,ok
app_sem_1138,polish-jewish relations,relacje polsko-żydowskie,2,2,1,1,2010,2011,ok
app_sem_1161,pregnancy,ciąża,2,2,1,1,2012,2020,ok
app_sem_1167,prevention,profilaktyka,2,2,1,1,2019,2022,ok
app_sem_1175,primary school,szkoła podstawowa,2,2,2,2,2013,2014,ok|semantic_merge_audit
app_sem_1183,professional burnout,wypalenie zawodowe,2,2,1,1,2024,2025,ok
app_sem_1195,psoriasis,łuszczyca,2,2,1,1,2016,2025,ok
app_sem_1206,psychiatric rehabilitation,rehabilitacja psychiatryczna,2,2,1,1,2009,2024,ok
app_sem_1207,psychiatric ward,oddział psychiatryczny,2,2,1,1,2008,2008,ok
app_sem_1217,psychodermatology,psychodermatologia,2,2,1,1,2014,2016,ok
app_sem_1227,psychological assessment,ocena psychologiczna,2,2,1,1,2018,2021,ok
app_sem_1243,psychological symptom,psychologiczny objaw,2,2,2,1,2020,2021,semantic_merge_audit
app_sem_1245,psychological well-being,dobrostan psychologiczny,2,2,1,1,2019,2019,ok
app_sem_1246,psychology,psychologia,2,2,1,1,2018,2020,ok
app_sem_1248,psychometric properties,właściwości psychometryczne,2,2,1,1,2014,2015,ok
app_sem_1267,psychotherapeutic target,psychotherapeutic target,2,1,2,2,2017,2017,semantic_merge_audit|translation_review
app_sem_1272,psychotherapy integration,integracja psychoterapii,2,2,2,1,2006,2008,ok
app_sem_1273,psychotherapy outcome,wynik psychoterapii,2,2,2,2,2005,2008,ok|semantic_merge_audit
app_sem_1307,relationships,relacje,2,2,1,1,2014,2021,ok
app_sem_1314,religiousness,religijność,2,2,1,1,2014,2014,ok
app_sem_1321,residential psychiatric treatment,całodobowe leczenie psychiatryczne,2,2,1,1,2013,2021,ok
app_sem_1325,resistance,opór,2,2,1,1,2006,2018,ok
app_sem_1353,secondary posttraumatic growth,wtórny wzrost potraumatyczny,2,2,1,1,2024,2025,ok
app_sem_1354,secondary traumatic stress,wtórny stres traumatyczny,2,2,1,1,2023,2025,ok
app_sem_1364,self-compassion,samowspółczucie,2,2,1,1,2022,2025,ok
app_sem_1365,self-criticism,samokrytycyzm,2,2,1,1,2022,2024,ok
app_sem_1366,self-discrepancy,rozbieżność Ja,2,2,1,1,2011,2011,ok
app_sem_1376,self-regulation,ja-regulacja,2,2,1,1,2016,2019,ok
app_sem_1400,sexual dysfunction,dysfunkcja seksualna,2,2,2,2,2010,2017,ok|semantic_merge_audit
app_sem_1402,sexual identity,tożsamość seksualna,2,2,1,1,2007,2023,ok
app_sem_1415,short-term,krótkoterminowy,2,2,1,1,2015,2015,ok
app_sem_1421,signal detection,detekcja sygnału,2,2,1,1,2013,2013,ok
app_sem_1424,sleep disorder,zaburzenie snu,2,2,2,2,2011,2025,ok|semantic_merge_audit
app_sem_1425,sleep disturbance,zaburzenie snu,2,2,2,2,2023,2025,ok|semantic_merge_audit
app_sem_1427,sleep quality,sen jakość,2,2,1,1,2015,2018,ok
app_sem_1433,social disability,niepełnosprawność społeczna,2,2,1,1,2005,2006,ok
app_sem_1439,social media,media społecznościowe,2,2,2,1,2020,2021,ok
app_sem_1441,social network,sieć społeczna,2,2,1,1,2008,2008,ok
app_sem_1443,social skills,umiejętności społeczne,2,2,2,2,2019,2019,ok|semantic_merge_audit
app_sem_1450,sociopathy,socjopatia,2,2,1,1,2007,2024,ok
app_sem_1471,stigma,stygmatyzacja,2,2,1,1,2010,2021,ok
app_sem_1477,stress coping mechanism,mechanizm radzenia sobie ze stresem,2,2,1,1,2013,2015,semantic_merge_audit
app_sem_1479,stress coping technique,technika radzenia sobie ze stresem,2,2,1,1,2015,2016,semantic_merge_audit
app_sem_1482,stroke,udar,2,2,1,1,2015,2019,ok
app_sem_1495,substance abuse,nadużywanie substancji,2,2,1,1,2010,2019,ok
app_sem_1498,suffering,cierpienie,2,2,1,1,2005,2008,ok
app_sem_1517,systemic family consultation,systemowa konsultacja rodzinna,2,2,1,1,2005,2009,ok
app_sem_1522,tardive dyskinesia,dyskineza późna,2,2,1,1,2006,2007,ok
app_sem_1525,temperament,temperament,2,2,1,1,2022,2024,ok
app_sem_1527,temperamental trait,cecha temperamentu,2,2,1,1,2024,2025,semantic_merge_audit
app_sem_1547,therapeutic alliance,przymierze terapeutyczne,2,2,1,1,2018,2019,ok
app_sem_1551,therapeutic relationship,relacja terapeutyczna,2,2,1,1,2013,2024,ok
app_sem_1566,transference,przeniesienie,2,2,1,1,2011,2014,ok
app_sem_1583,type 1 diabetes,cukrzyca typu 1,2,2,2,1,2023,2025,ok
app_sem_1586,type 2 diabetes mellitus,cukrzyca typu 2,2,2,1,1,2017,2019,ok
app_sem_1588,uhr,UHR,2,2,2,1,2023,2024,ok
app_sem_1623,well-being,dobrostan,2,2,1,1,2017,2020,ok
