article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag,keyword_url,normalization_actions,keyword_norm_id
153103,"https://www.archivespp.pl/Systems-consultation-opportunities-and-limitations,153103,0,2.html",2005,7,1,Systems consultation: opportunities and limitations,4,psychotherapeutic pro-,psychotherapeutic pro-,psychotherapeutic process,proces psychoterapeutyczny,app_sem_1266,exact_map:psychotherapeutic pro-->psychotherapeutic process,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-psychotherapeutic+pro-/438010,unchanged,app_kw_1309
153104,"https://www.archivespp.pl/Disorganised-attachment-and-borderline-personality-disorder-a-clinical-perspective,153104,0,2.html",2005,7,1,Disorganised attachment and borderline personality disorder: a clinical perspective,1,disorganised attachment,disorganised attachment,disorganised attachment,zdezorganizowane przywiązanie,app_sem_0465,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-disorganised+attachment/438011,unchanged,app_kw_0481
153104,"https://www.archivespp.pl/Disorganised-attachment-and-borderline-personality-disorder-a-clinical-perspective,153104,0,2.html",2005,7,1,Disorganised attachment and borderline personality disorder: a clinical perspective,2,borderline personality disorder,borderline personality disorder,borderline personality disorder,zaburzenie osobowości borderline,app_sem_0187,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-borderline+personality+disorder/1061,unchanged,app_kw_0194
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,1,AIDS,aids,aids,AIDS,app_sem_0047,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-AIDS/2333,lowercase,app_kw_0048
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,2,emotional reaction,emotional reaction,emotional reaction,reakcja emocjonalna,app_sem_0553,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-emotional+reaction/211882,unchanged,app_kw_0579
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,3,HIV,hiv,hiv,HIV,app_sem_0722,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-HIV/1608,lowercase,app_kw_0753
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,1,Russia,russia,russia,russia,app_sem_1338,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-Russia/63915,lowercase,app_kw_1386
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,2,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,3,culture,culture,culture,kultura,app_sem_0394,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-culture/12314,unchanged,app_kw_0408
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,4,suffering,suffering,suffering,cierpienie,app_sem_1498,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-suffering/59075,unchanged,app_kw_1551
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,1,social functioning,social functioning,social functioning,funkcjonowanie społeczne,app_sem_1437,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-social+functioning/2951,unchanged,app_kw_1488
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,2,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,3,first-episode,first-episode,first-episode,pierwszy epizod,app_sem_0628,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-first-episode/438012,unchanged,app_kw_0657
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,4,1-year follow-up,1-year follow-up,1-year follow-up,1-year follow-up,app_sem_0001,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-1-year+follow-up/438013,unchanged,app_kw_0001
153108,"https://www.archivespp.pl/Coping-with-stress-in-subjects-who-have-experienced-a-traumatic-situation,153108,0,2.html",2005,7,2,Coping with stress in subjects who have experienced a traumatic situation,1,coping styles,coping styles,coping style,styl radzenia sobie,app_sem_0358,exact_map:coping styles->coping style,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-coping+styles/36236,unchanged,app_kw_0372
153108,"https://www.archivespp.pl/Coping-with-stress-in-subjects-who-have-experienced-a-traumatic-situation,153108,0,2.html",2005,7,2,Coping with stress in subjects who have experienced a traumatic situation,2,experience of trauma,experience of trauma,experience of trauma,experience of trauma,app_sem_0585,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-experience+of+trauma/438014,unchanged,app_kw_0613
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,1,PTSD,ptsd,post-traumatic stress disorder,zespół stresu pourazowego,app_sem_1150,exact_map:ptsd->post-traumatic stress disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-PTSD/4808,lowercase,app_kw_1326
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,2,flood,flood,flood,powódź,app_sem_0636,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-flood/3414,unchanged,app_kw_0665
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,3,CIDI,cidi,cidi,CIDI,app_sem_0264,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-CIDI/13441,lowercase,app_kw_0272
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,1,symptom dynamics,symptom dynamics,symptom dynamics,dynamika objawów,app_sem_1511,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-symptom+dynamics/438015,unchanged,app_kw_1565
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,2,neurotic disorders,neurotic disorders,neurotic disorder,zaburzenie nerwicowe,app_sem_0986,plural_to_concept:neurotic disorders->neurotic disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-neurotic+disorders/1261,unchanged,app_kw_1021
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,3,psychotherapy research,psychotherapy research,psychotherapy research,badania nad psychoterapią,app_sem_1275,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy+research/267490,unchanged,app_kw_1320
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,1,sparteine oxidation,sparteine oxidation,sparteine oxidation,sparteine oxidation,app_sem_1458,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-sparteine+oxidation/438016,unchanged,app_kw_1510
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,2,CYP2D,cyp2d,cyp2d,cyp2d,app_sem_0399,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-CYP2D/438017,lowercase,app_kw_0413
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,3,alcohol dependence,alcohol dependence,alcohol dependence,uzależnienie od alkoholu,app_sem_0052,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-alcohol+dependence/680,unchanged,app_kw_0053
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,4,alcohol withdrawal syndrome,alcohol withdrawal syndrome,alcohol withdrawal syndrome,alkohol withdrawal zespół,app_sem_0055,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-alcohol+withdrawal+syndrome/356330,unchanged,app_kw_0057
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,1,death instinct,death instinct,death instinct,death instinct,app_sem_0408,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-death+instinct/438018,unchanged,app_kw_0422
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,2,human destructiveness,human destructiveness,human destructiveness,human destructiveness,app_sem_0734,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-human+destructiveness/438019,unchanged,app_kw_0765
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,3,early childhood trauma,early childhood trauma,early childhood trauma,early childhood trauma,app_sem_0497,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-early+childhood+trauma/438020,unchanged,app_kw_0514
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,4,neuroscience,neuroscience,neuroscience,neuronauka,app_sem_0983,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-neuroscience/1471,unchanged,app_kw_1017
153113,"https://www.archivespp.pl/The-influence-of-Antoni-Kepinski-s-ideas-on-Jozef-Tischner-s-philosophy-and-its-psychiatric,153113,0,2.html",2005,7,2,The influence of Antoni Kepinski's ideas on Jozef Tischner's philosophy and its psychiatric implications,1,experience of values,experience of values,experience of values,experience of values,app_sem_0586,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-experience+of+values/438021,unchanged,app_kw_0614
153113,"https://www.archivespp.pl/The-influence-of-Antoni-Kepinski-s-ideas-on-Jozef-Tischner-s-philosophy-and-its-psychiatric,153113,0,2.html",2005,7,2,The influence of Antoni Kepinski's ideas on Jozef Tischner's philosophy and its psychiatric implications,2,psychotherapeutic factors,psychotherapeutic factors,psychotherapeutic factor,psychotherapeutic czynnik,app_sem_1265,plural_to_concept:psychotherapeutic factors->psychotherapeutic factor,token_partial_review,medium,translation_review|semantic_merge_audit,https://www.archivespp.pl/Keyword-psychotherapeutic+factors/438022,unchanged,app_kw_1308
153114,"https://www.archivespp.pl/An-associations-study-of-the-Dopamine-Transporter-DAT-gene-and-catechol-O-methyltransferase,153114,0,2.html",2005,7,3,An associations study of the Dopamine Transporter (DAT) gene and catechol-O-methyltransferase (COMT) gene in anorexia nervosa in the Polish population,1,DAT and COMT polymorphism,dat and comt polymorphism,dat and comt polymorphism,dat and comt polymorphism,app_sem_0403,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-DAT+and+COMT+polymorphism/438024,lowercase,app_kw_0417
153114,"https://www.archivespp.pl/An-associations-study-of-the-Dopamine-Transporter-DAT-gene-and-catechol-O-methyltransferase,153114,0,2.html",2005,7,3,An associations study of the Dopamine Transporter (DAT) gene and catechol-O-methyltransferase (COMT) gene in anorexia nervosa in the Polish population,2,genetics,genetics,genetics,genetyka,app_sem_0672,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-genetics/321,unchanged,app_kw_0701
153114,"https://www.archivespp.pl/An-associations-study-of-the-Dopamine-Transporter-DAT-gene-and-catechol-O-methyltransferase,153114,0,2.html",2005,7,3,An associations study of the Dopamine Transporter (DAT) gene and catechol-O-methyltransferase (COMT) gene in anorexia nervosa in the Polish population,3,anorexia nervosa,anorexia nervosa,anorexia nervosa,jadłowstręt psychiczny,app_sem_0077,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-anorexia+nervosa/785,unchanged,app_kw_0079
153115,"https://www.archivespp.pl/Depressive-symptoms-and-preclinical-Alzheimer-s-disease,153115,0,2.html",2005,7,3,Depressive symptoms and preclinical Alzheimer's disease,1,Alzheimer's disease,alzheimer's disease,alzheimer's disease,choroba Alzheimera,app_sem_0064,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-Alzheimer%27s+disease/336,lowercase,app_kw_0066
153115,"https://www.archivespp.pl/Depressive-symptoms-and-preclinical-Alzheimer-s-disease,153115,0,2.html",2005,7,3,Depressive symptoms and preclinical Alzheimer's disease,2,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445
153115,"https://www.archivespp.pl/Depressive-symptoms-and-preclinical-Alzheimer-s-disease,153115,0,2.html",2005,7,3,Depressive symptoms and preclinical Alzheimer's disease,3,preclinical stage,preclinical stage,preclinical stage,preclinical stage,app_sem_1158,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-preclinical+stage/438029,unchanged,app_kw_1197
153116,"https://www.archivespp.pl/Social-disability-and-social-functioning-measurement-in-Polish-psychiatric-research,153116,0,2.html",2005,7,3,Social disability and social functioning measurement in Polish psychiatric research,1,social functioning,social functioning,social functioning,funkcjonowanie społeczne,app_sem_1437,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-social+functioning/2951,unchanged,app_kw_1488
153116,"https://www.archivespp.pl/Social-disability-and-social-functioning-measurement-in-Polish-psychiatric-research,153116,0,2.html",2005,7,3,Social disability and social functioning measurement in Polish psychiatric research,2,social disability,social disability,social disability,niepełnosprawność społeczna,app_sem_1433,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-social+disability/438030,unchanged,app_kw_1484
153116,"https://www.archivespp.pl/Social-disability-and-social-functioning-measurement-in-Polish-psychiatric-research,153116,0,2.html",2005,7,3,Social disability and social functioning measurement in Polish psychiatric research,3,psychometric scales,psychometric scales,psychometric scales,psychometric scales,app_sem_1249,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-psychometric+scales/44376,unchanged,app_kw_1290
153117,"https://www.archivespp.pl/The-influence-of-the-new-social-help-facilities-on-the-reduction-of-hospitalisations,153117,0,2.html",2005,7,3,The influence of the new social help facilities on the reduction of hospitalisations of chronically mentally ill patients,1,chronic mentally ill persons,chronic mentally ill persons,chronic mentally ill persons,przewlekły mentally ill persons,app_sem_0257,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-chronic+mentally+ill+persons/438031,unchanged,app_kw_0265
153117,"https://www.archivespp.pl/The-influence-of-the-new-social-help-facilities-on-the-reduction-of-hospitalisations,153117,0,2.html",2005,7,3,The influence of the new social help facilities on the reduction of hospitalisations of chronically mentally ill patients,2,hospitalisations,hospitalisations,hospitalisations,hospitalisations,app_sem_0729,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-hospitalisations/438032,unchanged,app_kw_0760
153117,"https://www.archivespp.pl/The-influence-of-the-new-social-help-facilities-on-the-reduction-of-hospitalisations,153117,0,2.html",2005,7,3,The influence of the new social help facilities on the reduction of hospitalisations of chronically mentally ill patients,3,community social support,community social support,community social support,community social support,app_sem_0323,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-community+social+support/438033,unchanged,app_kw_0336
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,1,bipolar disorder,bipolar disorder,bipolar disorder,zaburzenie afektywne dwubiegunowe,app_sem_0164,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-bipolar+disorder/301,unchanged,app_kw_0170
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,2,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,3,cognitive-behavioral therapy,cognitive-behavioral therapy,cognitive behavioral therapy,terapia poznawczo-behawioralna,app_sem_0292,exact_map:cognitive-behavioral therapy->cognitive behavioral therapy,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-cognitive-behavioral+therapy/23173,unchanged,app_kw_0326
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,4,compliance,compliance,compliance,współpraca w leczeniu,app_sem_0332,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-compliance/238,unchanged,app_kw_0346
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,5,comorbidity,comorbidity,comorbidity,współchorobowość,app_sem_0325,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-comorbidity/2232,unchanged,app_kw_0338
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),1,post-traumatic stress disorder,post-traumatic stress disorder,post-traumatic stress disorder,zespół stresu pourazowego,app_sem_1150,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-post-traumatic+stress+disorder/23536,unchanged,app_kw_1189
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),2,deportation,deportation,deportation,deportacja,app_sem_0426,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-deportation/137269,unchanged,app_kw_0441
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),3,traumatic experience,traumatic experience,traumatic experience,traumatyczny experience,app_sem_1572,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-traumatic+experience/399815,unchanged,app_kw_1626
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),4,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445
153120,"https://www.archivespp.pl/Folie-a-trois-a-sick-family-case-study-Coincidence-of-psychiatric-disorders-in-a,153120,0,2.html",2005,7,3,Folie a trois - a sick family: case study. Coincidence of psychiatric disorders in a single family.,1,shared psychosis,shared psychosis,shared psychosis,shared psychosis,app_sem_1413,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-shared+psychosis/438034,unchanged,app_kw_1462
