article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_url
153104,"https://www.archivespp.pl/Disorganised-attachment-and-borderline-personality-disorder-a-clinical-perspective,153104,0,2.html",2005,7,1,Disorganised attachment and borderline personality disorder: a clinical perspective,1,disorganised attachment,https://www.archivespp.pl/Keyword-disorganised+attachment/438011
153104,"https://www.archivespp.pl/Disorganised-attachment-and-borderline-personality-disorder-a-clinical-perspective,153104,0,2.html",2005,7,1,Disorganised attachment and borderline personality disorder: a clinical perspective,2,borderline personality disorder,https://www.archivespp.pl/Keyword-borderline+personality+disorder/1061
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,1,AIDS,https://www.archivespp.pl/Keyword-AIDS/2333
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,2,emotional reaction,https://www.archivespp.pl/Keyword-emotional+reaction/211882
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,3,HIV,https://www.archivespp.pl/Keyword-HIV/1608
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,1,Russia,https://www.archivespp.pl/Keyword-Russia/63915
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,2,psychotherapy,https://www.archivespp.pl/Keyword-psychotherapy/309264
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,3,culture,https://www.archivespp.pl/Keyword-culture/12314
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,4,suffering,https://www.archivespp.pl/Keyword-suffering/59075
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html",2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,1,borderline personality disorder,https://www.archivespp.pl/Keyword-borderline+personality+disorder/1061
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html",2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,2,trauma,https://www.archivespp.pl/Keyword-trauma/1709
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html",2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,3,PTSD,https://www.archivespp.pl/Keyword-PTSD/4808
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html",2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,4,dialectical behavior therapyDBT,https://www.archivespp.pl/Keyword-dialectical+behavior+therapyDBT/506586
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html",2026,28,1,Editorial,1,editorial,https://www.archivespp.pl/Keyword-editorial/4090
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html",2026,28,1,Editorial,2,editorial 1,https://www.archivespp.pl/Keyword-editorial+1/160554
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html",2026,28,1,Editorial,3,editorial 2,https://www.archivespp.pl/Keyword-editorial+2/160555
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html",2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,1,psychotherapy,https://www.archivespp.pl/Keyword-psychotherapy/309264
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html",2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,2,conversational artificial intelligence,https://www.archivespp.pl/Keyword-conversational+artificial+intelligence/477772
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html",2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,3,moral agent,https://www.archivespp.pl/Keyword-moral+agent/477773
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,1,mindfulness,https://www.archivespp.pl/Keyword-mindfulness/311985
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,2,depression,https://www.archivespp.pl/Keyword-depression/494
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,3,anxiety,https://www.archivespp.pl/Keyword-anxiety/1597
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,4,major depression,https://www.archivespp.pl/Keyword-major+depression/96063
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,5,self-compassion,https://www.archivespp.pl/Keyword-self-compassion/127288
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,1,trauma,https://www.archivespp.pl/Keyword-trauma/1709
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,2,PTSD,https://www.archivespp.pl/Keyword-PTSD/4808
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,3,cognitive-behavioral therapy,https://www.archivespp.pl/Keyword-cognitive-behavioral+therapy/23173
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,4,Prolonged Exposure,https://www.archivespp.pl/Keyword-Prolonged+Exposure/30648
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,5,Cognitive Processing Therapy,https://www.archivespp.pl/Keyword-Cognitive+Processing+Therapy/581564
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",1,impulsivity,https://www.archivespp.pl/Keyword-impulsivity/677
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",2,self-harm,https://www.archivespp.pl/Keyword-self-harm/29965
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",3,interpersonal relationships,https://www.archivespp.pl/Keyword-interpersonal+relationships/72315
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",4,suicidal behaviour,https://www.archivespp.pl/Keyword-suicidal+behaviour/113077
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",5,emotional instability,https://www.archivespp.pl/Keyword-emotional+instability/185959
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,1,social functioning,https://www.archivespp.pl/Keyword-social+functioning/2951
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,2,schizophrenia,https://www.archivespp.pl/Keyword-schizophrenia/387
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,3,first-episode,https://www.archivespp.pl/Keyword-first-episode/438012
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,4,1-year follow-up,https://www.archivespp.pl/Keyword-1-year+follow-up/438013
153108,"https://www.archivespp.pl/Coping-with-stress-in-subjects-who-have-experienced-a-traumatic-situation,153108,0,2.html",2005,7,2,Coping with stress in subjects who have experienced a traumatic situation,1,coping styles,https://www.archivespp.pl/Keyword-coping+styles/36236
153108,"https://www.archivespp.pl/Coping-with-stress-in-subjects-who-have-experienced-a-traumatic-situation,153108,0,2.html",2005,7,2,Coping with stress in subjects who have experienced a traumatic situation,2,experience of trauma,https://www.archivespp.pl/Keyword-experience+of+trauma/438014
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,1,PTSD,https://www.archivespp.pl/Keyword-PTSD/4808
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,2,flood,https://www.archivespp.pl/Keyword-flood/3414
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,3,CIDI,https://www.archivespp.pl/Keyword-CIDI/13441
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,1,symptom dynamics,https://www.archivespp.pl/Keyword-symptom+dynamics/438015
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,2,neurotic disorders,https://www.archivespp.pl/Keyword-neurotic+disorders/1261
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,3,psychotherapy research,https://www.archivespp.pl/Keyword-psychotherapy+research/267490
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,1,sparteine oxidation,https://www.archivespp.pl/Keyword-sparteine+oxidation/438016
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,2,CYP2D,https://www.archivespp.pl/Keyword-CYP2D/438017
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,3,alcohol dependence,https://www.archivespp.pl/Keyword-alcohol+dependence/680
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,4,alcohol withdrawal syndrome,https://www.archivespp.pl/Keyword-alcohol+withdrawal+syndrome/356330
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,1,death instinct,https://www.archivespp.pl/Keyword-death+instinct/438018
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,2,human destructiveness,https://www.archivespp.pl/Keyword-human+destructiveness/438019
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,3,early childhood trauma,https://www.archivespp.pl/Keyword-early+childhood+trauma/438020
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,4,neuroscience,https://www.archivespp.pl/Keyword-neuroscience/1471
153113,"https://www.archivespp.pl/The-influence-of-Antoni-Kepinski-s-ideas-on-Jozef-Tischner-s-philosophy-and-its-psychiatric,153113,0,2.html",2005,7,2,The influence of Antoni Kepinski's ideas on Jozef Tischner's philosophy and its psychiatric implications,1,experience of values,https://www.archivespp.pl/Keyword-experience+of+values/438021
153113,"https://www.archivespp.pl/The-influence-of-Antoni-Kepinski-s-ideas-on-Jozef-Tischner-s-philosophy-and-its-psychiatric,153113,0,2.html",2005,7,2,The influence of Antoni Kepinski's ideas on Jozef Tischner's philosophy and its psychiatric implications,2,psychotherapeutic factors,https://www.archivespp.pl/Keyword-psychotherapeutic+factors/438022
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html",2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,1,borderline personality disorder,https://www.archivespp.pl/Keyword-borderline+personality+disorder/1061
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html",2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,2,trauma,https://www.archivespp.pl/Keyword-trauma/1709
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html",2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,3,PTSD,https://www.archivespp.pl/Keyword-PTSD/4808
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html",2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,4,dialectical behavior therapyDBT,https://www.archivespp.pl/Keyword-dialectical+behavior+therapyDBT/506586
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html",2026,28,1,Editorial,1,editorial,https://www.archivespp.pl/Keyword-editorial/4090
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html",2026,28,1,Editorial,2,editorial 1,https://www.archivespp.pl/Keyword-editorial+1/160554
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html",2026,28,1,Editorial,3,editorial 2,https://www.archivespp.pl/Keyword-editorial+2/160555
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html",2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,1,psychotherapy,https://www.archivespp.pl/Keyword-psychotherapy/309264
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html",2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,2,conversational artificial intelligence,https://www.archivespp.pl/Keyword-conversational+artificial+intelligence/477772
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html",2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,3,moral agent,https://www.archivespp.pl/Keyword-moral+agent/477773
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,1,mindfulness,https://www.archivespp.pl/Keyword-mindfulness/311985
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,2,depression,https://www.archivespp.pl/Keyword-depression/494
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,3,anxiety,https://www.archivespp.pl/Keyword-anxiety/1597
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,4,major depression,https://www.archivespp.pl/Keyword-major+depression/96063
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html",2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,5,self-compassion,https://www.archivespp.pl/Keyword-self-compassion/127288
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,1,trauma,https://www.archivespp.pl/Keyword-trauma/1709
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,2,PTSD,https://www.archivespp.pl/Keyword-PTSD/4808
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,3,cognitive-behavioral therapy,https://www.archivespp.pl/Keyword-cognitive-behavioral+therapy/23173
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,4,Prolonged Exposure,https://www.archivespp.pl/Keyword-Prolonged+Exposure/30648
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html",2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,5,Cognitive Processing Therapy,https://www.archivespp.pl/Keyword-Cognitive+Processing+Therapy/581564
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",1,impulsivity,https://www.archivespp.pl/Keyword-impulsivity/677
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",2,self-harm,https://www.archivespp.pl/Keyword-self-harm/29965
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",3,interpersonal relationships,https://www.archivespp.pl/Keyword-interpersonal+relationships/72315
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",4,suicidal behaviour,https://www.archivespp.pl/Keyword-suicidal+behaviour/113077
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html",2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",5,emotional instability,https://www.archivespp.pl/Keyword-emotional+instability/185959
153114,"https://www.archivespp.pl/An-associations-study-of-the-Dopamine-Transporter-DAT-gene-and-catechol-O-methyltransferase,153114,0,2.html",2005,7,3,An associations study of the Dopamine Transporter (DAT) gene and catechol-O-methyltransferase (COMT) gene in anorexia nervosa in the Polish population,1,DAT and COMT polymorphism,https://www.archivespp.pl/Keyword-DAT+and+COMT+polymorphism/438024
153114,"https://www.archivespp.pl/An-associations-study-of-the-Dopamine-Transporter-DAT-gene-and-catechol-O-methyltransferase,153114,0,2.html",2005,7,3,An associations study of the Dopamine Transporter (DAT) gene and catechol-O-methyltransferase (COMT) gene in anorexia nervosa in the Polish population,2,genetics,https://www.archivespp.pl/Keyword-genetics/321
153114,"https://www.archivespp.pl/An-associations-study-of-the-Dopamine-Transporter-DAT-gene-and-catechol-O-methyltransferase,153114,0,2.html",2005,7,3,An associations study of the Dopamine Transporter (DAT) gene and catechol-O-methyltransferase (COMT) gene in anorexia nervosa in the Polish population,3,anorexia nervosa,https://www.archivespp.pl/Keyword-anorexia+nervosa/785
153115,"https://www.archivespp.pl/Depressive-symptoms-and-preclinical-Alzheimer-s-disease,153115,0,2.html",2005,7,3,Depressive symptoms and preclinical Alzheimer's disease,1,Alzheimer's disease,https://www.archivespp.pl/Keyword-Alzheimer%27s+disease/336
153115,"https://www.archivespp.pl/Depressive-symptoms-and-preclinical-Alzheimer-s-disease,153115,0,2.html",2005,7,3,Depressive symptoms and preclinical Alzheimer's disease,2,depression,https://www.archivespp.pl/Keyword-depression/494
153115,"https://www.archivespp.pl/Depressive-symptoms-and-preclinical-Alzheimer-s-disease,153115,0,2.html",2005,7,3,Depressive symptoms and preclinical Alzheimer's disease,3,preclinical stage,https://www.archivespp.pl/Keyword-preclinical+stage/438029
153116,"https://www.archivespp.pl/Social-disability-and-social-functioning-measurement-in-Polish-psychiatric-research,153116,0,2.html",2005,7,3,Social disability and social functioning measurement in Polish psychiatric research,1,social functioning,https://www.archivespp.pl/Keyword-social+functioning/2951
153116,"https://www.archivespp.pl/Social-disability-and-social-functioning-measurement-in-Polish-psychiatric-research,153116,0,2.html",2005,7,3,Social disability and social functioning measurement in Polish psychiatric research,2,social disability,https://www.archivespp.pl/Keyword-social+disability/438030
153116,"https://www.archivespp.pl/Social-disability-and-social-functioning-measurement-in-Polish-psychiatric-research,153116,0,2.html",2005,7,3,Social disability and social functioning measurement in Polish psychiatric research,3,psychometric scales,https://www.archivespp.pl/Keyword-psychometric+scales/44376
