source_page_key,membership_category,source_url,snapshot_date_utc,row_index_in_source,name_raw,full_name_ptpp_order,surname_guess,given_names_guess,normalized_person_key,source_attribute,extraction_method,review_flag
certified_therapists,certified_therapist_ptpp,https://ptpp.pl/certyfikowane-i-terapeutki-i-terapeuci-psychoanalityczne-i-ptpp/,2026-06-17T06:32:02+00:00,14,Kluby filmowe i teatralne,Kluby filmowe i teatralne,Kluby filmowe i,teatralne,kluby filmowe i teatralne,,html_text_window:Certyfikowani terapeuci psychoanalityczni PTPP,
certified_therapists,certified_therapist_ptpp,https://ptpp.pl/certyfikowane-i-terapeutki-i-terapeuci-psychoanalityczne-i-ptpp/,2026-06-17T06:32:02+00:00,15,Sekcja Psychoterapii Dzieci i Młodzieży,Sekcja Psychoterapii Dzieci i Młodzieży,Sekcja Psychoterapii Dzieci i,Młodzieży,sekcja psychoterapii dzieci i m odziezy,,html_text_window:Certyfikowani terapeuci psychoanalityczni PTPP,
certified_therapists,certified_therapist_ptpp,https://ptpp.pl/certyfikowane-i-terapeutki-i-terapeuci-psychoanalityczne-i-ptpp/,2026-06-17T06:32:02+00:00,16,Sekcja Psychoterapii Par i Rodzin,Sekcja Psychoterapii Par i Rodzin,Sekcja Psychoterapii Par i,Rodzin,sekcja psychoterapii par i rodzin,,html_text_window:Certyfikowani terapeuci psychoanalityczni PTPP,
certified_therapists,certified_therapist_ptpp,https://ptpp.pl/certyfikowane-i-terapeutki-i-terapeuci-psychoanalityczne-i-ptpp/,2026-06-17T06:32:02+00:00,17,Małopolsko – Podkarpacki,Małopolsko – Podkarpacki,Małopolsko –,Podkarpacki,ma opolsko podkarpacki,,html_text_window:Certyfikowani terapeuci psychoanalityczni PTPP,
certified_therapists,certified_therapist_ptpp,https://ptpp.pl/certyfikowane-i-terapeutki-i-terapeuci-psychoanalityczne-i-ptpp/,2026-06-17T06:32:02+00:00,18,SORGA i programy sportowe,SORGA i programy sportowe,SORGA i programy,sportowe,sorga i programy sportowe,,html_text_window:Certyfikowani terapeuci psychoanalityczni PTPP,
certified_therapists,certified_therapist_ptpp,https://ptpp.pl/certyfikowane-i-terapeutki-i-terapeuci-psychoanalityczne-i-ptpp/,2026-06-17T06:32:02+00:00,19,Programy sportowe,Programy sportowe,Programy,sportowe,programy sportowe,,html_text_window:Certyfikowani terapeuci psychoanalityczni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,1,O nas – mapa PTPP,O nas – mapa PTPP,O nas – mapa,PTPP,o nas mapa ptpp,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,2,Superwizorki i Superwizorzy PTPP,Superwizorki i Superwizorzy PTPP,Superwizorki i Superwizorzy,PTPP,superwizorki i superwizorzy ptpp,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,3,Komisja Etyki i standardy,Komisja Etyki i standardy,Komisja Etyki i,standardy,komisja etyki i standardy,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,4,Delegacje i Grupy Robocze,Delegacje i Grupy Robocze,Delegacje i Grupy,Robocze,delegacje i grupy robocze,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,5,O terapii,O terapii,O,terapii,o terapii,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,6,Rozmowy z terapeutami,Rozmowy z terapeutami,Rozmowy z,terapeutami,rozmowy z terapeutami,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,7,Pro Bono,Pro Bono,Pro,Bono,pro bono,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,8,O szkoleniu,O szkoleniu,O,szkoleniu,o szkoleniu,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,9,Jak zacząć szkolenie,Jak zacząć szkolenie,Jak zacząć,szkolenie,jak zaczac szkolenie,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,10,Rodzaje szkolenia,Rodzaje szkolenia,Rodzaje,szkolenia,rodzaje szkolenia,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,11,Gdzie się szkolić,Gdzie się szkolić,Gdzie się,szkolić,gdzie sie szkolic,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,12,O certyfikatach,O certyfikatach,O,certyfikatach,o certyfikatach,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,13,Seminaria i wykłady,Seminaria i wykłady,Seminaria i,wykłady,seminaria i wyk ady,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,14,Kluby filmowe i teatralne,Kluby filmowe i teatralne,Kluby filmowe i,teatralne,kluby filmowe i teatralne,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,15,Sekcja Psychoterapii Dzieci i Młodzieży,Sekcja Psychoterapii Dzieci i Młodzieży,Sekcja Psychoterapii Dzieci i,Młodzieży,sekcja psychoterapii dzieci i m odziezy,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,16,Sekcja Psychoterapii Par i Rodzin,Sekcja Psychoterapii Par i Rodzin,Sekcja Psychoterapii Par i,Rodzin,sekcja psychoterapii par i rodzin,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,17,Małopolsko – Podkarpacki,Małopolsko – Podkarpacki,Małopolsko –,Podkarpacki,ma opolsko podkarpacki,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,18,SORGA i programy sportowe,SORGA i programy sportowe,SORGA i programy,sportowe,sorga i programy sportowe,,html_text_window:Członkowie nadzwyczajni PTPP,
extraordinary_members,extraordinary_member_ptpp,https://ptpp.pl/czlonkinie-i-czlonkowie-nadzwyczajne-i-ptpp/,2026-06-17T06:32:02+00:00,19,Programy sportowe,Programy sportowe,Programy,sportowe,programy sportowe,,html_text_window:Członkowie nadzwyczajni PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,1,O nas – mapa PTPP,O nas – mapa PTPP,O nas – mapa,PTPP,o nas mapa ptpp,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,2,Superwizorki i Superwizorzy PTPP,Superwizorki i Superwizorzy PTPP,Superwizorki i Superwizorzy,PTPP,superwizorki i superwizorzy ptpp,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,3,Komisja Etyki i standardy,Komisja Etyki i standardy,Komisja Etyki i,standardy,komisja etyki i standardy,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,4,Delegacje i Grupy Robocze,Delegacje i Grupy Robocze,Delegacje i Grupy,Robocze,delegacje i grupy robocze,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,5,O terapii,O terapii,O,terapii,o terapii,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,6,Rozmowy z terapeutami,Rozmowy z terapeutami,Rozmowy z,terapeutami,rozmowy z terapeutami,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,7,Pro Bono,Pro Bono,Pro,Bono,pro bono,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,8,O szkoleniu,O szkoleniu,O,szkoleniu,o szkoleniu,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,9,Jak zacząć szkolenie,Jak zacząć szkolenie,Jak zacząć,szkolenie,jak zaczac szkolenie,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,10,Rodzaje szkolenia,Rodzaje szkolenia,Rodzaje,szkolenia,rodzaje szkolenia,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,11,Gdzie się szkolić,Gdzie się szkolić,Gdzie się,szkolić,gdzie sie szkolic,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,12,O certyfikatach,O certyfikatach,O,certyfikatach,o certyfikatach,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,13,Seminaria i wykłady,Seminaria i wykłady,Seminaria i,wykłady,seminaria i wyk ady,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,14,Kluby filmowe i teatralne,Kluby filmowe i teatralne,Kluby filmowe i,teatralne,kluby filmowe i teatralne,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,15,Sekcja Psychoterapii Dzieci i Młodzieży,Sekcja Psychoterapii Dzieci i Młodzieży,Sekcja Psychoterapii Dzieci i,Młodzieży,sekcja psychoterapii dzieci i m odziezy,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,16,Sekcja Psychoterapii Par i Rodzin,Sekcja Psychoterapii Par i Rodzin,Sekcja Psychoterapii Par i,Rodzin,sekcja psychoterapii par i rodzin,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,17,Małopolsko – Podkarpacki,Małopolsko – Podkarpacki,Małopolsko –,Podkarpacki,ma opolsko podkarpacki,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,18,SORGA i programy sportowe,SORGA i programy sportowe,SORGA i programy,sportowe,sorga i programy sportowe,,html_text_window:Kandydatki i kandydaci PTPP,
candidates,candidate_ptpp,https://ptpp.pl/kandydatki-i-kandydaci-ptpp/,2026-06-17T06:32:02+00:00,19,Programy sportowe,Programy sportowe,Programy,sportowe,programy sportowe,,html_text_window:Kandydatki i kandydaci PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,1,Superwizorki i Superwizorzy PTPP,Superwizorki i Superwizorzy PTPP,Superwizorki i Superwizorzy,PTPP,superwizorki i superwizorzy ptpp,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,2,Komisja Etyki i standardy,Komisja Etyki i standardy,Komisja Etyki i,standardy,komisja etyki i standardy,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,3,Delegacje i Grupy Robocze,Delegacje i Grupy Robocze,Delegacje i Grupy,Robocze,delegacje i grupy robocze,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,4,O terapii,O terapii,O,terapii,o terapii,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,5,Rozmowy z terapeutami,Rozmowy z terapeutami,Rozmowy z,terapeutami,rozmowy z terapeutami,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,6,Pro Bono,Pro Bono,Pro,Bono,pro bono,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,7,O szkoleniu,O szkoleniu,O,szkoleniu,o szkoleniu,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,8,Jak zacząć szkolenie,Jak zacząć szkolenie,Jak zacząć,szkolenie,jak zaczac szkolenie,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,9,Rodzaje szkolenia,Rodzaje szkolenia,Rodzaje,szkolenia,rodzaje szkolenia,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,10,Gdzie się szkolić,Gdzie się szkolić,Gdzie się,szkolić,gdzie sie szkolic,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,11,O certyfikatach,O certyfikatach,O,certyfikatach,o certyfikatach,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,12,Seminaria i wykłady,Seminaria i wykłady,Seminaria i,wykłady,seminaria i wyk ady,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,13,Kluby filmowe i teatralne,Kluby filmowe i teatralne,Kluby filmowe i,teatralne,kluby filmowe i teatralne,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,14,Sekcja Psychoterapii Dzieci i Młodzieży,Sekcja Psychoterapii Dzieci i Młodzieży,Sekcja Psychoterapii Dzieci i,Młodzieży,sekcja psychoterapii dzieci i m odziezy,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,15,Sekcja Psychoterapii Par i Rodzin,Sekcja Psychoterapii Par i Rodzin,Sekcja Psychoterapii Par i,Rodzin,sekcja psychoterapii par i rodzin,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,16,SORGA i programy sportowe,SORGA i programy sportowe,SORGA i programy,sportowe,sorga i programy sportowe,,html_text_window:Superwizorki i Superwizorzy PTPP,
supervisors,supervisor_ptpp,https://ptpp.pl/o-nas/superwizorki-i-superwizorzy-ptpp/,2026-06-17T06:32:02+00:00,17,Programy sportowe,Programy sportowe,Programy,sportowe,programy sportowe,,html_text_window:Superwizorki i Superwizorzy PTPP,
