rank_within_group,journal_key,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
56,ijpa,2010-2025,sur les,terms_bigram,1221,10943,18,0,1.4742,0.0,1.4742,331.365,4.340696
57,ijpa,2010-2025,internal world,terms_bigram,1221,10943,24,70,1.9656,0.6397,1.3259,3.1123,4.267984
58,ijpa,2010-2025,ist die,terms_bigram,1221,10943,17,0,1.3923,0.0,1.3923,313.4534,4.024269
59,ijpa,2010-2025,point vue,terms_bigram,1221,10943,17,0,1.3923,0.0,1.3923,313.4534,4.024269
60,ijpa,2010-2025,weiss heinz,terms_bigram,1221,10943,17,3,1.3923,0.0274,1.3649,44.7791,3.94503
61,ijpa,2010-2025,accepted november,terms_bigram,1221,10943,18,17,1.4742,0.1554,1.3189,9.4676,3.883276
62,ijpa,2010-2025,here now,terms_bigram,1221,10943,20,42,1.638,0.3838,1.2542,4.3199,3.818424
63,ijpa,2010-2025,publication january,terms_bigram,1221,10943,17,9,1.3923,0.0822,1.3101,16.4975,3.786552
64,ijpa,2010-2025,aus der,terms_bigram,1221,10943,16,0,1.3104,0.0,1.3104,295.5417,3.712646
65,ijpa,2010-2025,que los,terms_bigram,1221,10943,16,0,1.3104,0.0,1.3104,295.5417,3.712646
66,ijpa,2010-2025,die autorin,terms_bigram,1221,10943,16,0,1.3104,0.0,1.3104,295.5417,3.712646
67,ijpa,2010-2025,dans les,terms_bigram,1221,10943,16,2,1.3104,0.0183,1.2921,59.1083,3.660865
68,ijpa,2010-2025,von der,terms_bigram,1221,10943,16,2,1.3104,0.0183,1.2921,59.1083,3.660865
69,ijpa,2010-2025,auf der,terms_bigram,1221,10943,16,3,1.3104,0.0274,1.283,42.2202,3.634975
70,ijpa,2010-2025,author argues,terms_bigram,1221,10943,28,134,2.2932,1.2245,1.0687,1.8977,3.598546
71,ijpa,2010-2025,john steiner,terms_bigram,1221,10943,17,18,1.3923,0.1645,1.2278,8.4717,3.548835
72,ijpa,2010-2025,ipa congress,terms_bigram,1221,10943,17,20,1.3923,0.1828,1.2095,7.6452,3.496009
73,ijpa,2010-2025,accepted july,terms_bigram,1221,10943,16,10,1.3104,0.0914,1.219,14.0734,3.45374
74,ijpa,2010-2025,publication july,terms_bigram,1221,10943,16,10,1.3104,0.0914,1.219,14.0734,3.45374
75,ijpa,2010-2025,way thinking,terms_bigram,1221,10943,19,45,1.5561,0.4112,1.1449,3.8382,3.429753
76,ijpa,2010-2025,der autor,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129
77,ijpa,2010-2025,della psicoanalisi,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129
78,ijpa,2010-2025,diesem beitrag,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129
79,ijpa,2010-2025,als auch,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129
80,ijpa,2010-2025,qui est,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129
81,ijpa,2010-2025,presente art,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129
82,ijpa,2010-2025,par les,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129
83,ijpa,2010-2025,ucl rachel,terms_bigram,1221,10943,15,1,1.2285,0.0091,1.2194,92.5434,3.380792
84,ijpa,2010-2025,catalina bronstein,terms_bigram,1221,10943,15,2,1.2285,0.0183,1.2102,55.526,3.355455
85,ijpa,2010-2025,freud's thinking,terms_bigram,1221,10943,17,28,1.3923,0.2559,1.1364,5.4992,3.284705
86,ijpa,2010-2025,publication february,terms_bigram,1221,10943,15,6,1.2285,0.0548,1.1737,21.3562,3.254109
87,ijpa,2010-2025,standard edition,terms_bigram,1221,10943,16,21,1.3104,0.1919,1.1185,6.8731,3.168943
88,ijpa,2010-2025,psychic apparatus,terms_bigram,1221,10943,19,55,1.5561,0.5026,1.0535,3.1466,3.155995
89,ijpa,2010-2025,gmail orcid,terms_bigram,1221,10943,21,78,1.7199,0.7128,1.0071,2.4529,3.113042
90,ijpa,2010-2025,die der,terms_bigram,1221,10943,14,0,1.1466,0.0,1.1466,259.7185,3.105053
91,ijpa,2010-2025,manera que,terms_bigram,1221,10943,14,0,1.1466,0.0,1.1466,259.7185,3.105053
92,ijpa,2010-2025,sostiene que,terms_bigram,1221,10943,14,0,1.1466,0.0,1.1466,259.7185,3.105053
93,ijpa,2010-2025,del analista,terms_bigram,1221,10943,14,0,1.1466,0.0,1.1466,259.7185,3.105053
94,ijpa,2010-2025,blass ucl,terms_bigram,1221,10943,14,1,1.1466,0.0091,1.1375,86.5728,3.080307
95,ijpa,2010-2025,melanie klein's,terms_bigram,1221,10943,18,49,1.4742,0.4478,1.0264,3.3471,3.022251
96,ijpa,2010-2025,publication november,terms_bigram,1221,10943,14,4,1.1466,0.0366,1.11,28.8576,3.006066
97,ijpa,2010-2025,inner world,terms_bigram,1221,10943,22,93,1.8018,0.8499,0.9519,2.1551,2.984813
98,ijpa,2010-2025,paulo brazil,terms_bigram,1221,10943,15,20,1.2285,0.1828,1.0457,6.7715,2.899396
99,ijpa,2010-2025,covid pandemic,terms_bigram,1221,10943,17,45,1.3923,0.4112,0.9811,3.4445,2.835685
100,ijpa,2010-2025,modo cui,terms_bigram,1221,10943,13,0,1.0647,0.0,1.0647,241.8069,2.809807
1,japa,1946-1969,american association,terms_bigram,538,11626,121,369,22.4907,3.1739,19.3168,7.0932,92.798245
2,japa,1946-1969,meeting american,terms_bigram,538,11626,84,113,15.6134,0.972,14.6414,16.0598,65.046739
3,japa,1946-1969,association december,terms_bigram,538,11626,54,56,10.0372,0.4817,9.5555,20.8078,38.292055
4,japa,1946-1969,annual meeting,terms_bigram,538,11626,39,47,7.2491,0.4043,6.8448,17.9383,25.249658
5,japa,1946-1969,midwinter meeting,terms_bigram,538,11626,26,4,4.8327,0.0344,4.7983,127.0317,15.814441
6,japa,1946-1969,submitted march,terms_bigram,538,11626,23,9,4.2751,0.0774,4.1977,53.3609,13.340454
7,japa,1946-1969,ego psychology,terms_bigram,538,11626,23,108,4.2751,0.929,3.3461,4.6722,10.634215
8,japa,1946-1969,attempt made,terms_bigram,538,11626,22,92,4.0892,0.7913,3.2979,5.2471,10.340514
9,japa,1946-1969,submitted june,terms_bigram,538,11626,18,4,3.3457,0.0344,3.3113,88.6825,9.749978
10,japa,1946-1969,ego functions,terms_bigram,538,11626,20,84,3.7175,0.7225,2.995,5.2333,9.118204
11,japa,1946-1969,chicago ill,terms_bigram,538,11626,17,29,3.1599,0.2494,2.9104,12.7966,8.412168
12,japa,1946-1969,international universities,terms_bigram,538,11626,16,22,2.974,0.1892,2.7847,15.819,7.889781
13,japa,1946-1969,universities press,terms_bigram,538,11626,16,22,2.974,0.1892,2.7847,15.819,7.889781
14,japa,1946-1969,fall meeting,terms_bigram,538,11626,16,32,2.974,0.2752,2.6987,10.9516,7.646085
15,japa,1946-1969,defense against,terms_bigram,538,11626,16,51,2.974,0.4387,2.5353,6.9112,7.183062
16,japa,1946-1969,read before,terms_bigram,538,11626,17,88,3.1599,0.7569,2.4029,4.2655,6.945353
17,japa,1946-1969,acting out,terms_bigram,538,11626,19,145,3.5316,1.2472,2.2844,2.891,6.843433
18,japa,1946-1969,submitted january,terms_bigram,538,11626,14,9,2.6022,0.0774,2.5248,32.9248,6.837333
19,japa,1946-1969,ego ideal,terms_bigram,538,11626,15,55,2.7881,0.4731,2.315,6.0245,6.418616
20,japa,1946-1969,submitted september,terms_bigram,538,11626,13,4,2.4164,0.0344,2.382,64.7143,6.286106
21,japa,1946-1969,submitted december,terms_bigram,538,11626,13,6,2.4164,0.0516,2.3647,44.8022,6.240707
22,japa,1946-1969,association chicago,terms_bigram,538,11626,13,13,2.4164,0.1118,2.3045,21.5714,6.081809
23,japa,1946-1969,defense mechanisms,terms_bigram,538,11626,14,51,2.6022,0.4387,2.1636,6.0735,5.859025
24,japa,1946-1969,mount sinai,terms_bigram,538,11626,13,32,2.4164,0.2752,2.1411,8.9604,5.650517
25,japa,1946-1969,submitted november,terms_bigram,538,11626,12,6,2.2305,0.0516,2.1789,41.4835,5.588704
26,japa,1946-1969,presented part,terms_bigram,538,11626,12,8,2.2305,0.0688,2.1617,31.7227,5.544579
27,japa,1946-1969,symptom formation,terms_bigram,538,11626,13,38,2.4164,0.3269,2.0895,7.564,5.514319
28,japa,1946-1969,presented annual,terms_bigram,538,11626,12,17,2.2305,0.1462,2.0843,15.4082,5.34602
29,japa,1946-1969,love object,terms_bigram,538,11626,13,49,2.4164,0.4215,1.9949,5.8831,5.264623
30,japa,1946-1969,presented midwinter,terms_bigram,538,11626,11,1,2.0446,0.0086,2.036,165.381,5.05929
31,japa,1946-1969,discussion discussion,terms_bigram,538,11626,11,5,2.0446,0.043,2.0016,45.1039,4.973796
32,japa,1946-1969,ego superego,terms_bigram,538,11626,14,98,2.6022,0.8429,1.7593,3.1755,4.764252
33,japa,1946-1969,basic books,terms_bigram,538,11626,11,15,2.0446,0.129,1.9156,16.0046,4.760059
34,japa,1946-1969,body image,terms_bigram,538,11626,12,46,2.2305,0.3957,1.8348,5.7988,4.706216
35,japa,1946-1969,ernst kris,terms_bigram,538,11626,11,22,2.0446,0.1892,1.8554,11.0254,4.610443
36,japa,1946-1969,phyllis greenacre,terms_bigram,538,11626,11,23,2.0446,0.1978,1.8468,10.5562,4.589069
37,japa,1946-1969,early ego,terms_bigram,538,11626,11,24,2.0446,0.2064,1.8382,10.1254,4.567695
38,japa,1946-1969,sylvan keiser,terms_bigram,538,11626,10,1,1.8587,0.0086,1.8501,151.0,4.436429
39,japa,1946-1969,psychic apparatus,terms_bigram,538,11626,12,62,2.2305,0.5333,1.6972,4.3143,4.353221
40,japa,1946-1969,edith jacobson,terms_bigram,538,11626,10,6,1.8587,0.0516,1.8071,34.8462,4.333303
41,japa,1946-1969,charles fisher,terms_bigram,538,11626,10,9,1.8587,0.0774,1.7813,23.8421,4.271427
42,japa,1946-1969,content dream,terms_bigram,538,11626,10,9,1.8587,0.0774,1.7813,23.8421,4.271427
43,japa,1946-1969,reality testing,terms_bigram,538,11626,12,66,2.2305,0.5677,1.6628,4.0548,4.264973
44,japa,1946-1969,castration anxiety,terms_bigram,538,11626,12,69,2.2305,0.5935,1.637,3.8798,4.198786
45,japa,1946-1969,anna freud,terms_bigram,538,11626,16,177,2.974,1.5224,1.4515,2.0052,4.112489
46,japa,1946-1969,memory traces,terms_bigram,538,11626,10,18,1.8587,0.1548,1.7039,12.2432,4.085799
47,japa,1946-1969,object relationship,terms_bigram,538,11626,12,78,2.2305,0.6709,1.5596,3.4349,4.000226
48,japa,1946-1969,rudolf ekstein,terms_bigram,538,11626,9,1,1.6729,0.0086,1.6643,136.619,3.832103
49,japa,1946-1969,defenses against,terms_bigram,538,11626,10,32,1.8587,0.2752,1.5835,6.9692,3.797045
50,japa,1946-1969,presented before,terms_bigram,538,11626,9,3,1.6729,0.0258,1.6471,58.551,3.792492
51,japa,1946-1969,fisher charles,terms_bigram,538,11626,9,4,1.6729,0.0344,1.6385,45.5397,3.772686
52,japa,1946-1969,before american,terms_bigram,538,11626,9,7,1.6729,0.0602,1.6127,27.3238,3.71327
53,japa,1946-1969,human mind,terms_bigram,538,11626,11,66,2.0446,0.5677,1.4769,3.7304,3.67
54,japa,1946-1969,manifest content,terms_bigram,538,11626,10,39,1.8587,0.3355,1.5233,5.7342,3.652668
55,japa,1946-1969,greenson ralph,terms_bigram,538,11626,9,11,1.6729,0.0946,1.5782,17.8199,3.634048
56,japa,1946-1969,presidential address,terms_bigram,538,11626,9,20,1.6729,0.172,1.5008,9.9965,3.455799
57,japa,1946-1969,ralph greenson,terms_bigram,538,11626,9,21,1.6729,0.1806,1.4922,9.5316,3.435993
58,japa,1946-1969,even though,terms_bigram,538,11626,12,104,2.2305,0.8945,1.3359,2.5803,3.42661
59,japa,1946-1969,sigmund freud,terms_bigram,538,11626,15,184,2.7881,1.5827,1.2054,1.8122,3.342202
60,japa,1946-1969,female sexuality,terms_bigram,538,11626,10,55,1.8587,0.4731,1.3857,4.0811,3.322664
61,japa,1946-1969,psychic functioning,terms_bigram,538,11626,10,57,1.8587,0.4903,1.3685,3.9391,3.281413
62,japa,1946-1969,press pages,terms_bigram,538,11626,8,0,1.487,0.0,1.487,366.7143,3.267248
63,japa,1946-1969,interpretation dreams,terms_bigram,538,11626,11,85,2.0446,0.7311,1.3135,2.9014,3.263899
64,japa,1946-1969,keiser sylvan,terms_bigram,538,11626,8,1,1.487,0.0086,1.4784,122.2381,3.248349
65,japa,1946-1969,grune stratton,terms_bigram,538,11626,8,1,1.487,0.0086,1.4784,122.2381,3.248349
66,japa,1946-1969,subject matter,terms_bigram,538,11626,9,33,1.6729,0.2838,1.389,6.1173,3.198327
67,japa,1946-1969,ego function,terms_bigram,538,11626,9,34,1.6729,0.2924,1.3804,5.94,3.178522
68,japa,1946-1969,victor rosen,terms_bigram,538,11626,8,5,1.487,0.043,1.444,33.3377,3.172752
69,japa,1946-1969,relationship mother,terms_bigram,538,11626,9,43,1.6729,0.3699,1.303,4.711,3.000273
70,japa,1946-1969,great deal,terms_bigram,538,11626,11,98,2.0446,0.8429,1.2017,2.5185,2.986041
71,japa,1946-1969,mark kanzer,terms_bigram,538,11626,8,15,1.487,0.129,1.358,11.8295,2.98376
72,japa,1946-1969,early psychic,terms_bigram,538,11626,8,16,1.487,0.1376,1.3494,11.1126,2.964861
73,japa,1946-1969,object loss,terms_bigram,538,11626,9,47,1.6729,0.4043,1.2686,4.3143,2.921051
74,japa,1946-1969,topeka kansas,terms_bigram,538,11626,9,48,1.6729,0.4129,1.26,4.2253,2.901245
75,japa,1946-1969,object representations,terms_bigram,538,11626,10,76,1.8587,0.6537,1.205,2.9608,2.889533
76,japa,1946-1969,boston mass,terms_bigram,538,11626,8,21,1.487,0.1806,1.3064,8.5282,2.870365
77,japa,1946-1969,well known,terms_bigram,538,11626,11,104,2.0446,0.8945,1.1501,2.3739,2.857799
78,japa,1946-1969,psychiatry mount,terms_bigram,538,11626,8,22,1.487,0.1892,1.2978,8.1492,2.851465
79,japa,1946-1969,summary attempted,terms_bigram,538,11626,8,22,1.487,0.1892,1.2978,8.1492,2.851465
80,japa,1946-1969,outside world,terms_bigram,538,11626,9,52,1.6729,0.4473,1.2256,3.9034,2.822023
81,japa,1946-1969,association atlantic,terms_bigram,538,11626,7,0,1.3011,0.0,1.3011,323.5714,2.705593
82,japa,1946-1969,rangell leo,terms_bigram,538,11626,8,30,1.487,0.258,1.2289,6.0117,2.700272
83,japa,1946-1969,read annual,terms_bigram,538,11626,7,2,1.3011,0.0172,1.2839,64.7143,2.669821
84,japa,1946-1969,attending psychiatrist,terms_bigram,538,11626,7,3,1.3011,0.0258,1.2753,46.2245,2.651935
85,japa,1946-1969,object relationships,terms_bigram,538,11626,11,116,2.0446,0.9978,1.0468,2.1294,2.601315
86,japa,1946-1969,submitted october,terms_bigram,538,11626,7,6,1.3011,0.0516,1.2495,24.8901,2.598276
87,japa,1946-1969,december submitted,terms_bigram,538,11626,7,7,1.3011,0.0602,1.2409,21.5714,2.58039
88,japa,1946-1969,libidinal aggressive,terms_bigram,538,11626,8,38,1.487,0.3269,1.1601,4.7625,2.549078
89,japa,1946-1969,part panel,terms_bigram,538,11626,7,9,1.3011,0.0774,1.2237,17.0301,2.544618
90,japa,1946-1969,self object,terms_bigram,538,11626,10,93,1.8587,0.7999,1.0588,2.4225,2.538903
91,japa,1946-1969,female sexual,terms_bigram,538,11626,7,11,1.3011,0.0946,1.2065,14.0683,2.508846
92,japa,1946-1969,rudolph loewenstein,terms_bigram,538,11626,7,11,1.3011,0.0946,1.2065,14.0683,2.508846
93,japa,1946-1969,leo rangell,terms_bigram,538,11626,8,41,1.487,0.3527,1.1343,4.4182,2.49238
94,japa,1946-1969,kanzer mark,terms_bigram,538,11626,7,14,1.3011,0.1204,1.1807,11.1576,2.455187
95,japa,1946-1969,brief communication,terms_bigram,538,11626,7,14,1.3011,0.1204,1.1807,11.1576,2.455187
96,japa,1946-1969,family romance,terms_bigram,538,11626,7,14,1.3011,0.1204,1.1807,11.1576,2.455187
97,japa,1946-1969,take place,terms_bigram,538,11626,12,153,2.2305,1.316,0.9145,1.7566,2.345563
98,japa,1946-1969,castration complex,terms_bigram,538,11626,8,49,1.487,0.4215,1.0655,3.7042,2.341186
99,japa,1946-1969,latent content,terms_bigram,538,11626,7,21,1.3011,0.1806,1.1205,7.5249,2.329984
100,japa,1946-1969,presented panel,terms_bigram,538,11626,7,23,1.3011,0.1978,1.1033,6.8845,2.294212
1,japa,1970-1989,american association,terms_bigram,681,11483,69,421,10.1322,3.6663,6.4659,2.7765,27.470215
2,japa,1970-1989,medical center,terms_bigram,681,11483,53,137,7.7827,1.1931,6.5896,6.5518,26.285827
3,japa,1970-1989,object relations,terms_bigram,681,11483,66,429,9.6916,3.736,5.9557,2.6072,25.041772
4,japa,1970-1989,chicago illinois,terms_bigram,681,11483,35,52,5.1395,0.4528,4.6867,11.3862,16.794726
5,japa,1970-1989,association december,terms_bigram,681,11483,35,75,5.1395,0.6531,4.4864,7.9175,16.076961
6,japa,1970-1989,meeting american,terms_bigram,681,11483,39,158,5.7269,1.3759,4.3509,4.1964,16.050039
7,japa,1970-1989,transference neurosis,terms_bigram,681,11483,31,99,4.5521,0.8621,3.69,5.3308,12.788514
8,japa,1970-1989,fall meeting,terms_bigram,681,11483,22,26,3.2305,0.2264,3.0041,14.297,9.419406
9,japa,1970-1989,michigan chicago,terms_bigram,681,11483,22,44,3.2305,0.3832,2.8474,8.514,8.927906
10,japa,1970-1989,psychic structure,terms_bigram,681,11483,23,111,3.3774,0.9666,2.4107,3.549,7.661461
11,japa,1970-1989,harold blum,terms_bigram,681,11483,20,51,2.9369,0.4441,2.4927,6.7028,7.58915
12,japa,1970-1989,ego superego,terms_bigram,681,11483,21,91,3.0837,0.7925,2.2912,3.9566,7.082273
13,japa,1970-1989,presented panel,terms_bigram,681,11483,17,13,2.4963,0.1132,2.3831,21.828,6.888097
14,japa,1970-1989,blum harold,terms_bigram,681,11483,18,39,2.6432,0.3396,2.3035,7.8865,6.782631
15,japa,1970-1989,kernberg otto,terms_bigram,681,11483,17,42,2.4963,0.3658,2.1306,6.9336,6.158142
16,japa,1970-1989,ego functions,terms_bigram,681,11483,19,85,2.79,0.7402,2.0498,3.8404,6.140622
17,japa,1970-1989,summary presented,terms_bigram,681,11483,16,23,2.3495,0.2003,2.1492,11.8229,6.089114
18,japa,1970-1989,blum hemlocks,terms_bigram,681,11483,16,32,2.3495,0.2787,2.0708,8.5489,5.867056
19,japa,1970-1989,hemlocks roslyn,terms_bigram,681,11483,16,32,2.3495,0.2787,2.0708,8.5489,5.867056
20,japa,1970-1989,francisco california,terms_bigram,681,11483,17,55,2.4963,0.479,2.0174,5.3095,5.83092
21,japa,1970-1989,otto kernberg,terms_bigram,681,11483,17,60,2.4963,0.5225,1.9738,4.8707,5.705066
22,japa,1970-1989,reality testing,terms_bigram,681,11483,17,61,2.4963,0.5312,1.9651,4.7915,5.679895
23,japa,1970-1989,roslyn estates,terms_bigram,681,11483,15,30,2.2026,0.2613,1.9414,8.5574,5.382669
24,japa,1970-1989,north michigan,terms_bigram,681,11483,15,34,2.2026,0.2961,1.9066,7.5652,5.286088
25,japa,1970-1989,estates harold,terms_bigram,681,11483,14,15,2.0558,0.1306,1.9252,15.7523,5.213464
26,japa,1970-1989,great neck,terms_bigram,681,11483,14,22,2.0558,0.1916,1.8642,10.8516,5.048382
27,japa,1970-1989,narcissistic personality,terms_bigram,681,11483,15,46,2.2026,0.4006,1.8021,5.6129,4.996346
28,japa,1970-1989,cambridge massachusetts,terms_bigram,681,11483,14,27,2.0558,0.2351,1.8207,8.8786,4.930466
29,japa,1970-1989,angeles california,terms_bigram,681,11483,14,39,2.0558,0.3396,1.7162,6.1813,4.647469
30,japa,1970-1989,topeka kansas,terms_bigram,681,11483,14,43,2.0558,0.3745,1.6813,5.6129,4.553136
31,japa,1970-1989,white plains,terms_bigram,681,11483,14,49,2.0558,0.4267,1.6291,4.9326,4.411637
32,japa,1970-1989,submitted april,terms_bigram,681,11483,12,5,1.7621,0.0435,1.7186,38.2698,4.40805
33,japa,1970-1989,defense against,terms_bigram,681,11483,14,53,2.0558,0.4616,1.5942,4.5638,4.317305
34,japa,1970-1989,denver colorado,terms_bigram,681,11483,12,12,1.7621,0.1045,1.6576,16.8387,4.251691
35,japa,1970-1989,haven connecticut,terms_bigram,681,11483,12,12,1.7621,0.1045,1.6576,16.8387,4.251691
36,japa,1970-1989,ego ideal,terms_bigram,681,11483,14,56,2.0558,0.4877,1.5681,4.3214,4.246555
37,japa,1970-1989,downstate medical,terms_bigram,681,11483,12,13,1.7621,0.1132,1.6489,15.5914,4.229354
38,japa,1970-1989,selfand object,terms_bigram,681,11483,12,16,1.7621,0.1393,1.6228,12.7566,4.162344
39,japa,1970-1989,oedipus complex,terms_bigram,681,11483,22,219,3.2305,1.9072,1.3234,1.7261,4.149438
40,japa,1970-1989,annual meeting,terms_bigram,681,11483,14,72,2.0558,0.627,1.4288,3.3677,3.869225
41,japa,1970-1989,object constancy,terms_bigram,681,11483,12,30,1.7621,0.2613,1.5009,6.9011,3.849627
42,japa,1970-1989,philadelphia pennsylvania,terms_bigram,681,11483,11,11,1.6153,0.0958,1.5195,16.8387,3.775761
43,japa,1970-1989,bloomingdale white,terms_bigram,681,11483,12,35,1.7621,0.3048,1.4573,5.9291,3.737942
44,japa,1970-1989,attempt made,terms_bigram,681,11483,15,99,2.2026,0.8621,1.3405,2.6231,3.716653
45,japa,1970-1989,penis envy,terms_bigram,681,11483,12,36,1.7621,0.3135,1.4486,5.7667,3.715605
46,japa,1970-1989,plains otto,terms_bigram,681,11483,11,15,1.6153,0.1306,1.4846,12.4932,3.689201
47,japa,1970-1989,los angeles,terms_bigram,681,11483,23,258,3.3774,2.2468,1.1306,1.5308,3.593065
48,japa,1970-1989,margaret mahler,terms_bigram,681,11483,11,24,1.6153,0.209,1.4063,7.9039,3.494442
49,japa,1970-1989,version presented,terms_bigram,681,11483,11,29,1.6153,0.2525,1.3627,6.5642,3.386243
50,japa,1970-1989,normal pathological,terms_bigram,681,11483,11,29,1.6153,0.2525,1.3627,6.5642,3.386243
51,japa,1970-1989,ego psychology,terms_bigram,681,11483,15,116,2.2026,1.0102,1.1925,2.2403,3.306185
52,japa,1970-1989,structural change,terms_bigram,681,11483,11,34,1.6153,0.2961,1.3192,5.6129,3.278044
53,japa,1970-1989,california robert,terms_bigram,681,11483,10,12,1.4684,0.1045,1.3639,14.1445,3.270553
54,japa,1970-1989,personality organization,terms_bigram,681,11483,12,59,1.7621,0.5138,1.2483,3.5375,3.201856
55,japa,1970-1989,human behavior,terms_bigram,681,11483,10,23,1.4684,0.2003,1.2681,7.5237,3.040849
56,japa,1970-1989,meissner meissner,terms_bigram,681,11483,10,24,1.4684,0.209,1.2594,7.2166,3.019967
57,japa,1970-1989,international universities,terms_bigram,681,11483,10,28,1.4684,0.2438,1.2246,6.2037,2.936439
58,japa,1970-1989,universities press,terms_bigram,681,11483,10,28,1.4684,0.2438,1.2246,6.2037,2.936439
59,japa,1970-1989,kernberg summary,terms_bigram,681,11483,9,6,1.3216,0.0523,1.2693,24.6104,2.922751
60,japa,1970-1989,forest park,terms_bigram,681,11483,9,6,1.3216,0.0523,1.2693,24.6104,2.922751
61,japa,1970-1989,jacob arlow,terms_bigram,681,11483,10,30,1.4684,0.2613,1.2072,5.7969,2.894674
62,japa,1970-1989,blum summary,terms_bigram,681,11483,9,8,1.3216,0.0697,1.2519,18.8197,2.882647
63,japa,1970-1989,north carolina,terms_bigram,681,11483,9,8,1.3216,0.0697,1.2519,18.8197,2.882647
64,japa,1970-1989,louis missouri,terms_bigram,681,11483,9,9,1.3216,0.0784,1.2432,16.8387,2.862595
65,japa,1970-1989,hospital-cornell medical,terms_bigram,681,11483,9,11,1.3216,0.0958,1.2258,13.9102,2.822491
66,japa,1970-1989,menninger foundation,terms_bigram,681,11483,10,35,1.4684,0.3048,1.1636,4.9805,2.790264
67,japa,1970-1989,past present,terms_bigram,681,11483,13,101,1.909,0.8796,1.0294,2.2396,2.716636
68,japa,1970-1989,summary study,terms_bigram,681,11483,9,18,1.3216,0.1568,1.1648,8.6469,2.682126
69,japa,1970-1989,joseph lichtenberg,terms_bigram,681,11483,9,18,1.3216,0.1568,1.1648,8.6469,2.682126
70,japa,1970-1989,merton gill,terms_bigram,681,11483,9,19,1.3216,0.1655,1.1561,8.2035,2.662074
71,japa,1970-1989,infantile neurosis,terms_bigram,681,11483,9,23,1.3216,0.2003,1.1213,6.8071,2.581865
72,japa,1970-1989,concept psychic,terms_bigram,681,11483,9,24,1.3216,0.209,1.1126,6.5293,2.561813
73,japa,1970-1989,box topeka,terms_bigram,681,11483,9,27,1.3216,0.2351,1.0865,5.817,2.501657
74,japa,1970-1989,castration anxiety,terms_bigram,681,11483,11,70,1.6153,0.6096,1.0057,2.7467,2.499008
75,japa,1970-1989,self object,terms_bigram,681,11483,12,91,1.7621,0.7925,0.9696,2.3004,2.487074
76,japa,1970-1989,park west,terms_bigram,681,11483,16,169,2.3495,1.4717,0.8777,1.6392,2.486839
77,japa,1970-1989,ann arbor,terms_bigram,681,11483,12,94,1.7621,0.8186,0.9435,2.2273,2.420063
78,japa,1970-1989,object choice,terms_bigram,681,11483,9,32,1.3216,0.2787,1.0429,4.9221,2.401396
79,japa,1970-1989,character traits,terms_bigram,681,11483,9,32,1.3216,0.2787,1.0429,4.9221,2.401396
80,japa,1970-1989,object representations,terms_bigram,681,11483,11,75,1.6153,0.6531,0.9621,2.5648,2.390809
81,japa,1970-1989,self objects,terms_bigram,681,11483,8,12,1.1747,0.1045,1.0702,11.4503,2.351559
82,japa,1970-1989,coen west,terms_bigram,681,11483,8,14,1.1747,0.1219,1.0528,9.871,2.31329
83,japa,1970-1989,libidinal aggressive,terms_bigram,681,11483,9,37,1.3216,0.3222,0.9994,4.2658,2.301136
84,japa,1970-1989,chicago ill,terms_bigram,681,11483,9,37,1.3216,0.3222,0.9994,4.2658,2.301136
85,japa,1970-1989,cambridge mass,terms_bigram,681,11483,9,37,1.3216,0.3222,0.9994,4.2658,2.301136
86,japa,1970-1989,summary freud's,terms_bigram,681,11483,8,15,1.1747,0.1306,1.0441,9.2341,2.294155
87,japa,1970-1989,submitted january,terms_bigram,681,11483,8,15,1.1747,0.1306,1.0441,9.2341,2.294155
88,japa,1970-1989,john gedo,terms_bigram,681,11483,8,17,1.1747,0.148,1.0267,8.1788,2.255886
89,japa,1970-1989,medicine psychiatry,terms_bigram,681,11483,8,17,1.1747,0.148,1.0267,8.1788,2.255886
90,japa,1970-1989,freud's writings,terms_bigram,681,11483,10,61,1.4684,0.5312,0.9372,2.8749,2.247328
91,japa,1970-1989,wallerstein robert,terms_bigram,681,11483,9,40,1.3216,0.3483,0.9732,3.9498,2.240979
92,japa,1970-1989,presented annual,terms_bigram,681,11483,8,21,1.1747,0.1829,0.9919,6.6572,2.179348
93,japa,1970-1989,francisco calif,terms_bigram,681,11483,8,21,1.1747,0.1829,0.9919,6.6572,2.179348
94,japa,1970-1989,haven conn,terms_bigram,681,11483,8,22,1.1747,0.1916,0.9832,6.3613,2.160213
95,japa,1970-1989,stanley coen,terms_bigram,681,11483,8,22,1.1747,0.1916,0.9832,6.3613,2.160213
96,japa,1970-1989,submitted march,terms_bigram,681,11483,8,24,1.1747,0.209,0.9657,5.842,2.121944
