candidate_publication_id,person_id,name_ptpp_order,surname_guess,given_names_guess,membership_category,source_database,name_as_published,author_position,author_orcid,affiliations,name_match_score,name_match_basis,domain_score,domain_hits,affiliation_score,affiliation_hits,total_candidate_score,confidence_hint,audit_status,audit_notes
c969e8cc8757ce1b12c2,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,5,https://orcid.org/0000-0003-1960-1669,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
36cacd2be5beed8d64c0,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,5,https://orcid.org/0000-0003-1960-1669,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
e9e7cc1560392c0fbf91,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,3,https://orcid.org/0000-0003-1960-1669,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
30404c95a2167db6d55b,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,1,https://orcid.org/0000-0003-1960-1669,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
01c1a9bceba6fbb8502c,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,14,https://orcid.org/0000-0003-1960-1669,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
f6b3a469f1b98366c7f4,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,6,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
fa5b14397c11cca68406,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,6,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
f4066b74612d96ceb03b,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,1,https://orcid.org/0000-0002-9736-1392,,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
e81dfc5ba49d614b5902,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,2,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
a5d913a0a82da26ff8bc,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,1,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
2fe3122c8d2ff4de330e,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,1,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
2deca4fee3b343e19f9c,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,1,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
cb6e8c187e557dc22261,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,3,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
cb6e8c187e557dc22261,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,5,https://orcid.org/0000-0003-1960-1669,University of Silesia in Katowice | PL,0.95,surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
aa2f47256e59cc7b3c78,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,5,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
6d196e73188fdd8ffd54,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,3,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
e98d990e8e436547ae33,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,5,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
9d7e7b2c7980eb2ea4ac,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,3,https://orcid.org/0000-0003-1960-1669,University of Silesia in Katowice | PL,0.95,surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
9d7e7b2c7980eb2ea4ac,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,5,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
1fdfa098b8c01f3918ca,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,5,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
4d668bee42ce9ac2f8c4,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,2,https://orcid.org/0000-0002-9736-1392,Polish Academy of Sciences | PL | Institute of Molecular Physics | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
a3c859fd8ef8e59925b3,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,2,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
a26babf864e1214d65d5,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,1,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
67a3193941ce05488dcf,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,3,https://orcid.org/0000-0002-9736-1392,Polish Academy of Sciences | PL | Institute of Molecular Physics | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
e484bebe5f4d3f5bb3b3,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,4,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
2224d7791dca04ba6f4c,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,1,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
a620f9f949cf77efc5a8,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria A. Augustyniak‐Jabłokow,4,https://orcid.org/0000-0002-9736-1392,Institute of Molecular Physics of the Polish Academy of Sciences | PL | Polish Academy of Sciences | PL,0.95,openalex_author_entity:surname+given,0.0,,0.0,,0.95,medium_candidate,candidate_needs_review,
bf560b2f39369a9342e6,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,6,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
a41e42816ae488a1731a,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,5,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
003edb58a32f176d55fa,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,6,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
3058c3917c3545060711,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,4,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
637557801ccae3c5155b,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,6,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
da83a03bc100f10edf40,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,8,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
6c61ac8c186c9f9ea7bf,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,8,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
362aed011889593db2c5,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,4,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
08bbeb6d79830eaaec59,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,4,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
21d159e462d244a0c389,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,9,,Polytechnic School of Algiers | DZ | University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
d37f272ca63a8e4dec55,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,Maria Augustyniak,4,,University of Silesia in Katowice | PL,0.95,openalex_author_entity:surname+given,0.0,,0.04,katowice,0.99,medium_candidate,candidate_needs_review,
7d803683d927f3f72dc5,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,M. Augustyniak,9,,University of Silesia in Katowice | PL,0.8,openalex_author_entity:surname+initial_or_partial,0.0,,0.04,katowice,0.84,medium_candidate,candidate_needs_review,
06959aa068b846d34a34,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,M. Augustyniak,2,,,0.8,openalex_author_entity:surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
664f2ef98dbd90364fb9,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,M. Augustyniak,7,,University of Economics in Katowice | PL | University of Silesia in Katowice | PL,0.8,openalex_author_entity:surname+initial_or_partial,0.0,,0.04,katowice,0.84,medium_candidate,candidate_needs_review,
09e1ad9085fb6a6ebac1,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,M. Augustyniak,4,,,0.8,openalex_author_entity:surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
d41802b9934a6a5605d6,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,openalex,M. Augustyniak,1,,University of Economics in Katowice | PL | University of Silesia in Katowice | PL,0.8,openalex_author_entity:surname+initial_or_partial,0.0,,0.04,katowice,0.84,medium_candidate,candidate_needs_review,
599d08b8cc025cdc257d,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,1,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
ca662f6652aa2b833b2f,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,3,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
c503d8419f03f6e1b510,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,3,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
263cc6debef946c5276f,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,1,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
ed8dc124d33fe528fd9b,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,9,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
8453631d4680b4798b8d,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,9,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
88ba1d711c24db017ec2,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,7,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
0a16eaf581809fe525ce,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,6,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
3cf5771cc83995fdba7c,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,7,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
ab7e9eddee790a5dc373,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,10,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
dc227d52ffc8ec5e8dc7,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,5,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
6acbf04b41212a0ba4f6,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,1,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
64657c37868fc39bce03,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,7,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
d3f2ecfcd768e9b71e97,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,1,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
4a1a6a04af1675b59486,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,10,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
d7e26fdf3217e9271c44,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,7,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
29081e33792a799c81cf,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,8,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
74c08b033d2275904557,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,5,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
384b62936cc92cff6fc9,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,3,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
26aa57470da276efc9a7,ptpp_ordinary_member_0006,Augustyniak Maria,Augustyniak,Maria,ordinary_member,pubmed,Augustyniak M,3,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
4eb78a2e32618b78a22d,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,7,,,0.8,surname+initial_or_partial,0.1,clinical; patient,0.0,,0.9,medium_candidate,candidate_needs_review,
11019a222d0fa2382042,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,7,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
199fc0b39909489f2fc9,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,2,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
ff1f005ecc6f4cd03b58,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,2,,,0.8,surname+initial_or_partial,0.0,,0.0,,0.8,medium_candidate,candidate_needs_review,
6d2e589a99ce6d543b80,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,1,,,0.8,surname+initial_or_partial,0.05,patient,0.0,,0.85,medium_candidate,candidate_needs_review,
d55796092182effabd6e,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,4,,,0.8,surname+initial_or_partial,0.05,patient,0.0,,0.85,medium_candidate,candidate_needs_review,
36d5fc8fdefd0f09fd8a,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,1,,,0.8,surname+initial_or_partial,0.05,patient,0.0,,0.85,medium_candidate,candidate_needs_review,
53e532e2cf653b0c60d4,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,6,,,0.8,surname+initial_or_partial,0.05,patient,0.0,,0.85,medium_candidate,candidate_needs_review,
77fb29840ab259f5248b,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,2,,,0.8,surname+initial_or_partial,0.05,patient,0.0,,0.85,medium_candidate,candidate_needs_review,
77fb29840ab259f5248b,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaszkiewicz Z,7,,,0.65,surname_only,0.05,patient,0.0,,0.7,low_candidate,candidate_needs_review,
40dba9e38355227c3d0c,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,2,,,0.8,surname+initial_or_partial,0.05,patient,0.0,,0.85,medium_candidate,candidate_needs_review,
80500949ed864e811d19,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,4,,,0.8,surname+initial_or_partial,0.05,patient,0.0,,0.85,medium_candidate,candidate_needs_review,
10a7fe15e91e2938f353,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaś W,4,,,0.8,surname+initial_or_partial,0.05,patient,0.0,,0.85,medium_candidate,candidate_needs_review,
10a7fe15e91e2938f353,ptpp_ordinary_member_0010,Banaś Władysław,Banaś,Władysław,ordinary_member,pubmed,Banaszkiewicz Z,7,,,0.65,surname_only,0.05,patient,0.0,,0.7,low_candidate,candidate_needs_review,
