person_id,name_ptpp_order,membership_category,source_database,candidate_authorships,high_candidate,medium_candidate,low_candidate,very_low_candidate,max_total_candidate_score
ptpp_ordinary_member_0352,Wiśniewska Alina,ordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_ordinary_member_0353,Wiśniewski Marcin,ordinary_member,openalex,80,2,78,0,0,1.07
ptpp_ordinary_member_0353,Wiśniewski Marcin,ordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_ordinary_member_0354,Witkowska Marzena,ordinary_member,openalex,1,1,0,0,0,1.15
ptpp_ordinary_member_0354,Witkowska Marzena,ordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_ordinary_member_0355,Włodarczyk Michalina,ordinary_member,pubmed,20,0,17,3,0,0.85
ptpp_ordinary_member_0357,Wójcicka Beata,ordinary_member,pubmed,2,0,2,0,0,0.8
ptpp_ordinary_member_0359,Wójtowicz Beata,ordinary_member,openalex,25,0,25,0,0,1.0
ptpp_ordinary_member_0359,Wójtowicz Beata,ordinary_member,pubmed,15,0,15,0,0,0.9
ptpp_ordinary_member_0360,Wrońska Aleksandra,ordinary_member,openalex,24,0,24,0,0,1.03
