url,year,volume,issue,doi,keyword_raw,keyword_norm
"https://www.psychiatriapolska.pl/When-eating-inedible-things-Determining-the-prevalence-of-pica-disorder-in-a-group,202942,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/202942,Psychiatria środowiskowa,psychiatria środowiskowa
"https://www.psychiatriapolska.pl/When-eating-inedible-things-Determining-the-prevalence-of-pica-disorder-in-a-group,202942,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/202942,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/When-eating-inedible-things-Determining-the-prevalence-of-pica-disorder-in-a-group,202942,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/202942,Zaburzenia odżywiania się,zaburzenia odżywiania się
"https://www.psychiatriapolska.pl/When-eating-inedible-things-Determining-the-prevalence-of-pica-disorder-in-a-group,202942,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/202942,Epidemiologia,epidemiologia
"https://www.psychiatriapolska.pl/Validation-of-the-Polish-version-of-the-Functional-Analytic-Psychotherapy-Intimacy,194429,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/194429,umiejętności społeczne,umiejętności społeczne
"https://www.psychiatriapolska.pl/Validation-of-the-Polish-version-of-the-Functional-Analytic-Psychotherapy-Intimacy,194429,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/194429,relacja terapeutyczna,relacja terapeutyczna
"https://www.psychiatriapolska.pl/Validation-of-the-Polish-version-of-the-Functional-Analytic-Psychotherapy-Intimacy,194429,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/194429,psychoterapia oparta na analizie funkcjonalnej,psychoterapia oparta na analizie funkcjonalnej
"https://www.psychiatriapolska.pl/Validation-of-the-Polish-version-of-the-Functional-Analytic-Psychotherapy-Intimacy,194429,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/194429,Psychoterapia,psychoterapia
"https://www.psychiatriapolska.pl/Validation-of-the-Polish-version-of-the-Functional-Analytic-Psychotherapy-Intimacy,194429,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/194429,Skale diagnostyczne,skale diagnostyczne
"https://www.psychiatriapolska.pl/Women-s-sexuality-during-pregnancy,199492,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/199492,seksualność,seksualność
"https://www.psychiatriapolska.pl/Women-s-sexuality-during-pregnancy,199492,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/199492,ciąża,ciąża
"https://www.psychiatriapolska.pl/Women-s-sexuality-during-pregnancy,199492,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/199492,kobiety,kobiety
"https://www.psychiatriapolska.pl/Women-s-sexuality-during-pregnancy,199492,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/199492,Seksuologia,seksuologia
"https://www.psychiatriapolska.pl/Women-s-sexuality-during-pregnancy,199492,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/199492,Epidemiologia,epidemiologia
"https://www.psychiatriapolska.pl/Long-term-effects-and-the-mediating-role-of-coping-styles-between-behavioral-changes,195284,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/195284,COVID-19,covid-19
"https://www.psychiatriapolska.pl/Long-term-effects-and-the-mediating-role-of-coping-styles-between-behavioral-changes,195284,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/195284,studenci,studenci
"https://www.psychiatriapolska.pl/Long-term-effects-and-the-mediating-role-of-coping-styles-between-behavioral-changes,195284,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/195284,psychopatologia,psychopatologia
"https://www.psychiatriapolska.pl/Long-term-effects-and-the-mediating-role-of-coping-styles-between-behavioral-changes,195284,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/195284,Psychiatria środowiskowa,psychiatria środowiskowa
"https://www.psychiatriapolska.pl/Long-term-effects-and-the-mediating-role-of-coping-styles-between-behavioral-changes,195284,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/195284,Epidemiologia,epidemiologia
"https://www.psychiatriapolska.pl/Using-Beck-Depression-Inventory-as-a-continuous-variable-as-an-indicator-of-risk,211839,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/211839,objawy depresyjne,objawy depresyjne
"https://www.psychiatriapolska.pl/Using-Beck-Depression-Inventory-as-a-continuous-variable-as-an-indicator-of-risk,211839,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/211839,zmienne kategorialne i dymensjonalne,zmienne kategorialne i dymensjonalne
"https://www.psychiatriapolska.pl/Using-Beck-Depression-Inventory-as-a-continuous-variable-as-an-indicator-of-risk,211839,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/211839,substancje psychoaktywne,substancje psychoaktywne
"https://www.psychiatriapolska.pl/Using-Beck-Depression-Inventory-as-a-continuous-variable-as-an-indicator-of-risk,211839,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/211839,epidemiologia,epidemiologia
"https://www.psychiatriapolska.pl/Using-Beck-Depression-Inventory-as-a-continuous-variable-as-an-indicator-of-risk,211839,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/211839,adolescenci,adolescenci
"https://www.psychiatriapolska.pl/Using-Beck-Depression-Inventory-as-a-continuous-variable-as-an-indicator-of-risk,211839,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/211839,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Using-Beck-Depression-Inventory-as-a-continuous-variable-as-an-indicator-of-risk,211839,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/211839,Epidemiologia,epidemiologia
"https://www.psychiatriapolska.pl/Olanzapine-in-the-treatment-of-schizophrenia-in-adolescents-mechanisms-of-action,214532,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/214532,adolescent,adolescent
"https://www.psychiatriapolska.pl/Olanzapine-in-the-treatment-of-schizophrenia-in-adolescents-mechanisms-of-action,214532,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/214532,schizophrenia,schizophrenia
"https://www.psychiatriapolska.pl/Olanzapine-in-the-treatment-of-schizophrenia-in-adolescents-mechanisms-of-action,214532,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/214532,olanzapine,olanzapine
"https://www.psychiatriapolska.pl/Olanzapine-in-the-treatment-of-schizophrenia-in-adolescents-mechanisms-of-action,214532,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/214532,Farmakoterapia i farmakologia,farmakoterapia i farmakologia
"https://www.psychiatriapolska.pl/Minority-stress-and-the-psychological-well-being-of-non-heteronormative-people-The,199788,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/199788,osoby nieheteronormatywne,osoby nieheteronormatywne
"https://www.psychiatriapolska.pl/Minority-stress-and-the-psychological-well-being-of-non-heteronormative-people-The,199788,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/199788,stres mniejszościowy,stres mniejszościowy
"https://www.psychiatriapolska.pl/Minority-stress-and-the-psychological-well-being-of-non-heteronormative-people-The,199788,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/199788,dobrostan psychologiczny,dobrostan psychologiczny
"https://www.psychiatriapolska.pl/Minority-stress-and-the-psychological-well-being-of-non-heteronormative-people-The,199788,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/199788,Psychoterapia,psychoterapia
"https://www.psychiatriapolska.pl/Minority-stress-and-the-psychological-well-being-of-non-heteronormative-people-The,199788,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/199788,Psychiatria środowiskowa,psychiatria środowiskowa
"https://www.psychiatriapolska.pl/Psychiatrists-reactions-to-a-patient-s-suicide-narrative-review,193253,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/193253,samobójstwo pacjenta,samobójstwo pacjenta
"https://www.psychiatriapolska.pl/Psychiatrists-reactions-to-a-patient-s-suicide-narrative-review,193253,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/193253,reakcja psychiatrów,reakcja psychiatrów
"https://www.psychiatriapolska.pl/Psychiatrists-reactions-to-a-patient-s-suicide-narrative-review,193253,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/193253,wsparcie psychiczne,wsparcie psychiczne
"https://www.psychiatriapolska.pl/Psychiatrists-reactions-to-a-patient-s-suicide-narrative-review,193253,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/193253,Psychoterapia,psychoterapia
"https://www.psychiatriapolska.pl/Psychiatrists-reactions-to-a-patient-s-suicide-narrative-review,193253,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/193253,Psychiatria środowiskowa,psychiatria środowiskowa
"https://www.psychiatriapolska.pl/Psychiatrists-reactions-to-a-patient-s-suicide-narrative-review,193253,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/OnlineFirst/193253,Zaburzenia afektywne,zaburzenia afektywne
"https://www.psychiatriapolska.pl/Letter-to-the-Editor-Diagnosis-of-immune-encephalitis-requires-a-workup-for-specific,189675,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/189675,Letter to editor,letter to editor
"https://www.psychiatriapolska.pl/Letter-to-the-Editor-Diagnosis-of-immune-encephalitis-requires-a-workup-for-specific,189675,0,1.html",2025.0,59.0,6.0,https://doi.org/10.12740/PP/189675,Neuroobrazowanie,neuroobrazowanie
"https://www.psychiatriapolska.pl/Treatment-of-insomnia-effect-of-trazodone-and-hypnotics-on-sleep,125650,0,1.html",2021.0,55.0,4.0,https://doi.org/10.12740/PP/125650,bezsenność,bezsenność
"https://www.psychiatriapolska.pl/Treatment-of-insomnia-effect-of-trazodone-and-hypnotics-on-sleep,125650,0,1.html",2021.0,55.0,4.0,https://doi.org/10.12740/PP/125650,farmakoterapia,farmakoterapia
"https://www.psychiatriapolska.pl/Treatment-of-insomnia-effect-of-trazodone-and-hypnotics-on-sleep,125650,0,1.html",2021.0,55.0,4.0,https://doi.org/10.12740/PP/125650,leki nasenne,leki nasenne
"https://www.psychiatriapolska.pl/Treatment-of-insomnia-effect-of-trazodone-and-hypnotics-on-sleep,125650,0,1.html",2021.0,55.0,4.0,https://doi.org/10.12740/PP/125650,trazodon,trazodon
"https://www.psychiatriapolska.pl/Treatment-of-insomnia-effect-of-trazodone-and-hypnotics-on-sleep,125650,0,1.html",2021.0,55.0,4.0,https://doi.org/10.12740/PP/125650,Farmakoterapia i farmakologia,farmakoterapia i farmakologia
"https://www.psychiatriapolska.pl/Polish-adaptation-of-the-Structured-Interview-of-Personality-Organization-STIPO-R,207497,0,1.html",,,,https://doi.org/10.12740/PP/OnlineFirst/207497,personality disorders,personality disorders
"https://www.psychiatriapolska.pl/Polish-adaptation-of-the-Structured-Interview-of-Personality-Organization-STIPO-R,207497,0,1.html",,,,https://doi.org/10.12740/PP/OnlineFirst/207497,structured clinical interview,structured clinical interview
"https://www.psychiatriapolska.pl/Polish-adaptation-of-the-Structured-Interview-of-Personality-Organization-STIPO-R,207497,0,1.html",,,,https://doi.org/10.12740/PP/OnlineFirst/207497,validity,validity
"https://www.psychiatriapolska.pl/Polish-adaptation-of-the-Structured-Interview-of-Personality-Organization-STIPO-R,207497,0,1.html",,,,https://doi.org/10.12740/PP/OnlineFirst/207497,Psychoterapia,psychoterapia
"https://www.psychiatriapolska.pl/Polish-adaptation-of-the-Structured-Interview-of-Personality-Organization-STIPO-R,207497,0,1.html",,,,https://doi.org/10.12740/PP/OnlineFirst/207497,Zaburzenia osobowości,zaburzenia osobowości
"https://www.psychiatriapolska.pl/ICD-11-vs-ICD-10-a-review-of-updates-and-novelties-introduced-in-the-latest-version,103876,0,1.html",2020.0,54.0,1.0,https://doi.org/10.12740/PP/103876,ICD-11,icd-11
"https://www.psychiatriapolska.pl/ICD-11-vs-ICD-10-a-review-of-updates-and-novelties-introduced-in-the-latest-version,103876,0,1.html",2020.0,54.0,1.0,https://doi.org/10.12740/PP/103876,klasyfikacja,klasyfikacja
"https://www.psychiatriapolska.pl/ICD-11-vs-ICD-10-a-review-of-updates-and-novelties-introduced-in-the-latest-version,103876,0,1.html",2020.0,54.0,1.0,https://doi.org/10.12740/PP/103876,wytyczne diagnostyczne,wytyczne diagnostyczne
"https://www.psychiatriapolska.pl/ICD-11-vs-ICD-10-a-review-of-updates-and-novelties-introduced-in-the-latest-version,103876,0,1.html",2020.0,54.0,1.0,https://doi.org/10.12740/PP/103876,Skale diagnostyczne,skale diagnostyczne
"https://www.psychiatriapolska.pl/ICD-11-vs-ICD-10-a-review-of-updates-and-novelties-introduced-in-the-latest-version,103876,0,1.html",2020.0,54.0,1.0,https://doi.org/10.12740/PP/103876,Epidemiologia,epidemiologia
"https://www.psychiatriapolska.pl/Adaptation-and-validation-of-the-Columbia-Suicide-Severity-Rating-Scale-C-SSRS-screen,174591,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/174591,badania przesiewowe,badania przesiewowe
"https://www.psychiatriapolska.pl/Adaptation-and-validation-of-the-Columbia-Suicide-Severity-Rating-Scale-C-SSRS-screen,174591,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/174591,zdrowie psychiczne,zdrowie psychiczne
"https://www.psychiatriapolska.pl/Adaptation-and-validation-of-the-Columbia-Suicide-Severity-Rating-Scale-C-SSRS-screen,174591,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/174591,psychometria,psychometria
"https://www.psychiatriapolska.pl/Adaptation-and-validation-of-the-Columbia-Suicide-Severity-Rating-Scale-C-SSRS-screen,174591,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/174591,Skale diagnostyczne,skale diagnostyczne
"https://www.psychiatriapolska.pl/Adaptation-and-validation-of-a-quarter-of-life-crisis-questionnaire-The-Developmental,186921,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/186921,kryzys ćwierci życia,kryzys ćwierci życia
"https://www.psychiatriapolska.pl/Adaptation-and-validation-of-a-quarter-of-life-crisis-questionnaire-The-Developmental,186921,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/186921,metoda ilościowa,metoda ilościowa
"https://www.psychiatriapolska.pl/Adaptation-and-validation-of-a-quarter-of-life-crisis-questionnaire-The-Developmental,186921,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/186921,ocena psychometryczna,ocena psychometryczna
"https://www.psychiatriapolska.pl/Adaptation-and-validation-of-a-quarter-of-life-crisis-questionnaire-The-Developmental,186921,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/186921,Skale diagnostyczne,skale diagnostyczne
"https://www.psychiatriapolska.pl/Polish-adaptation-and-validation-of-the-standard-27-item-Highly-Sensitive-Person,190107,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/190107,temperament,temperament
"https://www.psychiatriapolska.pl/Polish-adaptation-and-validation-of-the-standard-27-item-Highly-Sensitive-Person,190107,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/190107,walidacja,walidacja
"https://www.psychiatriapolska.pl/Polish-adaptation-and-validation-of-the-standard-27-item-Highly-Sensitive-Person,190107,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/190107,Skala Wysokiej Wrażliwości,skala wysokiej wrażliwości
"https://www.psychiatriapolska.pl/Polish-adaptation-and-validation-of-the-standard-27-item-Highly-Sensitive-Person,190107,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/190107,Skale diagnostyczne,skale diagnostyczne
"https://www.psychiatriapolska.pl/Editorial,214118,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/214118,Od redakcji,od redakcji
"https://www.psychiatriapolska.pl/Editorial,214118,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/214118,Neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria
"https://www.psychiatriapolska.pl/Sixty-years-of-neurotransmitter-concepts-of-mood-disorders,205845,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/205845,choroby afektywne,choroby afektywne
"https://www.psychiatriapolska.pl/Sixty-years-of-neurotransmitter-concepts-of-mood-disorders,205845,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/205845,katecholaminy,katecholaminy
"https://www.psychiatriapolska.pl/Sixty-years-of-neurotransmitter-concepts-of-mood-disorders,205845,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/205845,serotonina,serotonina
"https://www.psychiatriapolska.pl/Sixty-years-of-neurotransmitter-concepts-of-mood-disorders,205845,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/205845,Zaburzenia afektywne,zaburzenia afektywne
"https://www.psychiatriapolska.pl/Neurobiology-of-creativity-is-there-any-association-with-bipolar-mood-disorder-,200401,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/200401,kreatywność,kreatywność
"https://www.psychiatriapolska.pl/Neurobiology-of-creativity-is-there-any-association-with-bipolar-mood-disorder-,200401,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/200401,choroba afektywna dwubiegunowa,choroba afektywna dwubiegunowa
"https://www.psychiatriapolska.pl/Neurobiology-of-creativity-is-there-any-association-with-bipolar-mood-disorder-,200401,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/200401,Neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria
"https://www.psychiatriapolska.pl/The-time-of-contact-with-the-media-as-a-potential-source-of-behaviours-similar-to,193433,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/193433,dzieci z ASD,dzieci z asd
"https://www.psychiatriapolska.pl/The-time-of-contact-with-the-media-as-a-potential-source-of-behaviours-similar-to,193433,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/193433,diagnoza rozwoju dziecka,diagnoza rozwoju dziecka
"https://www.psychiatriapolska.pl/The-time-of-contact-with-the-media-as-a-potential-source-of-behaviours-similar-to,193433,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/193433,ekspozycja medialna,ekspozycja medialna
"https://www.psychiatriapolska.pl/The-time-of-contact-with-the-media-as-a-potential-source-of-behaviours-similar-to,193433,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/193433,Psychoterapia,psychoterapia
"https://www.psychiatriapolska.pl/The-time-of-contact-with-the-media-as-a-potential-source-of-behaviours-similar-to,193433,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/193433,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/The-time-of-contact-with-the-media-as-a-potential-source-of-behaviours-similar-to,193433,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/193433,Uzależnienia,uzależnienia
"https://www.psychiatriapolska.pl/Binge-drinking-among-adolescents-role-of-temperament-family-environment-and-peers,194034,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/194034,upijanie się,upijanie się
"https://www.psychiatriapolska.pl/Binge-drinking-among-adolescents-role-of-temperament-family-environment-and-peers,194034,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/194034,adolescencja,adolescencja
"https://www.psychiatriapolska.pl/Binge-drinking-among-adolescents-role-of-temperament-family-environment-and-peers,194034,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/194034,temperament,temperament
"https://www.psychiatriapolska.pl/Binge-drinking-among-adolescents-role-of-temperament-family-environment-and-peers,194034,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/194034,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,mentalizacja,mentalizacja
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,depresja,depresja
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,regulacja emocji,regulacja emocji
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,adolescencja,adolescencja
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,Psychoterapia,psychoterapia
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,Zaburzenia afektywne,zaburzenia afektywne
"https://www.psychiatriapolska.pl/Parental-minority-stress-and-symptoms-of-depression-and-anxiety-in-women-raising,190770,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/190770,stres mniejszościowy,stres mniejszościowy
"https://www.psychiatriapolska.pl/Parental-minority-stress-and-symptoms-of-depression-and-anxiety-in-women-raising,190770,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/190770,depresja,depresja
"https://www.psychiatriapolska.pl/Parental-minority-stress-and-symptoms-of-depression-and-anxiety-in-women-raising,190770,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/190770,lęk,lęk
"https://www.psychiatriapolska.pl/Parental-minority-stress-and-symptoms-of-depression-and-anxiety-in-women-raising,190770,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/190770,Seksuologia,seksuologia
"https://www.psychiatriapolska.pl/Parental-minority-stress-and-symptoms-of-depression-and-anxiety-in-women-raising,190770,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/190770,Zaburzenia afektywne,zaburzenia afektywne
"https://www.psychiatriapolska.pl/Emotional-conscience-in-individuals-with-affective-disorders,186661,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/186661,choroba afektywna dwubiegunowa,choroba afektywna dwubiegunowa
"https://www.psychiatriapolska.pl/Emotional-conscience-in-individuals-with-affective-disorders,186661,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/186661,depresja nawracająca,depresja nawracająca
"https://www.psychiatriapolska.pl/Emotional-conscience-in-individuals-with-affective-disorders,186661,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/186661,sumienie emocjonalne,sumienie emocjonalne
"https://www.psychiatriapolska.pl/Emotional-conscience-in-individuals-with-affective-disorders,186661,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/186661,Zaburzenia afektywne,zaburzenia afektywne
"https://www.psychiatriapolska.pl/The-influence-of-mindfulness-training-in-virtual-reality-on-symptom-severity-and,194444,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/194444,wirtualna rzeczywistość,wirtualna rzeczywistość
