url,title,year,volume,issue,pages,doi,article_type
"https://www.psychiatriapolska.pl/Role-of-mycelia-derived-from-in-vitro-cultures-of-Amanita-spp-as-a-potential-source,193251,0,1.html",Czy mycelia z kultur in vitro Amanita muscaria i Amanita pantherina versus owocniki mogą być potencjalnym źródłem substancji w profilaktyce i terapii depresji,2025,59,5,827-842,https://doi.org/10.12740/PP/OnlineFirst/193251,
"https://www.psychiatriapolska.pl/Compulsory-psychiatric-observation-under-Article-24-of-the-Mental-Health-Protection,195919,0,1.html",Przymusowa obserwacja psychiatryczna w trybie art. 24 ustawy o ochronie zdrowia psychicznego – problemy prawne i praktyczne,2025,59,5,843-859,https://doi.org/10.12740/PP/195919,
"https://www.psychiatriapolska.pl/The-effectiveness-of-medical-education-in-schizophrenia-depending-on-the-mental-state,193181,0,1.html",Skuteczność edukacji medycznej w schizofrenii w zależności od stanu psychicznego pacjenta i rodzaju leczenia,2025,59,5,861-878,https://doi.org/10.12740/PP/OnlineFirst/193181,
"https://www.psychiatriapolska.pl/Editorial,210153,0,1.html",Od redakcji,2025,59,4,513-514,https://doi.org/10.12740/PP/210153,
"https://www.psychiatriapolska.pl/Depression-and-ineffective-reproduction-i-e-psychiatric-aspects-of-infertility,191103,0,1.html","Depresja i nieefektywna prokreacja, czyli psychiatryczne aspekty niepłodności",2025,59,4,517-530,https://doi.org/10.12740/PP/OnlineFirst/191103,
"https://www.psychiatriapolska.pl/Methods-of-preventing-postpartum-depression-The-role-of-physical-activity-mobile,193252,0,1.html","Wybrane metody zapobiegania depresji poporodowej. Rola aktywności fizycznej, aplikacji mobilnych i interwencji psychospołecznych",2025,59,4,531-548,https://doi.org/10.12740/PP/OnlineFirst/193252,
"https://www.psychiatriapolska.pl/The-association-between-beta-blockers-use-and-depression-narrative-review,192685,0,1.html",Związek między stosowaniem beta-blokerów a depresją – przegląd narracyjny,2025,59,4,549-563,https://doi.org/10.12740/PP/OnlineFirst/192685,
"https://www.psychiatriapolska.pl/Is-there-a-relationship-between-resting-state-connectivity-within-large-scale-functional,192464,0,1.html",Czy istnieje związek między łącznością funkcjonalną w obrębie rozległych sieci stanu spoczynkowego a zaburzeniami nieświadomego uczenia się motorycznego w schizofrenii i chorobie afektywnej dwubiegunowej?,2025,59,4,565-576,https://doi.org/10.12740/PP/OnlineFirst/192464,
"https://www.psychiatriapolska.pl/Cannabis-and-cannabinoids-in-the-treatment-of-post-traumatic-stress-disorder-A-literature,192416,0,1.html","Konopie i kannabinoidy w leczeniu zespołu stresu pourazowego: przegląd literatury i analiza treści stron
internetowych polskich klinik wyspecjalizowanych w leczeniu medyczną marihuaną",2025,59,4,577-596,https://doi.org/10.12740/PP/192416,
"https://www.psychiatriapolska.pl/Comparison-of-stress-levels-and-the-factors-that-induce-it-between-medical-and-dental,191858,0,1.html",Porównanie poziomu stresu i wywołujących go czynników w okresie zajęć klinicznych pomiędzy studentami kierunku lekarskiego i lekarsko-dentystycznego,2025,59,4,597-611,https://doi.org/10.12740/PP/191858,
"https://www.psychiatriapolska.pl/-You-have-to-let-go-The-experience-of-aging-among-non-heterosexual-women-aged-50,192116,0,1.html",„Trzeba odpuścić”. Doświadczenie starzenia się wśród kobiet nieheteroseksualnych 50+,2025,59,4,613-630,https://doi.org/10.12740/PP/192116,
"https://www.psychiatriapolska.pl/Psychometric-properties-of-the-Polish-version-of-The-Comprehensive-Assessment-of,193087,0,1.html",Właściwości psychometryczne polskiej wersji Comprehensive Assessment of Acceptance and Commitment Therapy Processes (CompACT) – Kompleksowej Oceny Procesów Terapii Akceptacji i Zaangażowania (KompACT),2025,59,4,631-642,https://doi.org/10.12740/PP/193087,
"https://www.psychiatriapolska.pl/Effectiveness-of-health-education-in-forensic-psychiatry-departments,190436,0,1.html",Skuteczność edukacji zdrowotnej w oddziałach psychiatrii sądowej,2025,59,4,643-658,https://doi.org/10.12740/PP/OnlineFirst/190436,
"https://www.psychiatriapolska.pl/Anxiety-and-stress-in-parents-as-well-as-the-burden-of-raising-a-child-with-classical,190678,0,1.html",Lęk i stres rodziców oraz obciążenia wynikające z wychowywania dziecka z galaktozemią klasyczną,2025,59,4,659-677,https://doi.org/10.12740/PP/190678,
"https://www.psychiatriapolska.pl/Recommendations-of-the-Working-Group-of-the-Congress-on-Mental-Health-and-the-Agreement,210181,0,1.html",Rekomendacje Grupy roboczej  Kongresu Zdrowia Psychicznego i Porozumienia na rzecz realizacji Narodowego Programu Ochrony Zdrowia Psychicznego  w sprawie zmian systemowych w opiece psychiatrycznej dla dorosłych. Część 1. Lista kontrolna dotycząca rozwiązań ustawowych,2025,59,4,679-696,https://doi.org/10.12740/PP/210181,
"https://www.psychiatriapolska.pl/Editorial,208211,0,1.html",Od Redakcji,2025,59,3,341-342,https://doi.org/10.12740/PP/208211,
"https://www.psychiatriapolska.pl/Bipolar-disorder-in-children-adolescents-and-young-adults-Part-1-Clinical-symptoms,191028,0,1.html","Zaburzenia dwubiegunowe u dzieci, młodzieży oraz młodych dorosłych. Część 1. Objawy kliniczne i diagnostyka różnicowa. Rekomendacje pod patronatem Zarządu Głównego Polskiego Towarzystwa Psychiatrycznego oraz Konsultantów Krajowych w dziedzinie psychiatrii i psychiatrii dzieci i młodzieży",2025,59,3,345-357,https://doi.org/10.12740/PP/191028,
"https://www.psychiatriapolska.pl/Bipolar-disorder-in-children-adolescents-and-young-adults-Part-2-Therapeutic-management,193400,0,1.html","Zaburzenie dwubiegunowe u dzieci, młodzieży i młodych dorosłych. Część 2. Postępowanie terapeutyczne. Rekomendacje pod patronatem Zarządu Głównego Polskiego Towarzystwa Psychiatrycznego oraz Konsultantów Krajowych w dziedzinie psychiatrii i psychiatrii dzieci i młodzieży",2025,59,3,359-372,https://doi.org/10.12740/PP/193400,
"https://www.psychiatriapolska.pl/Relationship-between-anhedonia-biological-rhythms-functioning-and-depression-severity,183418,0,1.html","Związek między anhedonią, rytmami biologicznymi, funkcjonowaniem i nasileniem depresji u pacjentów z chorobą afektywną dwubiegunową.",2025,59,3,373-388,https://doi.org/10.12740/PP/OnlineFirst/183418,
"https://www.psychiatriapolska.pl/Changes-in-temperament-character-and-intensity-of-empathy-in-adolescents-treated,185461,0,1.html","Zmiany temperamentu, charakteru oraz nasilenia empatii u młodzieży leczonej w oddziale dziennym – badanie pilotażowe",2025,59,3,389-403,https://doi.org/10.12740/PP/OnlineFirst/185461,
"https://www.psychiatriapolska.pl/Can-AI-assisted-therapy-PARO-robot-be-a-treatment-option-for-children-hospitalised,188053,0,1.html",Czy sztuczna inteligencja (robot PARO) może być przydatna w terapii dzieci hospitalizowanych w ostrym oddziale psychiatrycznym? Badanie pilotażowe,2025,59,3,405-414,https://doi.org/10.12740/PP/OnlineFirst/188053,
"https://www.psychiatriapolska.pl/Negotiating-the-therapeutic-alliance-Are-we-going-to-converge-with-time-The-effect,190513,0,1.html","Negocjowanie przymierza psychoterapeutycznego: czy z czasem się zbliżymy? Wpływ czasu leczenia psychoterapią i modalności, w jakiej pracuje psychoterapeuta, na rozbieżność ocen przymierza w diadzie psychoterapeutycznej",2025,59,3,415-430,https://doi.org/10.12740/PP/190513,
"https://www.psychiatriapolska.pl/Co-occurrence-of-psychopathological-symptom-severity-and-personality-predisposition,183127,0,1.html",Współwystępowanie nasilenia objawów psychopatologicznych i predyspozycji osobowościowych w zespole stresu pourazowego u pacjentów kilka miesięcy po hospitalizacji z powodu COVID-19,2025,59,3,431-449,https://doi.org/10.12740/PP/OnlineFirst/183127,
"https://www.psychiatriapolska.pl/Abnormalities-in-the-absolute-power-of-Delta-and-Alpha-rhythms-in-the-frontal-lobe,186755,0,1.html",Nieprawidłowości w zakresie mocy absolutnej rytmów Delta i Alfa w płacie czołowym u pacjentów cierpiących na choroby psychosomatyczne,2025,59,3,451-462,https://doi.org/10.12740/PP/OnlineFirst/186755,
"https://www.psychiatriapolska.pl/Extended-suicide-motivated-by-altruism,190424,0,1.html",Samobójstwo rozszerzone motywowane altruistycznie,2025,59,3,499-506,https://doi.org/10.12740/PP/190424,
"https://www.psychiatriapolska.pl/Editorial,205595,0,1.html",Od Redakcji,2025,59,2,171-172,https://doi.org/10.12740/PP/205595,
"https://www.psychiatriapolska.pl/Psychopathological-symptoms-in-fibromyalgia-and-their-associations-with-resistance,176000,0,1.html",Objawy psychopatologiczne w fibromialgii i ich związki z opornością na farmakoterapię z zastosowaniem SNRI,2025,59,2,175-192,https://doi.org/10.12740/PP/OnlineFirst/176000,
"https://www.psychiatriapolska.pl/Schizotypy-affective-temperaments-and-anhedonia-in-bipolar-depression,178345,0,1.html","Schizotypia, temperamenty afektywne i anhedonia w depresji dwubiegunowej",2025,59,2,193-204,https://doi.org/10.12740/PP/OnlineFirst/178345,
"https://www.psychiatriapolska.pl/The-clinical-picture-of-bipolar-affective-disorders-in-children-and-adolescents-hospitalized,175719,0,1.html",Obraz kliniczny zaburzeń afektywnych dwubiegunowych u dzieci i młodzieży hospitalizowanych w oddziale psychiatrii w Sosnowcu,2025,59,2,205-220,https://doi.org/10.12740/PP/OnlineFirst/175719,
"https://www.psychiatriapolska.pl/Cognitive-Behavioral-Therapy-for-a-Patient-Diagnosed-with-Emetophobia-case-study,188716,0,1.html",Terapia Poznawczo-Behawioralna pacjentki z diagnozą emetofobii – opis przypadku,2025,59,2,221-232,https://doi.org/10.12740/PP/188716,
"https://www.psychiatriapolska.pl/Life-satisfaction-of-carers-of-people-with-dementia-of-the-Alzheimer-type-,188810,0,1.html",Satysfakcja z życia opiekunów osób z otępieniem typu Alzheimera.,2025,59,2,233-250,https://doi.org/10.12740/PP/188810,
"https://www.psychiatriapolska.pl/The-negative-effects-of-indirect-exposure-to-trauma-in-therapists-working-with-people,189761,0,1.html","Negatywne skutki pośredniego narażenia na traumę u terapeutów pracujących z osobami uzależnionymi, które doświadczyły traumatycznych wydarzeń – rola empatii i przekonania o własnej skuteczności",2025,59,2,251-266,https://doi.org/10.12740/PP/189761,
"https://www.psychiatriapolska.pl/Polish-mental-and-sexual-health-specialists-working-with-transgender-and-gender-diverse,174471,0,1.html",Polscy specjaliści i specjalistki w dziedzinie zdrowia psychicznego i seksualnego pracujący z osobami transpłciowymi i różnorodnymi płciowo – kim są i jakie mają przygotowanie?,2025,59,2,267-280,https://doi.org/10.12740/PP/OnlineFirst/174471,
"https://www.psychiatriapolska.pl/Around-anesthesia-anesthetic-aspects-of-electroconvulsive-treatment-in-the-light,174768,0,1.html",Wokół znieczulenia: anestezjologiczne aspekty zabiegów elektrowstrząsowych w świetle najnowszych doniesień – artykuł poglądowy,2025,59,2,299-309,https://doi.org/10.12740/PP/OnlineFirst/174768,
"https://www.psychiatriapolska.pl/Body-Mass-Index-Big-Five-personality-traits-and-cyberchondria-in-a-Polish-women-and,182792,0,1.html","Wskaźnik BMI, cechy osobowości Wielkiej Piątki i cyberchondria w próbie polskich kobiet i mężczyzn: model mediacji",2025,59,2,311-320,https://doi.org/10.12740/PP/OnlineFirst/182792,
"https://www.psychiatriapolska.pl/Family-Fat-Talk-Questionnaire-Polish-adaptation,175149,0,1.html",Family Fat Talk Questionnaire – adaptacja polska,2025,59,2,321-334,https://doi.org/10.12740/PP/OnlineFirst/175149,
"https://www.psychiatriapolska.pl/Editorial,203642,0,1.html",Od Redakcji,2025,59,1,3-4,https://doi.org/10.12740/PP/203642,
"https://www.psychiatriapolska.pl/TED-Trazodone-Effectiveness-in-Depression-effectiveness-of-trazodone-extended-release,174432,0,1.html",TED (Trazodone Effectiveness in Depression): efektywność trazodonu o przedłużonym uwalnianiu u pacjentów z niezadowalającą odpowiedzią na leczenie SSRI,2025,59,1,7-24,https://doi.org/10.12740/PP/OnlineFirst/174432,
"https://www.psychiatriapolska.pl/The-influence-of-the-Snoezelen-method-on-postural-stability-and-the-risk-of-falls,188582,0,1.html",Wpływ metody Snoezelen na stabilność posturalną i ryzyko upadków u osób ze schizofrenią paranoidalną,2025,59,1,25-38,https://doi.org/10.12740/PP/188582,
"https://www.psychiatriapolska.pl/Analysis-of-the-feelings-of-patients-with-HIV-AIDS-and-HCV-in-contact-with-health,169912,0,1.html",Analiza odczuć pacjentów z HIV/AIDS i HCV w kontakcie z przedstawicielami zawodów medycznych. Ocena w oparciu o przypadki stygmatyzacji i dyskryminacji,2025,59,1,39-60,https://doi.org/10.12740/PP/OnlineFirst/169912,
"https://www.psychiatriapolska.pl/Observing-patient-rights-in-the-area-of-psychiatric-health-care-in-the-era-of-the,175653,0,1.html",Przestrzeganie praw pacjenta w obszarze psychiatrycznej opieki zdrowotnej w dobie pandemii COVID-19,2025,59,1,61-76,https://doi.org/10.12740/PP/175653,
"https://www.psychiatriapolska.pl/First-onset-of-persistent-neutropenia-in-patient-undergoing-long-term-clozapine-treatment,174064,0,1.html","Pierwszorazowa uporczywa neutropenia u pacjenta przewlekle leczonego klozapiną po szczepieniu  przeciwko COVID-19, krótko poprzedzającym infekcję wirusem SARS-CoV-2 – opis przypadku",2025,59,1,77-87,https://doi.org/10.12740/PP/OnlineFirst/174064,
"https://www.psychiatriapolska.pl/Satisfaction-with-women-s-body-image-after-childbirth-and-its-relation-to-eating,189457,0,1.html","Satysfakcja z wizerunku własnego ciała u kobiet po porodzie i jej związek z zaburzeniami odżywiania: badanie przekrojowe w województwie śląskim, Polska",2025,59,1,89-103,https://doi.org/10.12740/PP/189457,
"https://www.psychiatriapolska.pl/The-psychological-functions-of-tattooing-in-relation-to-mental-body-representations,188016,0,1.html",Psychologiczne funkcje tatuażu w odniesieniu do psychicznych reprezentacji ciała i samooceny u kobiet w okresie wschodzącej dorosłości,2025,59,1,105-122,https://doi.org/10.12740/PP/188016,
"https://www.psychiatriapolska.pl/Volunteers-psychological-condition-during-the-war-in-Ukraine-a-survey,171413,0,1.html",Kondycja psychiczna wolontariuszy w trakcie wojny w Ukrainie – badanie ankietowe.,2025,59,1,123-137,https://doi.org/10.12740/PP/OnlineFirst/171413,
"https://www.psychiatriapolska.pl/The-Gender-Sensitive-Depression-Screening-GSDS-26-Polish-adaptation-and-validation,173042,0,1.html",Skala Męskiej Depresji GSDS-26 – polska adaptacja i walidacja narzędzia oraz związki ze stereotypami płci,2025,59,1,139-152,https://doi.org/10.12740/PP/OnlineFirst/173042,
"https://www.psychiatriapolska.pl/Letter-to-the-Editor-Civic-policy-in-mental-health-care-or-the-culture-of-trust-,199865,0,1.html","List do redakcji. Obywatelska polityka w służbie zdrowia psychicznego, czyli o „kulturze zaufania”.",2025,59,1,153-159,https://doi.org/10.12740/PP/199865,
"https://www.psychiatriapolska.pl/Letter-to-the-Editorial-Office-Institutional-Isolation-and-the-Mental-Health-of-Minors,199866,0,1.html",List do redakcji. Izolacja instytucjonalna a zdrowie psychiczne nieletnich,2025,59,1,161-164,https://doi.org/10.12740/PP/199866,
"https://www.psychiatriapolska.pl/Editorial,200299,0,1.html",Od Redakcji,2024,58,6,915-916,https://doi.org/10.12740/PP/200299,
"https://www.psychiatriapolska.pl/Recognition-differentiation-and-the-knowledge-about-mimic-expressions-of-emotions,186168,0,1.html","Rozpoznawanie, różnicowanie i wiedza o ekspresjach mimicznych emocji u osób cierpiących na schizofrenię",2024,58,6,919-930,https://doi.org/10.12740/PP/186168,
"https://www.psychiatriapolska.pl/Complexity-and-incoherence-of-self-narration-versus-self-esteem-and-perceived-social,186015,0,1.html",Złożoność i niespójność autonarracji a samoocena i spostrzegane wsparcie społeczne u osób zdrowych i osób z diagnozą zaburzeń psychotycznych,2024,58,6,931-946,https://doi.org/10.12740/PP/186015,
"https://www.psychiatriapolska.pl/First-episode-psychosis-requiring-electroconvulsive-therapy-following-SARS-CoV-2,186429,0,1.html",Pierwszorazowy epizod psychotyczny wymagający leczenia elektrowstrząsami w następstwie infekcji SARS-CoV-2 – opis dwóch przypadków,2024,58,6,947-955,https://doi.org/10.12740/PP/186429,
"https://www.psychiatriapolska.pl/Emotional-and-sleep-disturbances-among-patients-previously-hospitalized-due-to-COVID,190406,0,1.html",Zaburzenia emocjonalne i zaburzenia snu wśród pacjentów po przebytym COVID-19 wymagającym hospitalizacji,2024,58,6,957-980,https://doi.org/10.12740/PP/190406,
"https://www.psychiatriapolska.pl/Metacognitive-beliefs-of-Polish-adolescents-during-the-COVID-19-pandemic-Psychometric,168298,0,1.html",Przekonania metapoznawcze polskiej młodzieży w trakcie pandemii COVID – 19. Właściwości psychometryczne narzędzia MCQ-A,2024,58,6,981-996,https://doi.org/10.12740/PP/OnlineFirst/168298,
"https://www.psychiatriapolska.pl/Borderline-personality-from-psychoanalysis-to-epigenetics-Biological-basis-of-attachment,166492,0,1.html",Osobowość borderline – od psychoanalizy do epigenetyki. Biologiczne podłoże więzi,2024,58,6,997-1011,https://doi.org/10.12740/PP/OnlineFirst/166492,
"https://www.psychiatriapolska.pl/Meditation-and-psychosis-The-comparison-of-the-current-knowledge-in-the-light-of,166516,0,1.html",Medytacja a psychoza. Porównanie aktualnej wiedzy w świetle dowodów naukowych i doświadczeń wschodniego nauczyciela medytacji,2024,58,6,1013-1021,https://doi.org/10.12740/PP/OnlineFirst/166516,
"https://www.psychiatriapolska.pl/The-usefulness-of-breathing-and-relaxation-techniques-influencing-the-autonomic-nervous,186043,0,1.html",Przydatność technik oddechowych i relaksacyjnych wpływających na stan autonomicznego układu nerwowego w psychiatrii. Subiektywny przegląd współczesnych badań. Część 2 – tradycja zachodnia,2024,58,6,1023-1036,https://doi.org/10.12740/PP/186043,
"https://www.psychiatriapolska.pl/Temperament-and-attachment-dimensions-as-predictors-for-impairments-of-personality,168747,0,1.html",Wymiary temperamentu i przywiązania jako predyktory nieprawidłowości funkcjonowania osobowości wg DSM-5,2024,58,6,1037-1046,https://doi.org/10.12740/PP/OnlineFirst/168747,
"https://www.psychiatriapolska.pl/Changes-in-brain-structure-in-people-with-gaming-disorder-A-review-of-neuroimaging,167394,0,1.html",Zmiany struktury mózgu u osób z zaburzeniem używania gier komputerowych. Przegląd badań neuroobrazowania,2024,58,6,1047-1066,https://doi.org/10.12740/PP/OnlineFirst/167394,
"https://www.psychiatriapolska.pl/Praecox-feeling-among-Polish-psychiatrists-a-grounded-theory-study,166599,0,1.html",Poczucie praecox wśród polskich psychiatrów: badanie metodą teorii ugruntowanej,2024,58,6,1067-1081,https://doi.org/10.12740/PP/OnlineFirst/166599,
"https://www.psychiatriapolska.pl/Editorial,195990,0,1.html",Od Redakcji,2024,58,5,743-744,https://doi.org/10.12740/PP/195990,
"https://www.psychiatriapolska.pl/Forty-years-of-seasonal-affective-disorder,186721,0,1.html",Czterdziestolecie choroby afektywnej sezonowej,2024,58,5,747-759,https://doi.org/10.12740/PP/186721,
"https://www.psychiatriapolska.pl/Cognitive-behavioral-therapy-for-the-treatment-of-separation-anxiety-disorder-in,175718,0,1.html",Terapia poznawczo-behawioralna w leczeniu zaburzeń lęku separacyjnego u dzieci – przegląd badań i opis przypadku,2024,58,5,761-771,https://doi.org/10.12740/PP/175718,
"https://www.psychiatriapolska.pl/Cognitive-behavioral-therapy-for-adolescents-with-eating-disorders-with-particular,175717,0,1.html",Terapia poznawczo-behawioralna zaburzeń odżywiania w adolescencji z uwzględnieniem roli perfekcjonizmu,2024,58,5,773-788,https://doi.org/10.12740/PP/175717,
