url,year,volume,issue,doi,keyword_final_polish
"https://www.psychiatriapolska.pl/Treatment-of-insomnia-effect-of-trazodone-and-hypnotics-on-sleep,125650,0,1.html",2021.0,55.0,4.0,https://doi.org/10.12740/PP/125650,bezsenność
"https://www.psychiatriapolska.pl/Treatment-of-insomnia-effect-of-trazodone-and-hypnotics-on-sleep,125650,0,1.html",2021.0,55.0,4.0,https://doi.org/10.12740/PP/125650,farmakoterapia
"https://www.psychiatriapolska.pl/Treatment-of-insomnia-effect-of-trazodone-and-hypnotics-on-sleep,125650,0,1.html",2021.0,55.0,4.0,https://doi.org/10.12740/PP/125650,trazodon
"https://www.psychiatriapolska.pl/Treatment-of-insomnia-effect-of-trazodone-and-hypnotics-on-sleep,125650,0,1.html",2021.0,55.0,4.0,https://doi.org/10.12740/PP/125650,farmakoterapia
"https://www.psychiatriapolska.pl/Polish-adaptation-of-the-Structured-Interview-of-Personality-Organization-STIPO-R,207497,0,1.html",,,,https://doi.org/10.12740/PP/OnlineFirst/207497,walidacja
"https://www.psychiatriapolska.pl/ICD-11-vs-ICD-10-a-review-of-updates-and-novelties-introduced-in-the-latest-version,103876,0,1.html",2020.0,54.0,1.0,https://doi.org/10.12740/PP/103876,klasyfikacja
"https://www.psychiatriapolska.pl/Adaptation-and-validation-of-the-Columbia-Suicide-Severity-Rating-Scale-C-SSRS-screen,174591,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/174591,psychometria
"https://www.psychiatriapolska.pl/Polish-adaptation-and-validation-of-the-standard-27-item-Highly-Sensitive-Person,190107,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/190107,temperament
"https://www.psychiatriapolska.pl/Polish-adaptation-and-validation-of-the-standard-27-item-Highly-Sensitive-Person,190107,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/190107,walidacja
"https://www.psychiatriapolska.pl/Editorial,214118,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/214118,neuropsychologia
"https://www.psychiatriapolska.pl/Sixty-years-of-neurotransmitter-concepts-of-mood-disorders,205845,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/205845,neurotransmitery
"https://www.psychiatriapolska.pl/Sixty-years-of-neurotransmitter-concepts-of-mood-disorders,205845,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/205845,neurotransmitery
"https://www.psychiatriapolska.pl/Neurobiology-of-creativity-is-there-any-association-with-bipolar-mood-disorder-,200401,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/200401,kreatywność
"https://www.psychiatriapolska.pl/Neurobiology-of-creativity-is-there-any-association-with-bipolar-mood-disorder-,200401,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/200401,neuropsychologia
"https://www.psychiatriapolska.pl/The-time-of-contact-with-the-media-as-a-potential-source-of-behaviours-similar-to,193433,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/193433,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/The-time-of-contact-with-the-media-as-a-potential-source-of-behaviours-similar-to,193433,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/193433,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Binge-drinking-among-adolescents-role-of-temperament-family-environment-and-peers,194034,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/194034,młodzież
"https://www.psychiatriapolska.pl/Binge-drinking-among-adolescents-role-of-temperament-family-environment-and-peers,194034,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/194034,temperament
"https://www.psychiatriapolska.pl/Binge-drinking-among-adolescents-role-of-temperament-family-environment-and-peers,194034,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/194034,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,mentalizacja
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,depresja
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,młodzież
"https://www.psychiatriapolska.pl/Cognitive-emotion-regulation-strategies-as-mediators-of-the-relationship-between,200519,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/200519,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Parental-minority-stress-and-symptoms-of-depression-and-anxiety-in-women-raising,190770,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/190770,depresja
"https://www.psychiatriapolska.pl/Emotional-conscience-in-individuals-with-affective-disorders,186661,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/186661,depresja
"https://www.psychiatriapolska.pl/The-influence-of-mindfulness-training-in-virtual-reality-on-symptom-severity-and,194444,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/194444,schizofrenia
"https://www.psychiatriapolska.pl/Role-of-mycelia-derived-from-in-vitro-cultures-of-Amanita-spp-as-a-potential-source,193251,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/193251,biopierwiastki
"https://www.psychiatriapolska.pl/Role-of-mycelia-derived-from-in-vitro-cultures-of-Amanita-spp-as-a-potential-source,193251,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/193251,farmakoterapia
"https://www.psychiatriapolska.pl/Role-of-mycelia-derived-from-in-vitro-cultures-of-Amanita-spp-as-a-potential-source,193251,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/193251,farmakoterapia
"https://www.psychiatriapolska.pl/Compulsory-psychiatric-observation-under-Article-24-of-the-Mental-Health-Protection,195919,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/195919,prawo i hospitalizacja
"https://www.psychiatriapolska.pl/The-effectiveness-of-medical-education-in-schizophrenia-depending-on-the-mental-state,193181,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/193181,schizofrenia
"https://www.psychiatriapolska.pl/The-effectiveness-of-medical-education-in-schizophrenia-depending-on-the-mental-state,193181,0,1.html",2025.0,59.0,5.0,https://doi.org/10.12740/PP/OnlineFirst/193181,leczenie
"https://www.psychiatriapolska.pl/Editorial,210153,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/210153,neuropsychologia
"https://www.psychiatriapolska.pl/Depression-and-ineffective-reproduction-i-e-psychiatric-aspects-of-infertility,191103,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/191103,depresja
"https://www.psychiatriapolska.pl/Depression-and-ineffective-reproduction-i-e-psychiatric-aspects-of-infertility,191103,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/191103,niepłodność
"https://www.psychiatriapolska.pl/Depression-and-ineffective-reproduction-i-e-psychiatric-aspects-of-infertility,191103,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/191103,psychoterapia
"https://www.psychiatriapolska.pl/Depression-and-ineffective-reproduction-i-e-psychiatric-aspects-of-infertility,191103,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/191103,farmakoterapia
"https://www.psychiatriapolska.pl/Methods-of-preventing-postpartum-depression-The-role-of-physical-activity-mobile,193252,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/193252,depresja
"https://www.psychiatriapolska.pl/Methods-of-preventing-postpartum-depression-The-role-of-physical-activity-mobile,193252,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/193252,depresja
"https://www.psychiatriapolska.pl/The-association-between-beta-blockers-use-and-depression-narrative-review,192685,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/192685,depresja
"https://www.psychiatriapolska.pl/The-association-between-beta-blockers-use-and-depression-narrative-review,192685,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/192685,farmakoterapia
"https://www.psychiatriapolska.pl/The-association-between-beta-blockers-use-and-depression-narrative-review,192685,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/192685,farmakoterapia
"https://www.psychiatriapolska.pl/Cannabis-and-cannabinoids-in-the-treatment-of-post-traumatic-stress-disorder-A-literature,192416,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/192416,uzależnienia
"https://www.psychiatriapolska.pl/Cannabis-and-cannabinoids-in-the-treatment-of-post-traumatic-stress-disorder-A-literature,192416,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/192416,reklama
"https://www.psychiatriapolska.pl/Cannabis-and-cannabinoids-in-the-treatment-of-post-traumatic-stress-disorder-A-literature,192416,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/192416,farmakoterapia
"https://www.psychiatriapolska.pl/Comparison-of-stress-levels-and-the-factors-that-induce-it-between-medical-and-dental,191858,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/191858,stres
"https://www.psychiatriapolska.pl/-You-have-to-let-go-The-experience-of-aging-among-non-heterosexual-women-aged-50,192116,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/192116,mniejszości seksualne
"https://www.psychiatriapolska.pl/-You-have-to-let-go-The-experience-of-aging-among-non-heterosexual-women-aged-50,192116,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/192116,menopauza
"https://www.psychiatriapolska.pl/Psychometric-properties-of-the-Polish-version-of-The-Comprehensive-Assessment-of,193087,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/193087,psychoterapia
"https://www.psychiatriapolska.pl/Psychometric-properties-of-the-Polish-version-of-The-Comprehensive-Assessment-of,193087,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/193087,umowa terapeutyczna
"https://www.psychiatriapolska.pl/Effectiveness-of-health-education-in-forensic-psychiatry-departments,190436,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/190436,schizofrenia
"https://www.psychiatriapolska.pl/Anxiety-and-stress-in-parents-as-well-as-the-burden-of-raising-a-child-with-classical,190678,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/190678,stres
"https://www.psychiatriapolska.pl/Anxiety-and-stress-in-parents-as-well-as-the-burden-of-raising-a-child-with-classical,190678,0,1.html",2025.0,59.0,4.0,https://doi.org/10.12740/PP/190678,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Editorial,208211,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/208211,neuropsychologia
"https://www.psychiatriapolska.pl/Editorial,208211,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/208211,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Bipolar-disorder-in-children-adolescents-and-young-adults-Part-1-Clinical-symptoms,191028,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/191028,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Bipolar-disorder-in-children-adolescents-and-young-adults-Part-1-Clinical-symptoms,191028,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/191028,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Bipolar-disorder-in-children-adolescents-and-young-adults-Part-1-Clinical-symptoms,191028,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/191028,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Bipolar-disorder-in-children-adolescents-and-young-adults-Part-2-Therapeutic-management,193400,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/193400,farmakoterapia
"https://www.psychiatriapolska.pl/Bipolar-disorder-in-children-adolescents-and-young-adults-Part-2-Therapeutic-management,193400,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/193400,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Bipolar-disorder-in-children-adolescents-and-young-adults-Part-2-Therapeutic-management,193400,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/193400,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Bipolar-disorder-in-children-adolescents-and-young-adults-Part-2-Therapeutic-management,193400,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/193400,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Relationship-between-anhedonia-biological-rhythms-functioning-and-depression-severity,183418,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/183418,anhedonia
"https://www.psychiatriapolska.pl/Changes-in-temperament-character-and-intensity-of-empathy-in-adolescents-treated,185461,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/185461,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Changes-in-temperament-character-and-intensity-of-empathy-in-adolescents-treated,185461,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/185461,efekty leczenia
"https://www.psychiatriapolska.pl/Changes-in-temperament-character-and-intensity-of-empathy-in-adolescents-treated,185461,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/185461,efekty leczenia
"https://www.psychiatriapolska.pl/Changes-in-temperament-character-and-intensity-of-empathy-in-adolescents-treated,185461,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/185461,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Can-AI-assisted-therapy-PARO-robot-be-a-treatment-option-for-children-hospitalised,188053,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/188053,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Can-AI-assisted-therapy-PARO-robot-be-a-treatment-option-for-children-hospitalised,188053,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/188053,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Negotiating-the-therapeutic-alliance-Are-we-going-to-converge-with-time-The-effect,190513,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/190513,psychoterapia
"https://www.psychiatriapolska.pl/Negotiating-the-therapeutic-alliance-Are-we-going-to-converge-with-time-The-effect,190513,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/190513,relacja terapeutyczna
"https://www.psychiatriapolska.pl/Co-occurrence-of-psychopathological-symptom-severity-and-personality-predisposition,183127,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/183127,ptsd
"https://www.psychiatriapolska.pl/Abnormalities-in-the-absolute-power-of-Delta-and-Alpha-rhythms-in-the-frontal-lobe,186755,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/186755,diagnostyka eeg
"https://www.psychiatriapolska.pl/Abnormalities-in-the-absolute-power-of-Delta-and-Alpha-rhythms-in-the-frontal-lobe,186755,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/186755,diagnostyka
"https://www.psychiatriapolska.pl/Abnormalities-in-the-absolute-power-of-Delta-and-Alpha-rhythms-in-the-frontal-lobe,186755,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/186755,neuropsychologia
"https://www.psychiatriapolska.pl/Extended-suicide-motivated-by-altruism,190424,0,1.html",2025.0,59.0,3.0,https://doi.org/10.12740/PP/190424,samobójstwo
"https://www.psychiatriapolska.pl/Psychopathological-symptoms-in-fibromyalgia-and-their-associations-with-resistance,176000,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/176000,psychopatologia
"https://www.psychiatriapolska.pl/Psychopathological-symptoms-in-fibromyalgia-and-their-associations-with-resistance,176000,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/176000,fibromialgia
"https://www.psychiatriapolska.pl/Psychopathological-symptoms-in-fibromyalgia-and-their-associations-with-resistance,176000,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/176000,farmakoterapia
"https://www.psychiatriapolska.pl/Schizotypy-affective-temperaments-and-anhedonia-in-bipolar-depression,178345,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/178345,anhedonia
"https://www.psychiatriapolska.pl/The-clinical-picture-of-bipolar-affective-disorders-in-children-and-adolescents-hospitalized,175719,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/175719,mania
"https://www.psychiatriapolska.pl/The-clinical-picture-of-bipolar-affective-disorders-in-children-and-adolescents-hospitalized,175719,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/175719,psychiatria dzieci i młodzieży
"https://www.psychiatriapolska.pl/Cognitive-Behavioral-Therapy-for-a-Patient-Diagnosed-with-Emetophobia-case-study,188716,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/188716,fobie
"https://www.psychiatriapolska.pl/The-negative-effects-of-indirect-exposure-to-trauma-in-therapists-working-with-people,189761,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/189761,empatia
"https://www.psychiatriapolska.pl/The-negative-effects-of-indirect-exposure-to-trauma-in-therapists-working-with-people,189761,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/189761,trauma
"https://www.psychiatriapolska.pl/The-negative-effects-of-indirect-exposure-to-trauma-in-therapists-working-with-people,189761,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/189761,psychoterapia
"https://www.psychiatriapolska.pl/Polish-mental-and-sexual-health-specialists-working-with-transgender-and-gender-diverse,174471,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/174471,specjaliści zdrowia psychicznego
"https://www.psychiatriapolska.pl/Around-anesthesia-anesthetic-aspects-of-electroconvulsive-treatment-in-the-light,174768,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/174768,znieczulenie
"https://www.psychiatriapolska.pl/Around-anesthesia-anesthetic-aspects-of-electroconvulsive-treatment-in-the-light,174768,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/174768,elektrowstrząsy
"https://www.psychiatriapolska.pl/Around-anesthesia-anesthetic-aspects-of-electroconvulsive-treatment-in-the-light,174768,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/174768,farmakoterapia
"https://www.psychiatriapolska.pl/Body-Mass-Index-Big-Five-personality-traits-and-cyberchondria-in-a-Polish-women-and,182792,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/182792,bmi
"https://www.psychiatriapolska.pl/Body-Mass-Index-Big-Five-personality-traits-and-cyberchondria-in-a-Polish-women-and,182792,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/182792,cyberchondria
"https://www.psychiatriapolska.pl/Body-Mass-Index-Big-Five-personality-traits-and-cyberchondria-in-a-Polish-women-and,182792,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/182792,neuropsychologia
"https://www.psychiatriapolska.pl/Family-Fat-Talk-Questionnaire-Polish-adaptation,175149,0,1.html",2025.0,59.0,2.0,https://doi.org/10.12740/PP/OnlineFirst/175149,rodzina
"https://www.psychiatriapolska.pl/Editorial,203642,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/203642,farmakoterapia
"https://www.psychiatriapolska.pl/TED-Trazodone-Effectiveness-in-Depression-effectiveness-of-trazodone-extended-release,174432,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/OnlineFirst/174432,depresja
"https://www.psychiatriapolska.pl/TED-Trazodone-Effectiveness-in-Depression-effectiveness-of-trazodone-extended-release,174432,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/OnlineFirst/174432,ssri
"https://www.psychiatriapolska.pl/TED-Trazodone-Effectiveness-in-Depression-effectiveness-of-trazodone-extended-release,174432,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/OnlineFirst/174432,trazodon
"https://www.psychiatriapolska.pl/TED-Trazodone-Effectiveness-in-Depression-effectiveness-of-trazodone-extended-release,174432,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/OnlineFirst/174432,farmakoterapia
"https://www.psychiatriapolska.pl/The-influence-of-the-Snoezelen-method-on-postural-stability-and-the-risk-of-falls,188582,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/188582,równowaga
"https://www.psychiatriapolska.pl/The-influence-of-the-Snoezelen-method-on-postural-stability-and-the-risk-of-falls,188582,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/188582,schizofrenia
"https://www.psychiatriapolska.pl/Analysis-of-the-feelings-of-patients-with-HIV-AIDS-and-HCV-in-contact-with-health,169912,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/OnlineFirst/169912,stygmatyzacja
"https://www.psychiatriapolska.pl/Analysis-of-the-feelings-of-patients-with-HIV-AIDS-and-HCV-in-contact-with-health,169912,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/OnlineFirst/169912,stygmatyzacja
"https://www.psychiatriapolska.pl/Observing-patient-rights-in-the-area-of-psychiatric-health-care-in-the-era-of-the,175653,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/175653,psychiatria
"https://www.psychiatriapolska.pl/Observing-patient-rights-in-the-area-of-psychiatric-health-care-in-the-era-of-the,175653,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/175653,prawo pacjenta
"https://www.psychiatriapolska.pl/First-onset-of-persistent-neutropenia-in-patient-undergoing-long-term-clozapine-treatment,174064,0,1.html",2025.0,59.0,1.0,https://doi.org/10.12740/PP/OnlineFirst/174064,klozapina
